name,ra,dec,redshift,survey,ap_units,r_1,r_1_err,r_1_flux,r_1_flux_err,r_2,r_2_err,r_2_flux,r_2_flux_err,r_3,r_3_err,r_3_flux,r_3_flux_err,r_zeropoint
SN2013da,206.4008708333333,-7.325719444444444,0.024245,PanSTARRS,kpc,17.52688897970026,0.018508394737073084,975.5384875406986,15.365171714446468,16.003851045891768,0.015213955755814567,3966.9760787412088,51.360114970582316,14.93232505418143,0.01439214637627563,10643.144985250203,130.3526313301762,25
