name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_2,WFC3_UVIS_F275W_2_err,WFC3_UVIS_F275W_2_flux,WFC3_UVIS_F275W_2_flux_err,WFC3_UVIS_F275W_3,WFC3_UVIS_F275W_3_err,WFC3_UVIS_F275W_3_flux,WFC3_UVIS_F275W_3_flux_err,WFC3_UVIS_F275W_zeropoint
SN2013ef,28.83629166666666,6.609811111111111,0.017251,HST,kpc,22.34952184792716,0.11383818957233027,5.235249519898874,0.5489098776414701,21.045854703681293,0.06863840944674567,17.394191349449983,1.0996314045772821,19.3351646207531,0.021438869093567754,84.07759424496045,1.6601901353389648,24.14686531202484
