J_ntt LaSilla_SOFI.J.dat 13 NTT SOFI J-band
H_ntt LaSilla_SOFI.H.dat 13 NTT SOFI H-band
K_ntt LaSilla_SOFI.Ks.dat 13 NTT SOFI Ks-band
