name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
LSQ13pf,207.05979166666665,-11.64405,0.086209,HST,kpc,25.995811574757923,0.6854299387749933,0.1819538170578305,0.1148682277879905,24.1457145015595
