name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
PTF10ops,326.889875,5.858416666666666,0.06,HST,kpc,,0.13471432355266635,-1.2747028064290815,0.15816063381347176,24.14449445878157
