obs_id,target_name,s_ra,s_dec,instrument_name,filters,proposal_id,proposal_pi,obs_title,t_min,t_max,t_exptime,calib_level,dataproduct_type
x0a30103t,EARTH-CALIB,302.778331934459,-19.9495828908222,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48094.94195636574,48094.955845254626,1200.0,2,image
x0a30104t,EARTH-CALIB,302.778331934459,-19.9495828908222,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48095.00925960648,48095.02314849537,1200.0,2,image
x0a30101t,EARTH-CALIB,302.778331934459,-19.9495828908222,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48094.807454050926,48094.82134293982,1200.0,2,image
x0a30105t,EARTH-CALIB,302.778331934459,-19.9495828908222,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48095.07656284722,48095.09045173611,1200.0,2,image
x0a30102t,EARTH-CALIB,302.778331934459,-19.9495828908222,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48094.874653125,48094.88854201389,1200.0,2,image
x0a30704t,HZ21,12.5206349553819,-52.1368715624003,FOC/48,F140W;F275W,1494,"Laurance, Robin",POSITION OF SPECTROGRAPHIC FINGER AND F48 BEST FOCUSSING (FOC018),48170.24020667824,48170.24546273148,454.125,2,image
if0g0o010,ASASSN-13DM-HOST,45.54556062731,15.9279495078,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60222.63030778935,60222.6526227662,1650.0,3,image
if0g01010,ASASSN-13AN-HOST,206.4014430613,-7.325488414461,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60345.1419434375,60345.16425806713,1650.0,3,image
if0g07010,ASASSN-14MF-HOST,1.226903343478,-32.43774275356,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60328.22017233796,60328.24248730324,1650.0,3,image
if0g1z010,LSQ14FMG-HOST,334.1914640401,15.35377933407,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60208.69838579861,60208.72070042824,1650.0,3,image
if0g0b010,SN2016JHR-HOST,184.5831295028,0.2552689000678,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60024.442720335646,60024.46503530093,1650.0,3,image
if0g09010,SN2021BMW-HOST,206.9150007968,-29.43452160213,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60178.37635925926,60178.398673842596,1650.0,3,image
if0g0c010,SN2021CSP-HOST,216.5922930195,5.859810659241,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60408.27187662037,60408.29419123843,1650.0,3,image
if0g15010,SN2022VQZ-HOST,12.77357697824,29.53712940826,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60223.615261493054,60223.637576469904,1650.0,3,image
if0g0z010,CSP14AAL-HOST,149.4135408705,12.55514509999,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60246.074105011576,60246.096419988426,1650.0,3,image
if0g14010,ASASSN-15HF-HOST,157.3796662798,-35.25943842463,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60246.142808715274,60246.16512369213,1650.0,3,image
if0g10010,ASASSN-15BE-HOST,43.19163728603,-34.31454819918,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60571.890482905095,60571.91279753472,1650.0,3,image
if0g0u010,ASASSN-15HO-HOST,137.3500768786,-4.724970579833,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60246.21071392361,60246.23302850695,1650.0,3,image
if0g0t010,ASASSN-14MG-HOST,43.49247031527,-21.64851277317,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60253.63920945602,60253.66152407407,1650.0,3,image
if0g2l010,NGC4277-HOST,185.0026055366,5.342180048636,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60026.36559105324,60026.383391585645,1680.0,3,image
if0g0r010,ASASSN-14FA-HOST,43.09590548016,-31.82107281611,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60096.21771056713,60096.24002554398,1650.0,3,image
if0g0m010,ASASSN-13CJ-HOST,244.2964681526,4.554249774577,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60328.13858677083,60328.16090177083,1650.0,3,image
if0g0n010,ASASSN-13CU-HOST,10.04287302388,-10.440536944,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60209.82701987268,60209.849334872684,1650.0,3,image
if0g0l010,ASASSN-13CH-HOST,244.1413038716,-0.5909346264769,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60118.7748875,60118.78922766204,1650.0,3,image
if0g0k010,ARP303-HOST,146.5898520518,3.073519179068,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60247.13169760416,60247.15401258102,1650.0,3,image
if0g0i010,AM2353-291-HOST,359.1019083471,-29.02322010146,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60122.164609722226,60122.17894988426,1650.0,3,image
if0g0p010,ASASSN-14BA-HOST,155.3834923671,8.406092825734,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60247.06463761574,60247.086952233796,1650.0,3,image
if0g0q010,ASASSN-14DD-HOST,116.3195440644,-71.40948149231,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60192.47620991898,60192.49055003472,1650.0,3,image
if0g1d010,SN2021AGBN-HOST,59.30554617307,-25.39922908148,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60264.404313541665,60264.426628125,1650.0,3,image
if0g1f010,CSS130317082848+293031-HOST,127.2026260363,29.51182603031,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60249.10904725694,60249.1313622338,1650.0,3,image
if0g1g010,IC1481-HOST,349.8544411933,5.905603163403,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60214.63714818287,60214.659463159725,1650.0,3,image
if0g1e010,CSS121006232854085452-HOST,352.235322955,8.912385878898,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60264.72212612269,60264.74444074074,1650.0,3,image
if0g1a010,CSP14AAR-HOST,87.09643201185,-66.79135500865,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60086.84345130787,60086.865766284725,1650.0,3,image
if0g17010,SN2022CRR-HOST,231.2053181047,-21.38912068568,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60018.17739563657,60018.199710266206,1650.0,3,image
if0g1j010,IC4296-HOST,204.1623462426,-33.96579900091,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60186.02869741898,60186.05101200232,1650.0,3,image
if0g1k010,IC5179-HOST,334.0396345156,-36.84203836663,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60051.02810347222,60051.05237438657,1680.0,3,image
if0g1m010,IPTF13DKL-HOST,356.2413220913,3.393994801196,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60251.655054282404,60251.67736886574,1650.0,3,image
if0g1n010,IPTF13EFE-HOST,130.9143194595,16.1773041539,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60251.09431354167,60251.108653703704,1650.0,3,image
if0g1q010,LSQ11BK-HOST,65.18485119406,-8.598427265587,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60203.11676542824,60203.13110559028,1650.0,3,image
if0g1t010,LSQ12GLN-HOST,80.74807178899,-33.46383139117,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60202.127702858794,60202.14204302083,1650.0,3,image
if0g1v010,LSQ12HNX-HOST,38.82426108382,-30.96313333885,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60479.305942824074,60479.32825744213,1650.0,3,image
if0g1w010,LSQ13CMT-HOST,15.67427984242,-21.87885798861,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60097.138023148145,60097.16033811343,1650.0,3,image
if0g20010,CSP13V-HOST,153.2945220714,-16.53262481791,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60243.03816759259,60243.06048221065,1650.0,3,image
if0g2e010,NGC0863-HOST,33.6413016553,-0.7652618548858,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60174.713199618054,60174.73551423611,1650.0,3,image
if0g2d010,NGC0410-HOST,17.74554377744,33.15178908826,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60108.50805899306,60108.522399155096,1650.0,3,image
if0g2c010,NGC0307-HOST,14.13754936319,-1.770539223109,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60122.76646157407,60122.82550100695,1650.0,3,image
if0g24010,KISS13L-HOST,168.7248305224,29.58543696109,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60129.45361454861,60129.47592913194,1650.0,3,image
if0g29010,NGC4981-HOST,197.2028849201,-6.77725279482,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60351.001446724535,60351.02571724537,1680.0,3,image
if0g2g010,SN2021ADLV-HOST,127.7645557023,-4.195508281225,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60034.743195138886,60034.76746570602,1680.0,3,image
if0g2f010,NGC1060-HOST,40.81393484629,32.42429567596,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60156.3725621875,60156.39487681713,1650.0,3,image
if0g11010,IPTF14ANS-HOST,226.1245167134,2.331394009181,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60071.951598645835,60071.973913622685,1650.0,3,image
if0g13010,LSQ12BTN-HOST,140.3776331645,-9.691341859821,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60253.92092241898,60253.943237037034,1650.0,3,image
if0g12010,ASASSN-15DB-HOST,236.7448047082,17.88424616784,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60126.62474861111,60126.64706357639,1650.0,3,image
if0g0w010,CSP13AAM-HOST,78.69646462825,-66.84119442676,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60078.124238344906,60078.146553321756,1650.0,3,image
if0g23010,ASASSN-14DZ-HOST,226.4777605854,12.74559142751,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60333.1496630787,60333.156028784724,1650.0,3,image
if0g1y010,LSQ14AEG-HOST,154.9039175184,19.55580529405,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60606.165414386574,60606.187729363424,1650.0,3,image
if0g1s010,LSQ12FMX-HOST,48.21802227035,-0.2036490697414,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60240.85412743055,60240.86049313658,1650.0,3,image
if0g1r010,LSQ12DBR-HOST,314.7164823667,-2.973646170877,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60091.83837017361,60091.86068515047,1650.0,3,image
if0g2a010,LSQ14GDE-HOST,15.17705219292,-14.99319602632,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60252.25023946759,60252.27255408565,1650.0,3,image
if0g1i010,IC2560-HOST,154.079684132,-33.5626311028,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60244.03357280092,60244.05137369213,1680.0,3,image
if0g1h010,IC219-HOST,34.6605847314,-6.90060386057,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60253.70652392361,60253.71288961806,1650.0,3,image
if0g0a010,SN2021AFKK-HOST,37.49997274409,28.63479177423,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60223.81651149305,60223.83882646991,1650.0,3,image
if0g2i010,NGC2369-HOST,109.1590564154,-62.33171886488,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60088.81712056713,60088.84139108796,1680.0,3,image
if0g2b010,LSQ15AJA-HOST,255.7896404408,12.45912923768,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60010.32502268519,60010.34733769676,1650.0,3,image
if0g26010,KISS15N-HOST,195.1359896935,27.97610024518,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60334.068077511576,60334.09039212963,1650.0,3,image
if0g18010,CSP13AAF-HOST,148.7923531543,6.808583421581,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60244.233537962966,60244.25585258102,1650.0,3,image
if0g1b010,CSP14ABN-HOST,209.0149225828,-43.57975967818,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60037.009804050926,60037.03211863426,1650.0,3,image
if0g1c010,CSP14ACL-HOST,15.27592371792,-10.30880196879,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60090.13743278935,60090.15974776621,1650.0,3,image
if0g1x010,LSQ13DBY-HOST,51.67890324657,-34.63434315139,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60530.12136056713,60530.143675150466,1650.0,3,image
ieyp39fjq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.22256396991,60196.22256967593,0.5,2,image
ieyp39f8q,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21050396991,60196.21050929398,0.5,2,image
ieyp39f7q,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.20945061342,60196.20945633102,0.5,2,image
ieyp39f9q,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.211568784725,60196.2115741088,0.5,2,image
ieyp39fiq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.221452858794,60196.22145856482,0.5,2,image
ieyp39ffq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21822357639,60196.21822931713,0.5,2,image
ieyp39fcq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21484394676,60196.2148496875,0.5,2,image
ieyp39fbq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21373283565,60196.213738576385,0.5,2,image
ieyp39faq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21264505787,60196.212650775466,0.5,2,image
ieyp39fkq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.22369841435,60196.223703738426,0.5,2,image
ieyp39feq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21717063658,60196.21717935417,0.5,2,image
ieyp39fdq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21597839121,60196.2159841088,0.5,2,image
ieyp39fgq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.21928839121,60196.219294131944,0.5,2,image
ieyp39fhq,DARK,112.8927638788,18.68725456003,WFC3/UVIS,F275W,16982,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,60196.22036508102,60196.22037079861,0.5,2,image
if0g68010,SN2010AE-HOST,108.9779727996,-57.34298462709,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60191.946487650464,60191.96880228009,1650.0,3,image
if0g50010,LSQ14AGE-HOST,201.0358377778,-13.44235942732,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60050.805082719904,60050.82739733796,1650.0,3,image
if0g4x010,SN2012EC-HOST,41.50017297415,-7.578289849614,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60139.08174035879,60139.09307121528,1680.0,3,image
if0g4v010,SN2011Z-HOST,202.6799793957,-20.95397116888,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60398.919237002316,60398.94155196759,1650.0,3,image
if0g4u010,SN2011IO-HOST,345.6978821567,8.802294759337,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60232.46050482639,60232.47484498843,1650.0,3,image
if0g4w010,SN2012AQ-HOST,223.5219903804,22.09483556775,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60333.079871608796,60333.10218619213,1650.0,3,image
if0g54010,LSQ14FMS-HOST,3.746716779922,-51.20999557448,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60055.193172719904,60055.21548769676,1650.0,3,image
if0g55010,SN2007FB-HOST,359.2156353797,5.509648878714,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60098.12797685185,60098.15029146991,1650.0,3,image
if0g56010,SN2007FS-HOST,330.4095949006,-21.50987811184,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60052.02188827546,60052.0362284375,1650.0,3,image
if0g4t010,SN2011HA-HOST,59.42060112182,10.16586226658,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60145.14972662037,60145.172041238424,1650.0,3,image
if0g57010,SN2012FK-HOST,37.71146071568,22.47496034826,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60010.20921269676,60010.2155784375,1650.0,3,image
if0g5a010,SN2018XX-HOST,193.4598838417,-39.70525367022,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60189.194485451386,60189.212285960646,1680.0,3,image
if0g59010,SN2008AE-HOST,149.0176116935,10.49908736701,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60605.19631736111,60605.20268306713,1650.0,3,image
if0g4s010,SN2011GF-HOST,318.0987782374,-7.816620665837,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60058.16286049769,60058.18517511574,1650.0,3,image
if0g60010,SN2010JN-HOST,144.3754154124,23.16099370195,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60245.28910501157,60245.31141998843,1650.0,3,image
if0g61010,LSQ14WP-HOST,153.5247972656,6.675550341088,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60348.29042820602,60348.31274278935,1650.0,3,image
if0g63010,SN2008GE-HOST,62.10191575117,-47.89647906335,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60045.95098440972,60045.973298993056,1650.0,3,image
if0g64010,SN2017CYY-HOST,144.1348840115,-63.94593247076,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60144.09013179398,60144.11244641204,1650.0,3,image
if0g67010,SN2004GS-HOST,129.6000354139,17.63142728755,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60256.046327233795,60256.05269297454,1650.0,3,image
if0g70010,SN2017ERP-HOST,227.3165414594,-11.3210011105,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60071.34921458333,60071.373485104166,1680.0,3,image
if0g71010,SN2020XYW-HOST,112.0484940881,-62.35708696628,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60080.105974618054,60080.130245520835,1680.0,3,image
if0g72010,SN2006BR-HOST,202.5096020515,13.41655913504,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60030.32608850695,60030.34840347222,1650.0,3,image
if0g4y010,SN2018OH-HOST,136.6654828266,19.33855798503,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60254.91020466435,60254.92454482639,2200.0,3,image
if0g4z010,SN2017FGC-HOST,20.04355651894,3.409607801335,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60104.06701612269,60104.09128703704,2100.0,3,image
if0g5b010,SN2018YU-HOST,80.64488532835,-11.49987261862,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60189.050249155094,60189.07452005787,1680.0,3,image
if0g58010,LSQ14GHV-HOST,50.9357680386,-31.58571388361,WFC3/UVIS,F275W,17179,"Galbany, Lluis",A public HST-UV snapshot survey of type Ia supernova host galaxies with pre-existing optical integral-field spectroscopy,60146.06958773148,60146.09190234954,1650.0,3,image
