fits_file,center_ra_deg,center_dec_deg,radius_arcsec,tns_name,tns_ra_deg,tns_dec_deg,sep_arcsec,tns_type,tns_redshift,tns_discoverydate
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g0q010_drc.fits,116.3554662762478,-71.40987504156561,119.34501889717895,2016cnz,116.345708,-71.411306,12.326841559786283,,,2016-05-25 09:04:51.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g11010_drc.fits,226.13329009156854,2.338769403260401,119.3738730665414,2022oor,226.124192214,2.33856133877,32.733650356696,SN II,0.031968,2022-07-09 07:56:21.984
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g11010_drc.fits,226.13329009156854,2.338769403260401,119.3738730665414,2014ey,226.124882,2.330903,41.43269551051891,SN Iax[02cx-like],0.03197,2014-04-24 05:40:05.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g15010_drc.fits,12.781986911611261,29.545949761388624,119.3883024667313,2022vqz,12.7740909222,29.5367102276,41.44836691532383,SN Ia-pec,0.016995,2022-09-24 08:51:21.600
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g17010_drc.fits,231.21097061399357,-21.399304965586072,119.38830246672295,2022crr,231.204715446,-21.3893701875,41.45793143931797,SN Ic-BL,0.0188,2022-02-18 02:35:23.424
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1d010_drc.fits,59.298540965437745,-25.408777865262117,119.37387306655667,2021agbn,59.303542,-25.403381,25.336662730714785,SN II,0.01474,2021-12-03 08:45:36.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1i010_drc.fits,154.07647615263795,-33.560769618388,120.2547879773282,2020ejm,154.078542,-33.563658,12.104841376858525,SN Ia,0.009757,2020-03-11 05:42:35.424
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1j010_drc.fits,204.16006605558354,-33.95449958690083,119.3603000475929,2017dps,204.16675,-33.967019,49.291009866257625,SN Ia,0.012,2017-05-01 06:28:48.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g1k010_drc.fits,334.0356370781993,-36.84143047785596,120.26826983671495,2018kcw,334.033067059,-36.8489223529,27.968577315789663,SN II,0.012,2018-12-19 01:12:00.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2e010_drc.fits,33.651155595756876,-0.7711153646051319,119.38830246674378,2024adxa,33.639833,-0.766711,43.73318684297425,,,2024-12-08 00:15:50.400
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2e010_drc.fits,33.651155595756876,-0.7711153646051319,119.38830246674378,2019fmj,33.639860351,-0.766671536723,43.6932617654551,,,2019-01-02 06:21:36.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2e010_drc.fits,33.651155595756876,-0.7711153646051319,119.38830246674378,2018djd,33.64096,-0.76577,41.4397997354414,SN Ia,0.026385,2018-07-12 08:23:59.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2g010_drc.fits,127.76704542754051,-4.197625791885285,120.2402732612938,2021adlv,127.765958,-4.194219,12.870893255889753,SN Ia,0.033,2021-11-05 11:35:52.800
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2i010_drc.fits,109.15895088947332,-62.33497705048571,120.25478797738663,2019vtm,109.162583,-62.343278,30.493700559075396,,,2019-11-29 23:45:26.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2l010_drc.fits,184.99932781841784,5.342258252008648,120.2402732613063,2020ftl,185.015708,5.343289,58.82960524433737,SN Ia,0.0073,2020-04-02 06:23:46.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2m010_drc.fits,210.9038086642612,-33.96969999969161,119.36030004762956,2020alh,210.91151338,-33.9770522535,35.06654063612413,SN Ia,0.016,2020-01-19 14:11:02.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2m010_drc.fits,210.9038086642612,-33.96969999969161,119.36030004762956,2018zz,210.912625,-33.978639,41.57349566085597,SN Ia,0.0138,2018-03-03 22:04:48.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2p010_drc.fits,327.08801294466434,-34.95976461221894,119.30343998876857,2025xgk,327.079448806,-34.9525297567,36.28877658709236,,,2025-08-30 08:27:44.640
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2p010_drc.fits,327.08801294466434,-34.95976461221894,119.30343998876857,2017hgz,327.083833,-34.952889,27.65456183872804,SN Ia,0.016,2017-10-10 00:28:48.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2q010_drc.fits,345.009792930229,15.990349913171018,119.40273340979995,2025wav,344.998729321,16.0059761983,68.04729447695303,,,2025-08-23 09:00:07.776
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2q010_drc.fits,345.009792930229,15.990349913171018,119.40273340979995,2022wsp,345.014691598,15.9784993196,45.907238727392716,SN II,0.007318,2022-10-02 23:59:19.392
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2r010_drc.fits,348.6618131478578,4.543286874686936,119.36030004764883,2017jmk,348.688042,4.530731,104.41849202828756,SN II,0.00947,2017-12-31 01:57:14.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2t010_drc.fits,96.9086889696334,-54.43965690631747,119.37387306657823,2018hnq,96.910875,-54.456689,61.48603629706728,,,2018-10-23 06:38:52.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g33010_drc.fits,48.241498662378866,-11.72204710816376,119.37387306655766,2019ccs,48.254667,-11.710781,61.640965885580194,,,2019-03-22 17:44:09.000
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g34010_drc.fits,165.76297840665137,5.107834357281172,119.37387306660145,2021cgu,165.765458,5.098169,35.91329249500221,SN II,0.026,2021-02-08 08:28:15.001
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g3d010_drc.fits,10.894836436316066,14.348830963367272,119.38830246674037,2021abze,10.8843865335,14.3427825741,42.4555054009916,SN II,0.0148,2021-10-22 09:59:02.400
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g42010_drc.fits,141.1194479590457,-6.589602133471266,119.38830246675063,2021dbg,141.111625,-6.581431,40.595674332269844,SN II,0.02,2021-02-15 10:14:52.800
