sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes,obs_id,target_name,proposal_id,proposal_pi,instrument_name,filters,sep_arcsec,t_exptime,calib_level,t_min,t_max,obs_title
SN1981D,SN1981D,50.66,-37.23277777777778,Ia      ,arx  ,THIS NEED TO BE JOINED WITH SN2006dd in NGC1316 -- TO DO -- NO LC           ,hst_16741_4i_wfc3_uvis_f275w_iepo4i,SN2006DD-HOST,16741.0,"Galbany, Lluis",WFC3/UVIS,F275W,91.81789464196844,1600.0,3,59815.97168288,59815.99502786,
SN1999cl,NGC4501,187.9833708333333,14.426469444444445,Ia      ,arx  ,THIS NEEDS TO BE COMBINED -- TO DO -- 24 of 32 cubes reduced other 8 have problems,hst_18103_28_wfc3_uvis_f275w_ifoq28,NGC4501-N,18103.0,"Thilker, David",WFC3/UVIS,F275W,39.54737482281712,2028.0,3,61107.53620784,61107.67290912,
SN2014dt,NGC4303,185.4898708333333,4.471811111111111,Ia-02cx ,arx  ,NO LC ,hst_skycell-p1458x13y04_wfc3_uvis_f275w_all,SN2014DT,,,WFC3/UVIS,F275W,0.0249726278979275,3048.0,3,57812.13591229,58937.87605003,
SN2020nvb,NGC4457,187.24491666666663,3.572780555555555,Ia      ,arx  ,THERE ARE LOTS OF CUBES UNPUBLISHED -- TO DO --,ifab22060,NGC4457,17502.0,"Thilker, David",WFC3/UVIS,F275W,8.589799545804294,2805.0,3,60407.69045292824,60407.83055717593,"Resolving gas, star formation and feedback in nearby galaxies with an HST+JWST+ALMA Treasury"
