sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes,obs_id,target_name,proposal_id,proposal_pi,instrument_name,filters,sep_arcsec,t_exptime,calib_level,t_min,t_max,obs_title
SN2008aw,SN2008aw,196.05882916666664,-10.320080555555556,II      ,P97  ,,iebj27010,SN2008AW-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,46.538782482962006,1800.0,3,59319.6942184375,59319.71987824074,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2008ec,NGC7469,345.81899999999996,8.872169444444445,Ia      ,SV   ,,hst_15649_23_wfc3_uvis_f275w_idy423,ARP298-UVIS,15649,"Chandar, Rupali",WFC3/UVIS,F275W,32.385915327620864,2420.0,3,58754.63773226,58754.67042909,
SN2008fq,SN2008fq,306.27579166666663,-24.807669444444446,II      ,P97  ,JOINED WITH PSNJ2025038 from P103,hst_16287_cs_wfc3_uvis_f275w_iebjcs,PSNJ2025038-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,6.766379233302407,1500.0,3,59174.15369571,59174.17427439,
SN2009hd,NGC3627,170.07067083333334,12.979611111111112,II      ,arx  ,PHANGS,hst_skycell-p1632x18y07_wfc3_uvis_f275w_all,NGC-3627,,,WFC3/UVIS,F275W,76.8427762906696,4551.0,3,56696.59260537,58798.85462031,
SN2009lq,SN2009lq,63.71892083333333,-62.83743888888889,II      ,P104 ,,iebjee010,SN2009LQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,6.1114097045786755,1650.0,3,59342.44101346065,59342.46446253472,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2010A,SN2010A,38.16442083333333,0.6195,Ia      ,P97  ,,hst_16287_13_wfc3_uvis_f275w_iebj13,SN2010A-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,6.679856736743023,1650.0,3,59127.96308126,59127.98653031,
SN2010bh,GRB100316D,107.6325,-56.25561111111111,Ic-BL   ,arx  ,,hst_12323_ff_wfc3_uvis_f275w_ibifff,GRB100316D,12323,"Bersier, David",WFC3/UVIS,F275W,8.596839039064779,2520.0,3,55776.24526702,55776.3228131,
SN2010do,SN2016P,209.36712499999996,6.096805555555555,Ic      ,P103 ,,hst_16287_cc_wfc3_uvis_f275w_iebjcc,SN2016P-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,24.824030578961537,1650.0,3,59340.74528421,59340.76873326,
SN2010el,NGC1566,64.99512083333332,-54.94403055555555,Ia-02cx ,arx  ,PHANGS      ,hst_13364_17_wfc3_uvis_f275w_icdm17,NGC1566,13364,"Calzetti, Daniela",WFC3/UVIS,F275W,28.729706304581295,2382.0,3,56538.66866316,56538.69936925,
SN2010lp,SN2017fqk,43.51457916666666,2.9620611111111113,Ia-06bt ,P101 ,,hst_16287_69_wfc3_uvis_f275w_iebj69,SN2017FQK-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.331152104961003,1650.0,3,59152.7895983,59152.81304735,
SN2011gw,IC2200,112.07092083333333,-62.35525,Ibc     ,arx  ,,hst_17179_71_wfc3_uvis_f275w_if0g71,SN2020XYW-HOST,17179,"Galbany, Lluis",WFC3/UVIS,F275W,35.836326155388804,1680.0,3,60080.10597463,60080.13024553,
SN2011is,SN2017dka,210.4465,9.496888888888888,Ia      ,P101 ,,hst_16287_61_wfc3_uvis_f275w_iebj61,SN2017DKA-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,26.295841005606114,1650.0,3,59693.35862345,59693.38093843,
SN2012A,NGC3239,156.28079166666663,17.15406111111111,II      ,arx  ,COMBINED 8 POINTINGS,hst_17502_14_wfc3_uvis_f275w_ifab14,NGC3239,17502,"Thilker, David",WFC3/UVIS,F275W,50.040133628230514,2075.0,3,60684.65759333,60684.79736201,
SN2012P,NGC5806,224.9963291666666,1.890111111111111,Ibc     ,arx  ,,hst_17506_28_wfc3_uvis_f275w_if8c28,SN2004DG,17506,"Jacobson-Galan, Wynn Vicente",WFC3/UVIS,F275W,2.6687141765947158,2328.0,3,60342.96168864,60342.99345954,
SN2012cg,SN2012cg,186.8034583333333,9.420330555555555,Ia      ,P97  ,JOINED WITH SN2012cg_2 from P98,hst_17502_21_wfc3_uvis_f275w_ifab21,NGC4424,17502,"Thilker, David",WFC3/UVIS,F275W,18.707663829584018,2075.0,3,60403.40784885,60403.5479416,
SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC ,hst_skycell-p1370x05y12_wfc3_uvis_f275w_all,SN2012CU,,,WFC3/UVIS,F275W,0.009999998800639284,1044.0,3,56110.74710288,56115.76832971,
SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC,hst_skycell-p1929x11y16_wfc3_uvis_f275w_all,SN2012ET,,,WFC3/UVIS,F275W,0.009999987995415573,2008.0,3,56201.47473203,56213.91122583,
SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY,hst_15647_06_wfc3_uvis_f275w_idxf06,GDS-6,15647,"Teplitz, Harry",WFC3/UVIS,F275W,77.23600527073708,7786.0,3,58930.22682542,58930.39077225,
SN2013cv,iPTF13asv,245.67982916666665,18.959888888888887,Ia-91T  ,P99  ,COMBINED 4 POINTINGS; one rotated,hst_14779_78_wfc3_uvis_f275w_id7678,PTF13ASV,14779,"Graham, Melissa Lynn",WFC3/UVIS,F275W,0.7439082783257865,858.0,3,57939.04625149,57939.06413313,
SN2013dk,Antennae2,180.4696708333333,-18.871750000000002,Ic      ,arx  ,THIS NEEDS TO BE COMBINED -- TO DO --,hst_14593_02_wfc3_uvis_f275w_id7802,NGC-4038,14593,"Bastian, Nate",WFC3/UVIS,F275W,28.291965530603626,2610.0,3,57931.61533704,57931.64864721,
SN2014L,NGC4254,184.70282916666667,14.412080555555557,Ic      ,arx  ,PHANGS,hst_skycell-p1635x08y13_wfc3_uvis_f275w_all,NGC-4254-W,,,WFC3/UVIS,F275W,26.00111207629769,4440.0,3,58929.67135098,58931.66657077,
SN2014ay,ASASSN-14at,268.7726291666666,18.257330555555555,II      ,P96  ,,hst_16287_10_wfc3_uvis_f275w_iebj10,ASASSN-14AT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1538452907998589e-07,1650.0,3,59363.79029692,59363.81374597,
SN2014cd,SN2014cd,65.94662916666667,-51.60081111111111,Ia      ,P95  ,,hst_15166_57_wfc3_uvis_f275w_idi157,PSNJ0423-5136,15166,"Filippenko, Alex V.",WFC3/UVIS,F275W,0.022063698607245993,780.0,3,58623.15943052,58623.17659476,
SN2014ce,SN2014ce,351.92024999999995,23.589280555555554,II      ,P103 ,,hst_16287_dj_wfc3_uvis_f275w_iebjdj,SN2014CE-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,5.316290452917997,1650.0,3,59131.39907681,59131.42252586,
SN2014dk,SN2014dk,7.049829166666666,7.162188888888889,Ia-91T  ,P99  ,TWO ANALYSES A: B: but no lines from the host found,hst_14779_55_wfc3_uvis_f275w_id7655,PTF14FPG,14779,"Graham, Melissa Lynn",WFC3/UVIS,F275W,0.7188502514119629,858.0,3,58005.22603362,58005.23751489,
SN2014dt,NGC4303,185.4898708333333,4.471811111111111,Ia-02cx ,arx  ,NO LC ,hst_skycell-p1458x13y04_wfc3_uvis_f275w_all,SN2014DT,,,WFC3/UVIS,F275W,0.02497262789792758,3048.0,3,57812.13591229,58937.87605003,
SN2014dw,SN2014dw,167.7017083333333,-37.450611111111115,II      ,P103 ,,iegq02010,NGC-3568,16424,"Sun, Ming",WFC3/UVIS,F275W,8.320446075408638,2529.0,3,59214.97163707176,59215.04936832176,Radio galaxy harassment caught in the act
SN2014eh,SN2008fq,306.2660833333333,-24.82036111111111,Ic      ,P97  ,,hst_16287_35_wfc3_uvis_f275w_iebj35,SN2008FQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,42.957192961763496,1500.0,3,59358.96540099,59358.98597967,
SN2015ah,SN2015ah,345.10262083333333,1.6268888888888888,Ib-pec  ,P103 ,,hst_16287_dh_wfc3_uvis_f275w_iebjdh,MASTEROT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.429484706703205,1650.0,3,59339.12058532,59339.14403437,
SN2015bf,SN2015bf,351.2042916666666,15.281111111111112,IIn     ,P103 ,,hst_16287_di_wfc3_uvis_f275w_iebjdi,SN2015BF-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,19.26676719066295,1650.0,3,59346.20538865,59346.22883733,
SN2015bj,SN2015bj,139.97025,-68.91163888888889,II      ,P103 ,,iebjbi010,PSNJ0919528-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,2.523107952649551,1650.0,3,59483.9648084838,59483.97971605324,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2015bm,SN2015bm,182.00041666666664,19.740750000000002,II      ,P104 ,,hst_16287_fa_wfc3_uvis_f275w_iebjfa,SN2015BM-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1306203895237138e-07,1650.0,3,59161.15524645,59161.1786955,
SN2016C,SN2016C,204.5220833333333,-17.85425,II      ,P103 ,,hst_16287_ca_wfc3_uvis_f275w_iebjca,SN2016C-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1414162223234363e-07,1800.0,3,59349.5489068,59349.57456659,
SN2016I,SN2016I,219.93638749999997,23.395352777777777,II      ,P103 ,,hst_16287_cg_wfc3_uvis_f275w_iebjcg,ASASSN-16AI-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.439957797977096,1650.0,3,59360.81229914,59360.83574819,
SN2016P,SN2016P,209.3795833333333,6.0975,Ic-BL   ,P103 ,,iebjcc010,SN2016P-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,16.511166337425887,1650.0,3,59340.74528422454,59340.76873325231,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2016X,SN2016X,193.81504166666664,0.09981944444444443,II      ,P103 ,COMBINED 8 POINTINGS P103 and P104,hst_16287_bt_wfc3_uvis_f275w_iebjbt,ASASSN-16AT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.2012133149656706e-07,1800.0,3,59310.42777179,59310.45343158,
SN2016aai,SN2016aai,192.61724999999998,-10.841444444444445,II      ,P103 ,COMBINED 8 POINTINGS ,hst_16287_26_wfc3_uvis_f275w_iebj26,SN2008AQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,105.62340235745327,1500.0,3,59316.85303808,59316.87361676,
SN2016afa,SN2017ivu,234.13529166666663,16.610166666666668,II      ,P103 ,,hst_16287_cj_wfc3_uvis_f275w_iebjcj,SN2017IVU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,11.142569029660088,1500.0,3,59364.71224136,59364.73281967,
SN2016blt,SN2016blt,213.94066666666663,-47.6375,IIb     ,P100 ,,hst_16287_55_wfc3_uvis_f275w_iebj55,SN2016BLT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,9.097078507622442,1650.0,3,59480.19832702,59480.22177607,
SN2016blz,SN2016blz,235.12208333333328,0.9103055555555556,II      ,P103 ,COMBINED 7 POINTINGS P103 and P104,hst_16287_ez_wfc3_uvis_f275w_iebjez,SN2016BLZ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1979954290166306e-07,1650.0,3,59360.67408136,59360.69753042,
SN2016bmi,SN2016bmi,278.6341249999999,-58.52911111111111,II      ,P100 ,,hst_16287_57_wfc3_uvis_f275w_iebj57,SN2016BMI-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.031814558084563e-09,1500.0,3,59139.32234051,59139.3429192,
SN2016bsb,SN2016bsb,173.6149458333333,11.698616666666666,II      ,P100 ,,iebj49010,SN2016BSB-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,7.458248296278683,1800.0,3,59159.039158680556,59159.06434363426,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2016ccm,SN2016ccm,212.49545833333332,17.7634,II      ,P103 ,,hst_16287_cf_wfc3_uvis_f275w_iebjcf,MASTEROT2-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1419977623608893e-07,1500.0,3,59192.07823327,59192.09881195,
SN2016cdd,SN2016cdd,187.97348333333332,-51.74745277777778,Ib      ,P100 ,,hst_16287_52_wfc3_uvis_f275w_iebj52,SN2016CDD-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,7.467292044390523e-08,1650.0,3,59434.79947118,59434.82292023,
SN2016cok,NGC3627,170.07930416666665,12.9824,II      ,arx  ,PHANGS,hst_skycell-p1632x18y07_wfc3_uvis_f275w_all,NGC-3627,,,WFC3/UVIS,F275W,81.94226953522333,4551.0,3,56696.59260537,58798.85462031,
SN2016cyx,SN2016cyx,35.344941666666664,16.56526388888889,II      ,P103 ,,hst_16287_ax_wfc3_uvis_f275w_iebjax,ASASSN-16GY-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,25.2058780223455,1500.0,3,59191.64594179,59191.66652047,
SN2016dsb,SN2016dsb,29.748791666666666,-32.371805555555554,IIb     ,P103 ,CUBE IS REALLY BAD...,hst_16287_fk_wfc3_uvis_f275w_iebjfk,ASASSN-15LV-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.460385499282556,1650.0,3,59348.91911532,59348.94256437,
SN2016egz,SN2016egz,1.0160583333333333,-34.81440833333333,II      ,P104 ,,hst_16287_ec_wfc3_uvis_f275w_iebjec,SN2016EGZ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.2039962416818e-08,1650.0,3,59355.26897729,59355.29242634,
SN2016eso,SN2016eso,74.87523333333333,-28.8609,IIn     ,P103 ,,hst_16287_ba_wfc3_uvis_f275w_iebjba,ASASSN-16IN-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,23.703972967573737,1650.0,3,59445.03436757,59445.05781662,
SN2016gkg_A,SN2016gkg_A,23.560249999999996,-29.440277777777776,IIb     ,P100 ,SN SPECTRUM HERE,hst_16287_37_wfc3_uvis_f275w_iebj37,SN2016GKG-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,7.99210556497294e-09,1500.0,3,59348.85092087,59348.87149955,
SN2016gkg_B,SN2016gkg_B,23.560249999999996,-29.440277777777776,-       ,P100 ,DOWNLOADED MUSE-DEEP OF NGC613 CORE,hst_16287_37_wfc3_uvis_f275w_iebj37,SN2016GKG-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,7.99210556497294e-09,1500.0,3,59348.85092087,59348.87149955,
SN2016hbb,SN2016hbb,278.94654166666663,22.475099999999998,IIb     ,P100 ,,hst_16287_58_wfc3_uvis_f275w_iebj58,SN2016HBB-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,13.147982746542915,1650.0,3,59303.16857031,59303.19201936,
SN2016hgm,SN2016hgm,20.549220833333333,0.9520555555555555,II      ,P103 ,,hst_16287_at_wfc3_uvis_f275w_iebjat,SNHUNT327-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,38.82314454466273,1500.0,3,59127.03398422,59127.0545629,
SN2016hvu,SN2016hvu,338.9814999999999,20.320161111111112,II      ,P103 ,,hst_16287_dc_wfc3_uvis_f275w_iebjdc,SN2016HVU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.62610406937343,1650.0,3,59150.45955126,59150.48300031,
SN2016iae,SN2016iae,63.02302499999999,-32.862430555555555,Ic      ,P100 ,,hst_16287_39_wfc3_uvis_f275w_iebj39,SN2016IAE-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.031356621212323,1500.0,3,59447.08734238,59447.10792106,
SN2016jbu,SN2016jbu,114.10816666666665,-69.54868055555555,LBV     ,P100 ,,hst_16287_44_wfc3_uvis_f275w_iebj44,SN2016JBU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.490391195358674e-08,1800.0,3,59275.74511081,59275.7746132,
SN2017aym,SN2017aym,219.4240833333333,2.2856805555555555,II      ,P101 ,COMBINED 4 POINTINGS - LOOKS BAD ANYWAY,iebjev010,SN2017AYM-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,21.27028308690242,1800.0,3,59641.025994675925,59641.051654131945,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017bif,SN2017bif_B,261.613,-60.54436944444444,II      ,P101 ,2ND EPOCH. 1ST EPOCH IN P100,hst_16287_56_wfc3_uvis_f275w_iebj56,SN2017BIF-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,5.29059977814378,1650.0,3,59142.02842866,59142.05187771,
SN2017bif_A,SN2017bif_A,261.613,-60.54436944444444,-       ,P100 ,1ST EPOCH. 2ND EPOCH IN P101 - SN SPECTRUM HERE,hst_16287_56_wfc3_uvis_f275w_iebj56,SN2017BIF-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,5.29059977814378,1650.0,3,59142.02842866,59142.05187771,
SN2017caw,SN2017caw,121.95875,-61.771,II      ,P101 ,,hst_16287_78_wfc3_uvis_f275w_iebj78,SN2017CAW-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.334474713062958,1650.0,3,59325.0311166,59325.05456565,
SN2017dch,SN2017dch,298.89874999999995,-11.639638888888888,Ic      ,P101 ,,hst_16287_ad_wfc3_uvis_f275w_iebjad,SN2017DCH-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.018225664417746e-09,1800.0,3,59356.9125884,59356.93777338,
SN2017dek,SN2017dek,306.43629166666665,-21.661080555555554,II      ,P101 ,,hst_16287_af_wfc3_uvis_f275w_iebjaf,SN2017DEK-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,2.837352802043281,1350.0,3,59486.31361628,59486.33359311,
SN2017dgd,SN2017dgd,251.41239999999996,1.6223,IIb     ,P101 ,4 with bad seeing npt used,hst_16287_95_wfc3_uvis_f275w_iebj95,SN2017DGD-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.146936476313897,1650.0,3,59361.87332914,59361.89677819,
SN2017dhu,SN2017dhu,79.13308333333332,6.462869444444444,II      ,P101 ,COMBINED 5 POINTINGS - ASTEROIDE REMOVED,hst_skycell-p1432x18y13_wfc3_uvis_f275w_all,SN2017DHU-HOST,,,WFC3/UVIS,F275W,2.1695793080060883,3150.0,3,59486.0821348,59664.1785879,
SN2017dka,SN2017dka,210.44208333333333,9.499277777777777,II      ,P101 ,COMBINED 3 POINTINGS - LOOKS REALLY BAD,hst_16287_61_wfc3_uvis_f275w_iebj61,SN2017DKA-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,29.710000147352492,1650.0,3,59693.35862345,59693.38093843,
SN2017dkb,SN2017dkb,273.5142916666666,21.87741666666667,II      ,P101 ,,iebj99010,SN2017DKB-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,22.387750264243117,1650.0,3,59475.31940332176,59475.342852395836,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017eca,SN2017eca,241.06541249999995,17.95762222222222,II      ,P101 ,,iebj93010,SN2017ECA-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,8.46779266487201,1500.0,3,59483.255607025465,59483.27732013889,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017eiy,SN2017eiy,357.3677916666666,-30.417969444444445,IIb     ,P101 ,,iebjak010,SN2017EIY-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,9.258349359732641,1650.0,3,59445.68013163195,59445.70358070602,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017faa,SN2017faa,199.76624999999999,-2.51275,II      ,P103 ,,hst_16287_bx_wfc3_uvis_f275w_iebjbx,ATLAS17HPC-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,17.049202127221445,1650.0,3,59364.78097951,59364.80442856,
SN2017faf,SN2017faf,263.6665833333333,26.30611111111111,II      ,P101 ,4 with bad seeing npt used,hst_16287_96_wfc3_uvis_f275w_iebj96,SN2017FAF-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.0738868955154442e-07,1500.0,3,59849.40837375,59849.4300865,
SN2017fbu,SN2017fbu,32.77909999999999,3.843438888888889,II      ,P101 ,,hst_16287_66_wfc3_uvis_f275w_iebj66,SN2017FBU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,21.4101640402096,1800.0,3,59131.07420422,59131.09986364,
SN2017ffm,SN2017ffm,349.59591666666665,-4.416186111111111,II      ,P101 ,,hst_16287_aj_wfc3_uvis_f275w_iebjaj,SN2017FFM-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.710602586044583,1650.0,3,59462.95663609,59462.98008514,
SN2017ffq,SN2017ffq,265.0610916666667,-58.4326,II      ,P101 ,,hst_16287_97_wfc3_uvis_f275w_iebj97,SN2017FFQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,2.2906785710414894,1500.0,3,59245.95905678,59245.98076991,
SN2017fgk,SN2017fgk,266.954975,16.13477222222222,Ic-BL   ,P101 ,,hst_16287_98_wfc3_uvis_f275w_iebj98,SN2017FGK-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,8.003547800434794e-09,1350.0,3,59260.01103604,59260.03101287,
SN2017fod,SN2017fod,281.2311625,27.307211111111112,II      ,P101 ,,hst_16287_aa_wfc3_uvis_f275w_iebjaa,SN2017FOD-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,3.996048901790763e-09,1500.0,3,59468.63806072,59468.65977385,
SN2017fqk,SN2017fqk,43.50922083333332,2.967938888888889,II      ,P101 ,,iebj69010,SN2017FQK-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,3.5839394597296437,1650.0,3,59152.78959829861,59152.813047337964,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017fqo,SN2017fqo,28.256291666666662,12.712788888888888,II      ,P101 ,,hst_16287_65_wfc3_uvis_f275w_iebj65,SN2017FQO-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,28.246399285655784,1500.0,3,59487.18699591,59487.25909089,
SN2017fvr,SN2017fvr,71.86762499999999,23.982730555555555,II      ,P101 ,,hst_16287_74_wfc3_uvis_f275w_iebj74,SN2017FVR-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.988303301380291,1650.0,3,59187.81237698,59187.83582603,
SN2017fwm,SN2017fwm,288.21649999999994,-60.38288055555556,Ic      ,P101 ,,iebjab010,SN2017FWM-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.320625164330284,1650.0,3,59360.949266550924,59360.97271559028,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017gax,SN2017gax,71.45595833333331,-59.245155555555556,Ibc     ,P101 ,Also NGC1672 from PHANGS in arx,hst_skycell-p0200x12y06_wfc3_uvis_f275w_all,SN-2017GAX,,,WFC3/UVIS,F275W,1.711770884552634e-08,13962.557982999999,3,60101.02778019,60101.33778035,
SN2017gfh,SN2017gfh,300.8641666666666,6.990888888888889,IIb     ,P101 ,,hst_16287_ae_wfc3_uvis_f275w_iebjae,SN2017GFH-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,9.64720019421405,1650.0,3,59848.55441523,59848.57786428,
SN2017ggw,SN2017ggw,37.611999999999995,-43.01475,II      ,P101 ,,hst_16287_67_wfc3_uvis_f275w_iebj67,SN2017GGW-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,25.539239361707303,1500.0,3,59340.18302754,59340.20360622,
SN2017gip,SN2017gip,346.2525416666666,28.761869444444443,II      ,P101 ,,hst_16287_ai_wfc3_uvis_f275w_iebjai,SN2017GIP-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.0650973673792755e-07,1650.0,3,59136.75958607,59136.78303512,
SN2017giq,SN2017giq,359.4780416666666,28.503425,Ic      ,P101 ,,hst_16287_an_wfc3_uvis_f275w_iebjan,SN2017GIQ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,3.5202075786473785,1500.0,3,59130.93714385,59130.9588566,
SN2017gry,SN2017gry,52.03308333333332,-56.57833055555556,II      ,P103 ,,iebjay010,GAIA17CHN-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,6.956841175041485,1650.0,3,59342.705839780094,59342.729288807874,A public UV snapshot survey of core-collapse supernova hosts in IF
SN2017hcc,SN2017hcc,0.9607499999999998,-11.474636111111112,IIn     ,P103 ,,hst_16287_ao_wfc3_uvis_f275w_iebjao,ATLAS17LSN-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,3.159578576713101,1650.0,3,59448.72584942,59448.74929847,
SN2017hxv,SN2017hxv,326.09587916666663,-29.916549999999997,II      ,P103 ,,hst_16287_cy_wfc3_uvis_f275w_iebjcy,ASASSN-17OJ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,25.382182274837206,1650.0,3,59196.53331438,59196.55676343,
SN2017ipa,SN2017ipa,99.49229166666667,-15.366830555555556,II      ,P104 ,,hst_16287_ea_wfc3_uvis_f275w_iebjea,SN2017IPA-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.9735083254940368e-08,1650.0,3,59322.25772549,59322.28117454,
SN2017ivu,SN2017ivu,234.13629166666664,16.60558055555556,II      ,P103 ,,hst_16287_cj_wfc3_uvis_f275w_iebjcj,SN2017IVU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,14.013848589429672,1500.0,3,59364.71224136,59364.73281967,
SN2017ivv_A,SN2017ivv_A,307.2074166666666,-4.382547222222222,IIb     ,P103 ,spectrum here. P104 2nd epoch,hst_16287_cu_wfc3_uvis_f275w_iebjcu,ASASSN-17QP-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,1.1997698256619396e-07,1500.0,3,59350.9591268,59350.98083993,
SN2017ivv_B,SN2017ivv_B,307.2074166666666,-4.382608333333333,-       ,P104 ,spectrum here. P103 1st epoch,hst_16287_cu_wfc3_uvis_f275w_iebjcu,ASASSN-17QP-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,0.22000000079775658,1500.0,3,59350.9591268,59350.98083993,
SN2017jbj,SN2017jbj,12.022583333333332,-2.7895555555555553,II      ,P103 ,,hst_16287_aq_wfc3_uvis_f275w_iebjaq,SN2017JBJ-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,28.275532929897246,1350.0,3,59490.75935702,59490.77819978,
SN2017mw,SN2017mw,149.33737499999998,-41.58916111111111,IIb     ,P101 ,,hst_16287_79_wfc3_uvis_f275w_iebj79,SN2017MW-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,4.514812569122382,1650.0,3,59427.83256155,59427.85601023,
SN2018aad,SN2018aad,59.50641666666667,-65.50676111111112,II-pec  ,P103 ,,hst_16287_az_wfc3_uvis_f275w_iebjaz,ASASSN-18EO-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,6.401707424308849e-09,1500.0,3,59337.24832828,59337.28953178,
SN2018ant,SN2018ant,129.13104166666665,-11.828019444444445,II      ,P103 ,,hst_16287_bh_wfc3_uvis_f275w_iebjbh,SN2018ANT-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,27.30030682990429,1500.0,3,59158.10920496,59158.12978327,
SN2018anu_A,SN2018anu_A,264.05979583333334,18.982386111111108,-       ,P104 ,SN SPECTRUM HERE,hst_16287_fc_wfc3_uvis_f275w_iebjfc,SN2018ANU-HOST,16287,"Lyman, Joseph",WFC3/UVIS,F275W,25.13406949232868,1650.0,3,59743.84949353,59743.87294258,
