obs_id,target_name,s_ra,s_dec,instrument_name,filters,proposal_id,proposal_pi,obs_title,t_min,t_max,t_exptime,calib_level,dataproduct_type,sep_arcsec,sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes
hst_skycell-p1370x05y12_wfc3_uvis_f275w_all,SN2012CU,193.3722916667,2.160833333333,WFC3/UVIS,F275W,,,,56110.74710288,56115.76832971,1044.0,3,image,0.009999998800639284,SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
hst_12582_17_wfc3_uvis_f275w_ibxb17,SN2012CU,193.3722916667,2.160833333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56110.74710288,56110.76544786,522.0,3,image,0.009999998800639284,SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
hst_12582_19_wfc3_uvis_f275w_ibxb19,SN2012CU,193.3722916667,2.160833333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56115.7499851,56115.76832971,522.0,3,image,0.009999998800639284,SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
ibxb17010,SN2012CU,193.3722916667,2.160833333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56110.74710289352,56110.765447881946,522.0,3,image,0.009999998800639284,SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
ibxb19010,SN2012CU,193.3722916667,2.160833333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56115.749985104165,56115.76832971065,522.0,3,image,0.009999998800639284,SN2012cu,SN2012cu,193.37229166666663,2.1608305555555556,Ia      ,P97  ,JOINED WITH HK 1988E (tot i que a l'arxiu diu 1998E). NO LC 
hst_skycell-p1929x11y16_wfc3_uvis_f275w_all,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,,,,56201.47473203,56213.91122583,2008.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
hst_12582_94_wfc3_uvis_f275w_ibxb94,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56201.47473203,56201.49261404,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
hst_12582_96_wfc3_uvis_f275w_ibxb96,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56205.59632944,56205.61421108,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
hst_12582_97_wfc3_uvis_f275w_ibxb97,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56209.74122499,56209.78694256,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
hst_12582_98_wfc3_uvis_f275w_ibxb98,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",,56213.8657164,56213.91122583,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
ibxb94010,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56201.47473202546,56201.49261403935,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
ibxb96010,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56205.59632943287,56205.61421107639,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
ibxb97010,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56209.78403758102,56209.78694255787,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
ibxb98010,SN2012ET,355.66175,27.09208333333,WFC3/UVIS,F275W,12582,"Goobar, Ariel",Probing the explosion environment and origin of Type Ia supernovae,56213.86571640046,56213.91122584491,502.0,3,image,0.009999987995415573,SN2012et,SN2012et,355.6617499999999,27.092080555555555,Ia      ,P97  ,NO LC
hst_15647_06_wfc3_uvis_f275w_idxf06,GDS-6,53.13120583333,-27.87667777778,WFC3/UVIS,F275W,15647,"Teplitz, Harry",,58930.22682542,58930.39077225,7786.0,3,image,77.23600527073708,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
idxf06020,GDS-6,53.13122571502,-27.87668465588,WFC3/UVIS,F275W,15647,"Teplitz, Harry",Ultraviolet Imaging of the Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey Fields (UVCANDELS),58930.22682542824,58930.39077225694,7786.0,3,image,77.24474633380257,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
hst_15647_03_wfc3_uvis_f275w_idxf03,GDS-3,53.17487583333,-27.86291111111,WFC3/UVIS,F275W,15647,"Teplitz, Harry",,58927.18207939,58927.34601437,7786.0,3,image,122.94547735504977,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
idxf03020,GDS-3,53.17489597191,-27.86291737168,WFC3/UVIS,F275W,15647,"Teplitz, Harry",Ultraviolet Imaging of the Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey Fields (UVCANDELS),58927.182079398146,58927.346014386574,7786.0,3,image,123.01284234161851,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b20fkq,DARK,53.1301119128,-27.87635889453,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.404070983794,58930.40407670139,0.5,2,image,77.0514953670638,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b20flq,DARK,53.1301119128,-27.87635889453,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.40674467593,58930.40675003472,0.5,2,image,77.0514953670638,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b20fnq,DARK,53.1301119128,-27.87635889453,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.41217283565,58930.41217855324,0.5,2,image,77.0514953670638,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b20foq,DARK,53.1301119128,-27.87635889453,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.414846527776,58930.41485223379,0.5,2,image,77.0514953670638,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21emq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.207705057874,58930.20771076389,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21enq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.208781712965,58930.20878746528,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21eoq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.20985802083,58930.209863738426,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21epq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.210899502315,58930.21090520833,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21eqq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.21202210648,58930.2120278125,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21erq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.2131102662,58930.2131159375,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21esq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.21416357639,58930.214169293984,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
ie1b21etq,DARK,53.1300842832,-27.87636659914,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.21521689815,58930.21522225694,0.5,2,image,77.10340108150245,SN2012fq,CANDELSCDFS16,53.13707916666666,-27.855861111111114,Ia      ,arx  ,NO LC - REDSHIFT VERY LARGE -> RESTFRAME VERY BLUE. ANALYZE INDEPENDENTLY
