obs_id,target_name,s_ra,s_dec,instrument_name,filters,proposal_id,proposal_pi,obs_title,t_min,t_max,t_exptime,calib_level,dataproduct_type,sep_arcsec,sn_name,cubename,sn_ra_deg,sn_dec_deg,sn_type,sem,notes
hst_skycell-p0296x13y17_wfc3_uvis_f275w_all,ASASSN-15UT,5.337875,-48.64175,WFC3/UVIS,F275W,,,,57721.98657756,57721.99805884,858.0,3,image,60.364408652117945,SN1994Z,NGC0087,5.319170833333333,-48.63041944444444,II      ,arx  ,MUSE-DEEP
id7613010,ASASSN-15UT,5.337875,-48.64175,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",A NUV Imaging Survey for Circumstellar Material in Type Ia Supernovae,57721.9865775463,57721.99805883102,858.0,3,image,60.364408652117945,SN1994Z,NGC0087,5.319170833333333,-48.63041944444444,II      ,arx  ,MUSE-DEEP
hst_15654_03_wfc3_uvis_f275w_idxr03,NGC-1087,41.60481041667,-0.4987361111111,WFC3/UVIS,F275W,15654,"Lee, Janice",,58737.78379707,58737.97729242,2190.0,3,image,24.232110096150347,SN1995V,NGC1087,41.61154166666666,-0.49878055555555556,II      ,arx  ,PHANGS
idxr03060,NGC-1087,41.60481041667,-0.4987361111111,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58737.78379707176,58737.97729244213,2190.0,3,image,24.232110096150347,SN1995V,NGC1087,41.61154166666666,-0.49878055555555556,II      ,arx  ,PHANGS
hst_skycell-p1632x18y07_wfc3_uvis_f275w_all,NGC-3627,170.0646666667,13.00013888889,WFC3/UVIS,F275W,,,,56696.59260537,58798.85462031,4551.0,3,image,102.59066540778083,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
hst_13364_12_wfc3_uvis_f275w_icdm12,NGC3627,170.06225,12.96494722222,WFC3/UVIS,F275W,13364,"Calzetti, Daniela",,56696.59260537,56696.62305665,2361.0,3,image,27.686765762983736,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
hst_skycell-p1631x01y07_wfc3_uvis_f275w_all,NGC3627,170.06225,12.96494722222,WFC3/UVIS,F275W,,,,56696.59260537,56696.62305665,2361.0,3,image,27.686765762983736,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
hst_skycell-p1631x02y07_wfc3_uvis_f275w_all,NGC3627,170.06225,12.96494722222,WFC3/UVIS,F275W,,,,56696.59260537,56696.62305665,2361.0,3,image,27.686765762983736,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
icdm12030,NGC3627,170.06225,12.96494722222,WFC3/UVIS,F275W,13364,"Calzetti, Daniela",LEGUS: Legacy ExtraGalactic UV Survey,56696.5926053588,56696.62305667824,2361.0,3,image,27.686765762983736,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
hst_15654_22_wfc3_uvis_f275w_idxr22,NGC-3627,170.0646666667,13.00013888889,WFC3/UVIS,F275W,15654,"Lee, Janice",,58798.69678497,58798.85462031,2190.0,3,image,102.59066540778083,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
idxr22060,NGC-3627,170.0646666667,13.00013888889,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58798.6967849537,58798.78835883102,2190.0,3,image,102.59066540778083,SN1997bs,NGC3627,170.05937916666664,12.972111111111111,IIn     ,arx  ,PHANGS
hst_17128_97_wfc3_uvis_f275w_if1z97,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,17128,"Foley, Ryan",,59957.56801862,59957.58976619,1523.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
hst_skycell-p1544x05y17_wfc3_uvis_f275w_all,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,,,,59957.56801862,59957.58976619,1523.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
hst_skycell-p1544x06y17_wfc3_uvis_f275w_all,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,,,,59957.56801862,59957.58976619,1523.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
if1z97070,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,17128,"Foley, Ryan",Reducing Type Ia Supernova Distance Biases by Separating Reddening and Intrinsic Color,59957.56801863426,59957.5897662037,1523.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
hst_17410_97_wfc3_uvis_f275w_ifa397,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,17410,"Foley, Ryan",,60680.71326481,60680.73463053,1490.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
ifa397070,SN2022ZUT,175.245125,11.46968888889,WFC3/UVIS,F275W,17410,"Foley, Ryan",Reducing Type Ia Supernova Distance Biases by Separating Reddening and Intrinsic Color,60680.71326481482,60680.734630520834,1490.0,3,image,55.374430008373686,SN1997dq,SN1997dq,175.2329208333333,11.47936111111111,Ib      ,P114 ,
iebjcp010,SN2018EVY-HOST,275.6584999518,15.69770280309,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59300.12394070602,59300.14738973379,1650.0,3,image,19.060282785774163,SN1998V,SN2018evy,275.6558333333333,15.702333333333332,Ia      ,P103 ,
hst_16287_cp_wfc3_uvis_f275w_iebjcp,SN2018EVY-HOST,275.6625729167,15.69776666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59300.12394068,59300.14738973,1650.0,3,image,28.56286395326357,SN1998V,SN2018evy,275.6558333333333,15.702333333333332,Ia      ,P103 ,
hst_skycell-p1657x05y18_wfc3_uvis_f275w_all,SN2018EVY-HOST,275.6625729167,15.69776666667,WFC3/UVIS,F275W,,,,59300.12394068,59300.14738973,1650.0,3,image,28.56286395326357,SN1998V,SN2018evy,275.6558333333333,15.702333333333332,Ia      ,P103 ,
hst_skycell-p1744x13y01_wfc3_uvis_f275w_all,SN2018EVY-HOST,275.6625729167,15.69776666667,WFC3/UVIS,F275W,,,,59300.12394068,59300.14738973,1650.0,3,image,28.56286395326357,SN1998V,SN2018evy,275.6558333333333,15.702333333333332,Ia      ,P103 ,
hst_skycell-p1744x14y01_wfc3_uvis_f275w_all,SN2018EVY-HOST,275.6625729167,15.69776666667,WFC3/UVIS,F275W,,,,59300.12394068,59300.14738973,1650.0,3,image,28.56286395326357,SN1998V,SN2018evy,275.6558333333333,15.702333333333332,Ia      ,P103 ,
hst_18103_28_wfc3_uvis_f275w_ifoq28,NGC4501-N,187.9859395833,14.43716944444,WFC3/UVIS,F275W,18103,"Thilker, David",,61107.53620784,61107.67290912,2028.0,3,image,39.54737482281712,SN1999cl,NGC4501,187.9833708333333,14.426469444444443,Ia      ,arx  ,THIS NEEDS TO BE COMBINED -- TO DO -- 24 of 32 cubes reduced other 8 have problems
ifoq28060,NGC4501-N,187.9859395833,14.43716944444,WFC3/UVIS,F275W,18103,"Thilker, David","Anatomy of a fall: Dissecting the environment-driven transformation of late-type Virgo cluster galaxies with HST UV-optical imaging of star clusters, associations, and HII regions",61107.53620783565,61107.6729091088,2028.0,3,image,39.54737482281712,SN1999cl,NGC4501,187.9833708333333,14.426469444444443,Ia      ,arx  ,THIS NEEDS TO BE COMBINED -- TO DO -- 24 of 32 cubes reduced other 8 have problems
iebj66010,SN2017FBU-HOST,32.77644678738,3.853513656406,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59131.074204247685,59131.09986362269,1800.0,3,image,7.081842906298112,SN1999dh,SN2017fbu,32.77529166666666,3.8519194444444445,II      ,P101 ,
hst_16287_66_wfc3_uvis_f275w_iebj66,SN2017FBU-HOST,32.77912333333,3.849386111111,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59131.07420422,59131.09986364,1800.0,3,image,16.51032137390973,SN1999dh,SN2017fbu,32.77529166666666,3.8519194444444445,II      ,P101 ,
hst_skycell-p1330x08y19_wfc3_uvis_f275w_all,SN2017FBU-HOST,32.77912333333,3.849386111111,WFC3/UVIS,F275W,,,,59131.07420422,59131.09986364,1800.0,3,image,16.51032137390973,SN1999dh,SN2017fbu,32.77529166666666,3.8519194444444445,II      ,P101 ,
hst_skycell-p1420x09y02_wfc3_uvis_f275w_all,SN2017FBU-HOST,32.77912333333,3.849386111111,WFC3/UVIS,F275W,,,,59131.07420422,59131.09986364,1800.0,3,image,16.51032137390973,SN1999dh,SN2017fbu,32.77529166666666,3.8519194444444445,II      ,P101 ,
hst_16287_44_wfc3_uvis_f275w_iebj44,SN2016JBU-HOST,114.1081666667,-69.54868055556,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59275.74511081,59275.7746132,1800.0,3,image,55.32753216680363,SN1999ga,SN2016jbu,114.06957916666664,-69.5560611111111,II      ,P100 ,
hst_skycell-p0083x04y12_wfc3_uvis_f275w_all,SN2016JBU-HOST,114.1081666667,-69.54868055556,WFC3/UVIS,F275W,,,,59275.74511081,59275.7746132,1800.0,3,image,55.32753216680363,SN1999ga,SN2016jbu,114.06957916666664,-69.5560611111111,II      ,P100 ,
hst_skycell-p0083x04y13_wfc3_uvis_f275w_all,SN2016JBU-HOST,114.1081666667,-69.54868055556,WFC3/UVIS,F275W,,,,59275.74511081,59275.7746132,1800.0,3,image,55.32753216680363,SN1999ga,SN2016jbu,114.06957916666664,-69.5560611111111,II      ,P100 ,
iebj44010,SN2016JBU-HOST,114.1303660966,-69.54910079768,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59275.74511079861,59275.774613194444,1800.0,3,image,80.45044470326931,SN1999ga,SN2016jbu,114.06957916666664,-69.5560611111111,II      ,P100 ,
hst_skycell-p1458x13y04_wfc3_uvis_f275w_all,SN2014DT,185.489875,4.471805555556,WFC3/UVIS,F275W,,,,57812.13591229,58937.87605003,3048.0,3,image,33.90645819352338,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_skycell-p1458x13y05_wfc3_uvis_f275w_all,SN2014DT,185.489875,4.471805555556,WFC3/UVIS,F275W,,,,57812.13591229,58937.87605003,3048.0,3,image,33.90645819352338,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_skycell-p1458x14y05_wfc3_uvis_f275w_all,SN2014DT,185.489875,4.471805555556,WFC3/UVIS,F275W,,,,57812.13591229,58937.87605003,3048.0,3,image,33.90645819352338,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_15654_26_wfc3_uvis_f275w_idxr26,NGC-4303,185.4806916667,4.474611111111,WFC3/UVIS,F275W,15654,"Lee, Janice",,58937.68147839,58937.87605003,2190.0,3,image,49.590321829720274,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_skycell-p1458x14y04_wfc3_uvis_f275w_all,NGC-4303,185.4806916667,4.474611111111,WFC3/UVIS,F275W,,,,58937.68147839,58937.87605003,2190.0,3,image,49.590321829720274,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
idxr26060,NGC-4303,185.4806916667,4.474611111111,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58937.681478391205,58937.87605003472,2190.0,3,image,49.590321829720274,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_14779_70_wfc3_uvis_f275w_id7670,SN2014DT,185.489875,4.471805555556,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",,57812.13591229,57812.14739394,858.0,3,image,33.90645819352338,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
id7670010,SN2014DT,185.489875,4.471805555556,WFC3/UVIS,F275W,14779,"Graham, Melissa Lynn",A NUV Imaging Survey for Circumstellar Material in Type Ia Supernovae,57812.14242858796,57812.14739394676,858.0,3,image,33.90645819352338,SN1999gn,NGC4303,185.48757916666662,4.462669444444445,II      ,arx  ,
hst_skycell-p0647x16y20_wfc3_uvis_f275w_all,GDS-1,53.21837791667,-27.84871666667,WFC3/UVIS,F275W,,,,57070.46394558,58930.19230003,42012.0,3,image,111.94570346268814,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
idxf02020,GDS-2,53.23478579531,-27.89051396874,WFC3/UVIS,F275W,15647,"Teplitz, Harry",Ultraviolet Imaging of the Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey Fields (UVCANDELS),58926.189243483794,58926.353190277776,7786.0,3,image,117.14268118335326,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
hst_15647_02_wfc3_uvis_f275w_idxf02,GDS-2,53.23476541667,-27.89050833333,WFC3/UVIS,F275W,15647,"Teplitz, Harry",,58926.18924346,58926.35319029,7786.0,3,image,117.15228325463734,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
idxf01020,GDS-1,53.21973795813,-27.85123487149,WFC3/UVIS,F275W,15647,"Teplitz, Harry",Ultraviolet Imaging of the Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey Fields (UVCANDELS),58925.46074826389,58925.55837546296,5170.0,3,image,104.5620295821664,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
hst_15647_01_wfc3_uvis_f275w_idxf01,GDS-1,53.21837791667,-27.84871666667,WFC3/UVIS,F275W,15647,"Teplitz, Harry",,58925.46074828,58925.55837548,5170.0,3,image,111.94570346268814,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
idxf91020,GDS-1,53.21967026765,-27.85123299105,WFC3/UVIS,F275W,15647,"Teplitz, Harry",Ultraviolet Imaging of the Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey Fields (UVCANDELS),58930.160239895835,58930.17475373843,2616.0,3,image,104.76689606008932,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
hst_15647_91_wfc3_uvis_f275w_idxf91,GDS-1,53.21837791667,-27.84871666667,WFC3/UVIS,F275W,15647,"Teplitz, Harry",,58930.16023987,58930.19230003,2616.0,3,image,111.94570346268814,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep715010,GOODS-S-UVCANDELS,53.27556570064,-27.87507161183,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59542.52008877315,59542.55219525463,646.0,3,image,93.90464060924994,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep765010,GOODS-S-UVCANDELS,53.27556576276,-27.87507177092,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59552.37880396991,59552.410910416664,646.0,3,image,93.90511360536487,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep725010,GOODS-S-UVCANDELS,53.27600171621,-27.87621285062,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59544.50504247685,59544.53714892361,646.0,3,image,97.31021248180983,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep735010,GOODS-S-UVCANDELS,53.27600171621,-27.87621285062,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59546.48997322917,59546.52207931713,646.0,3,image,97.31021248180983,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep745010,GOODS-S-UVCANDELS,53.27600171621,-27.87621285062,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59548.4087346875,59548.44084116898,646.0,3,image,97.31021248180983,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep755010,GOODS-S-UVCANDELS,53.27600171621,-27.87621285062,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59550.39371137731,59550.42581782407,646.0,3,image,97.31021248180983,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep714010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59542.45390806713,59542.48601489583,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep724010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59544.438873576386,59544.47098005787,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep734010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59546.423815821756,59546.455922256944,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep744010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59548.34256582176,59548.34630413194,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep754010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59550.32754247685,59550.33128078704,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
iep764010,GOODS-S-UVCANDELS,53.22730441533,-27.88959240037,WFC3/UVIS,F275W,16706,"Gezari, Suvi",This is NUTS! A Narrow-field Ultraviolet Transient Survey,59552.312635069444,59552.3447415162,646.0,3,image,126.4831737737884,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
ie1b21ekq,DARK,53.21860142564,-27.85097859345,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.205598761575,58930.20560447917,0.5,2,image,108.27796316525186,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
ie1b21elq,DARK,53.21860142564,-27.85097859345,WFC3/UVIS,F275W,15718,"Martlin, Catherine A",WFC3 UVIS Post-flash Monitor,58930.20665208333,58930.206657835646,0.5,2,image,108.27796316525186,SN1999gu,HUDF09-2-03,53.25062083333333,-27.861138888888892,II      ,arx  ,
hst_15649_23_wfc3_uvis_f275w_idy423,ARP298-UVIS,345.82,8.881111111111,WFC3/UVIS,F275W,15649,"Chandar, Rupali",,58754.63773226,58754.67042909,2420.0,3,image,32.03034562146299,SN2000ft,NGC7469,345.81462916666663,8.873969444444445,II      ,SV   ,
hst_skycell-p1587x19y06_wfc3_uvis_f275w_all,ARP298-UVIS,345.82,8.881111111111,WFC3/UVIS,F275W,,,,58754.63773226,58754.67042909,2420.0,3,image,32.03034562146299,SN2000ft,NGC7469,345.81462916666663,8.873969444444445,II      ,SV   ,
idy423020,ARP298-UVIS,345.82,8.881111111111,WFC3/UVIS,F275W,15649,"Chandar, Rupali","Clusters, Clumps, Dust and Gas in Extreme Star-Forming Galaxies",58754.637732256946,58754.67042908565,2420.0,3,image,32.03034562146299,SN2000ft,NGC7469,345.81462916666663,8.873969444444445,II      ,SV   ,
hst_16287_33_wfc3_uvis_f275w_iebj33,SN2001CP-HOST,257.7746466667,5.851977777778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59140.38503755,59140.40561623,1500.0,3,image,64.0447372464156,SN2001cp,SN2001cp,257.76075,5.840780555555555,Ia      ,P97  ,COMBINED WITH ARX 22 POINTINGS TOTAL
hst_skycell-p1476x15y10_wfc3_uvis_f275w_all,SN2001CP-HOST,257.7746466667,5.851977777778,WFC3/UVIS,F275W,,,,59140.38503755,59140.40561623,1500.0,3,image,64.0447372464156,SN2001cp,SN2001cp,257.76075,5.840780555555555,Ia      ,P97  ,COMBINED WITH ARX 22 POINTINGS TOTAL
hst_skycell-p1476x16y10_wfc3_uvis_f275w_all,SN2001CP-HOST,257.7746466667,5.851977777778,WFC3/UVIS,F275W,,,,59140.38503755,59140.40561623,1500.0,3,image,64.0447372464156,SN2001cp,SN2001cp,257.76075,5.840780555555555,Ia      ,P97  ,COMBINED WITH ARX 22 POINTINGS TOTAL
hst_skycell-p1476x16y11_wfc3_uvis_f275w_all,SN2001CP-HOST,257.7746466667,5.851977777778,WFC3/UVIS,F275W,,,,59140.38503755,59140.40561623,1500.0,3,image,64.0447372464156,SN2001cp,SN2001cp,257.76075,5.840780555555555,Ia      ,P97  ,COMBINED WITH ARX 22 POINTINGS TOTAL
iebj33010,SN2001CP-HOST,257.7746466667,5.851977777778,WFC3/UVIS,F275W,16287,"Lyman, Joseph",A public UV snapshot survey of core-collapse supernova hosts in IF,59140.385037534725,59140.40561623843,1500.0,3,image,64.0447372464156,SN2001cp,SN2001cp,257.76075,5.840780555555555,Ia      ,P97  ,COMBINED WITH ARX 22 POINTINGS TOTAL
hst_15649_11_wfc3_uvis_f275w_idy411,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,15649,"Chandar, Rupali",,58657.14284579,58657.1762367,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
hst_skycell-p0383x12y20_wfc3_uvis_f275w_all,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,,,,58657.14284579,58657.1762367,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
hst_skycell-p0383x13y20_wfc3_uvis_f275w_all,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,,,,58657.14284579,58657.1762367,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
hst_skycell-p0449x16y03_wfc3_uvis_f275w_all,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,,,,58657.14284579,58657.1762367,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
hst_skycell-p0449x17y03_wfc3_uvis_f275w_all,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,,,,58657.14284579,58657.1762367,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
idy411010,NGC-3256,156.965,-43.905,WFC3/UVIS,F275W,15649,"Chandar, Rupali","Clusters, Clumps, Dust and Gas in Extreme Star-Forming Galaxies",58657.14284579861,58657.17623668982,2480.0,3,image,13.308956563131906,SN2001db,NGC3256,156.95999999999995,-43.90583055555555,II      ,arx  ,
hst_15654_09_wfc3_uvis_f275w_idxr09,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,15654,"Lee, Janice",,58684.8835411,58685.02251089,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
hst_skycell-p0498x16y19_wfc3_uvis_f275w_all,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,,,,58684.8835411,58685.02251089,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
hst_skycell-p0498x17y19_wfc3_uvis_f275w_all,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,,,,58684.8835411,58685.02251089,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
hst_skycell-p0570x06y02_wfc3_uvis_f275w_all,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,,,,58684.8835411,58685.02251089,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
hst_skycell-p0570x07y02_wfc3_uvis_f275w_all,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,,,,58684.8835411,58685.02251089,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
idxr09060,NGC-1365-N,53.40563833333,-36.14307222222,WFC3/UVIS,F275W,15654,"Lee, Janice",PHANGS-HST: Linking Stars and Gas throughout the Scales of Star Formation,58684.94384186342,58685.02251087963,2190.0,3,image,100.0478423639707,SN2001du,NGC1365,53.37124999999999,-36.142,II      ,arx  ,PHANGS
hst_17506_31_wfc3_uvis_f275w_if8c31,SN2020MJM,217.3722083333,-0.02160833333335,WFC3/UVIS,F275W,17506,"Jacobson-Galan, Wynn Vicente",,60344.93782271,60344.96117954,1136.0,3,image,98.64718125477519,SN2002ao,SN2002ao,217.39892083333328,-0.0155,Ibn     ,P111 ,
hst_skycell-p1286x05y19_wfc3_uvis_f275w_all,SN2020MJM,217.3722083333,-0.02160833333335,WFC3/UVIS,F275W,,,,60344.93782271,60344.96117954,1136.0,3,image,98.64718125477519,SN2002ao,SN2002ao,217.39892083333328,-0.0155,Ibn     ,P111 ,
hst_skycell-p1376x05y02_wfc3_uvis_f275w_all,SN2020MJM,217.3722083333,-0.02160833333335,WFC3/UVIS,F275W,,,,60344.93782271,60344.96117954,1136.0,3,image,98.64718125477519,SN2002ao,SN2002ao,217.39892083333328,-0.0155,Ibn     ,P111 ,
hst_skycell-p1376x05y03_wfc3_uvis_f275w_all,SN2020MJM,217.3722083333,-0.02160833333335,WFC3/UVIS,F275W,,,,60344.93782271,60344.96117954,1136.0,3,image,98.64718125477519,SN2002ao,SN2002ao,217.39892083333328,-0.0155,Ibn     ,P111 ,
if8c31010,SN2020MJM,217.3722083333,-0.02160833333335,WFC3/UVIS,F275W,17506,"Jacobson-Galan, Wynn Vicente",Constraining the CSM Interaction Engine in Type II Supernovae,60344.937822719905,60344.96117954861,1136.0,3,image,98.64718125477519,SN2002ao,SN2002ao,217.39892083333328,-0.0155,Ibn     ,P111 ,
hst_16287_ce_wfc3_uvis_f275w_iebjce,SN2018DFG-HOST,211.6457575,-5.453841666667,WFC3/UVIS,F275W,16287,"Lyman, Joseph",,59261.90991415,59261.93557357,1800.0,3,image,64.89485776499986,SN2002cr,SN2002cr,211.6566208333333,-5.439419444444445,Ia      ,P97  ,I TRIED TO COMBINE WITH 2018dfg/2005P BUT NO SOURCES IN THE OVERLAP REGION AND SATURATED
hst_skycell-p1195x05y13_wfc3_uvis_f275w_all,SN2018DFG-HOST,211.6457575,-5.453841666667,WFC3/UVIS,F275W,,,,59261.90991415,59261.93557357,1800.0,3,image,64.89485776499986,SN2002cr,SN2002cr,211.6566208333333,-5.439419444444445,Ia      ,P97  ,I TRIED TO COMBINE WITH 2018dfg/2005P BUT NO SOURCES IN THE OVERLAP REGION AND SATURATED
