name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2011jh,191.81007916666664,-10.06313888888889,0.007865,HST,kpc,19.113737270255797,0.016041904268621614,103.06991954179989,1.5228724758537675,24.146567112826272
