name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
LSQ14ie,193.88941666666665,-32.94454722222222,0.089497,HST,kpc,25.881466388110773,0.6179831504739676,0.2021568440416482,0.11506434327531977,24.14568751062296
