name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
LSQ14age,201.03591666666665,-13.440555555555555,0.080404,HST,kpc,24.557388473414402,0.20656468747021264,0.6837900397942592,0.13009318031980993,24.144695399656893
