###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61105.027535 -19.518  0.638   -57   36 o  0   1.58 226.47717  12.74537  3177.22  9543.40 2.56 2.25 -48.0 -0.384 18.35 18.57 03a61105o0629o
61105.030714  20.211  1.072    30   32 o  0   3.84 226.47717  12.74537  3198.91  9426.47 2.43 2.16 -46.2 -0.390 18.43 18.62 03a61105o0636o
61106.514728  18.669  2.661   124  329 o  0   1.22 226.47717  12.74537  9285.92  5896.93 2.60 2.53 -61.3 -0.441 16.00 15.74 01a61106o0650o
61106.517473  16.531  0.553   886  490 o  0   1.76 226.47717  12.74537  9270.43  5858.62 2.66 2.64 -60.5 -0.444 15.45 15.22 01a61106o0656o
61106.524393 -16.047  1.759 -1385 2435 o  0   0.96 226.47717  12.74537  9330.77  5937.88 3.03 2.94  47.9 -0.405 15.01 14.92 01a61106o0671o
61106.535214  20.721  1.876    19   35 o  0   1.69 226.47717  12.74537  9350.38  5820.70 2.65 2.58  29.9 -0.429 18.24 18.62 01a61106o0693o
61108.069244 -19.841  0.473   -42   20 o  0   4.76 226.47717  12.74537  7315.93  1950.75 2.26 2.09 -47.9 -0.431 18.90 19.55 03a61108o0724o
61108.070600 -22.705  6.474    -3   20 o  0   3.50 226.47717  12.74537  7298.33  1911.60 2.43 2.30 -42.9 -0.429 18.79 19.55 03a61108o0727o
61108.093067 -20.033  0.513   -35   18 o  0   3.74 226.47717  12.74537  7367.27  1993.61 2.13 1.95 -47.3 -0.451 18.99 19.62 03a61108o0775o
61108.105108 -19.767  0.450   -45   20 o  0   4.31 226.47717  12.74537  3144.95  8680.62 2.54 2.25 -53.0 -0.370 18.90 19.65 03a61108o0801o
61108.555960 -19.703  0.380   -48   18 o  0   3.88 226.47717  12.74537  7325.67  1901.37 2.49 2.39  32.4 -0.446 19.06 20.01 01a61108o0695o
61108.557687  21.594  1.735     8   14 o  0   8.22 226.47717  12.74537  7303.66  1861.57 2.41 2.30  39.5 -0.452 19.15 20.02 01a61108o0698o
61108.568522 -20.105  0.445   -33   15 o  0   4.08 226.47717  12.74537  7363.28  1940.21 2.50 2.34  47.9 -0.449 19.29 20.29 01a61108o0720o
61108.589073 -18.924  0.134   -98   13 o  0   4.40 226.47717  12.74537  7380.98  1823.75 2.48 2.33  46.5 -0.438 19.28 20.28 01a61108o0761o
61111.105659 -20.225  0.531   -30   16 o  0   3.25 226.47717  12.74537  7100.95  8497.14 2.67 2.23 -59.2 -0.401 19.08 20.09 03a61111o0808o
61111.108834 -22.232  3.806    -5   18 o  0   2.27 226.47717  12.74537  7121.97  8536.18 2.53 2.11 -49.1 -0.417 19.13 20.08 03a61111o0813o
61111.136170 -19.767  0.446   -45   20 o  0   2.81 226.47717  12.74537  7069.83  8457.59 2.68 2.34 -36.6 -0.396 18.96 20.02 03a61111o0872o
