###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61101.938575  19.662  0.589    50   29 o  0   1.67 197.65156  -4.48574  2005.20  2700.19 2.36 2.23 -66.9 -0.410 18.25 18.59 03a61102o0428o
61101.948050 -19.212  0.444   -75   33 o  0   1.34 197.65156  -4.48574  2063.33  2778.92 2.29 2.13 -66.0 -0.421 18.25 18.46 03a61102o0448o
61101.953073  19.676  0.638    49   31 o  0   1.12 197.65156  -4.48574  2083.38  2662.79 2.32 2.13 -61.8 -0.419 18.34 18.68 03a61102o0459o
61108.039414 -20.942  1.028   -15   16 o  0   1.74 197.65156  -4.48574  5284.97  1374.27 2.39 2.22 -39.7 -0.408 18.95 19.84 03a61108o0659o
61108.042126 -20.772  1.054   -18   19 o  0   1.33 197.65156  -4.48574  5303.60  1414.06 2.49 2.35 -47.6 -0.409 18.94 19.89 03a61108o0665o
61108.073469 -20.215  0.498   -30   15 o  0   1.72 197.65156  -4.48574  5254.86  1332.42 2.29 2.13 -40.3 -0.419 18.99 19.81 03a61108o0733o
61108.101419  21.810  2.868     7   20 o  0   1.14 197.65156  -4.48574  5239.54  1449.13 2.22 2.12 -23.2 -0.427 18.97 19.70 03a61108o0793o
61110.962862  22.154  3.156     5   16 o  0   0.98 197.65156  -4.48574  1358.60  9298.44 2.52 2.19 -56.6 -0.420 19.35 20.54 03a61111o0498o
61110.973760 -20.258  0.571   -29   16 o  0   1.03 197.65156  -4.48574  1345.93  9257.62 2.58 2.23 -59.8 -0.417 19.33 20.51 03a61111o0522o
61110.999512 -21.239  1.104   -12   13 o  0   2.04 197.65156  -4.48574  1412.25  9336.96 2.55 2.13 -55.8 -0.419 19.33 20.45 03a61111o0578o
61111.003575 -20.727  0.790   -19   15 o  0   1.28 197.65156  -4.48574  1435.22  9220.01 2.57 2.15 -53.2 -0.405 19.29 20.47 03a61111o0587o
