###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61104.235463 -19.882 10.164   -40  412 o  0   0.37 204.16683 -33.96702   916.59   382.81 2.13 1.86  28.0 -0.519 17.46 17.68 04a61104o0503o
61104.236829  20.227  6.000    30  177 o  0   0.84 204.16683 -33.96702   896.15   344.47 2.19 1.88  43.6 -0.483 17.04 17.27 04a61104o0506o
61104.241563  19.151  7.704    79  612 o  0   1.19 204.16683 -33.96702   953.06   424.53 2.32 1.88  48.2 -0.472 15.20 14.82 04a61104o0515o
61108.491657  18.983  0.443    93   41 o  0   0.99 204.16683 -33.96702  6344.67  7612.23 2.13 1.94  32.0 -0.442 18.66 19.36 02a61108o0595o
61108.518828  19.512  0.975    57   56 o  0   1.45 204.16683 -33.96702  6363.19  7649.86 2.16 1.93  35.6 -0.441 17.88 18.49 02a61108o0652o
61108.520657  18.588  0.366   133   49 o  0   1.13 204.16683 -33.96702  6304.95  7571.45 2.17 1.90  34.8 -0.443 18.43 19.02 02a61108o0656o
61108.523823  18.868  0.618   103   64 o  0   1.20 204.16683 -33.96702  6285.63  7687.39 2.13 1.92  35.1 -0.451 18.00 18.76 02a61108o0663o
61109.050322 -19.467  0.514   -59   30 o  0   1.87 204.16683 -33.96702  6284.72  7643.57 2.28 2.03 -55.2 -0.417 19.03 19.74 03a61109o0671o
61109.053099 -19.862  0.670   -41   28 o  0   1.89 204.16683 -33.96702  6305.37  7683.02 2.28 2.04 -49.8 -0.416 19.06 19.82 03a61109o0677o
61109.058434  21.617  3.689     8   30 o  0   0.74 204.16683 -33.96702  6252.02  7604.20 2.33 2.10 -34.6 -0.415 19.01 19.79 03a61109o0688o
61109.067592 -18.779  0.269  -112   30 o  0   1.42 204.16683 -33.96702  6233.49  7720.26 2.27 1.99 -53.6 -0.420 19.01 19.69 03a61109o0707o
61110.300855  19.111  0.525    82   43 o  0   2.39 204.16683 -33.96702 10257.89  7453.67 2.21 2.17 -27.6 -0.494 18.89 20.11 04a61110o0640o
61110.321853  19.264  0.703    72   50 o  0   1.00 204.16683 -33.96702 10281.30  7494.47 2.39 2.10  -4.9 -0.450 18.90 20.15 04a61110o0681o
