###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61098.208070 -18.679  0.165  -123   20 o  0   3.12 191.76117 -24.24481  4011.97  3598.53 2.12 2.00 -87.4 -0.460 18.82 20.05 04a61098o0435o
61098.210875 -18.213  0.110  -188   21 o  0   4.04 191.76117 -24.24481  3993.13  3560.23 2.06 1.99 -70.0 -0.461 18.88 20.02 04a61098o0441o
61098.216517 -18.627  0.171  -129   22 o  0   3.97 191.76117 -24.24481  4049.06  3638.96 2.06 2.00 -59.5 -0.476 18.89 20.03 04a61098o0453o
61098.241320 -18.302  0.104  -174   18 o  0   4.35 191.76117 -24.24481  4069.03  3525.96 2.11 2.02 -65.9 -0.470 18.95 20.22 04a61098o0503o
61099.482519 -18.639  1.401  -127  178 o  0   1.16 191.76117 -24.24481  4153.95  3571.29 2.80 2.41  35.2 -0.397 16.58 16.38 01a61099o0588o
61099.515172 -19.373  1.166   -65   75 o  0   1.07 191.76117 -24.24481  6513.38  7041.76 3.10 2.57  42.9 -0.300 17.39 17.58 01a61099o0658o
61099.517940 -18.503  0.349  -144   50 o  0   1.47 191.76117 -24.24481  6458.02  6962.89 3.03 2.51  43.3 -0.320 17.73 17.83 01a61099o0664o
61099.523132 -18.493  1.026  -145  149 o  0   1.61 191.76117 -24.24481  4220.20  3495.91 2.62 2.29  35.0 -0.429 16.55 16.29 01a61099o0675o
61102.969397 -22.257  7.167    -4   32 o  0   2.13 191.76117 -24.24481    64.26  5037.71 2.52 2.21 -70.8 -0.374 18.22 18.44 03a61103o0472o
61102.972362  19.605  1.062    52   55 o  0   0.72 191.76117 -24.24481    47.84  4998.24 2.69 2.37 -64.0 -0.377 17.94 17.97 03a61103o0478o
61102.976135 -18.340  0.376  -167   63 o  0   1.07 191.76117 -24.24481   107.00  5078.39 2.74 2.41 -66.6 -0.359 17.70 17.80 03a61103o0486o
61102.977265 -18.601  0.399  -132   53 o  0   1.20 191.76117 -24.24481  9989.39  5268.92 2.60 2.17 -54.5 -0.360 17.89 17.77 03a61103o0488o
61102.978617  19.766  1.483    45   67 o  0   1.01 191.76117 -24.24481  9971.58  5230.51 2.63 2.21 -56.0 -0.359 17.86 17.88 03a61103o0491o
61103.003385  16.938  0.827   609  504 o  0   1.17 191.76117 -24.24481   140.99  4962.56 2.45 2.09 -62.3 -0.354 15.62 14.95 03a61103o0538o
61103.003836  19.947  9.568    38  365 o  0   1.00 191.76117 -24.24481 10040.83  5309.56 2.48 2.09 -55.1 -0.381 15.84 15.19 03a61103o0539o
61103.023961 -19.146  0.369   -80   29 o  0   1.54 191.76117 -24.24481 10071.72  5192.57 2.37 2.00 -53.9 -0.360 18.42 18.56 03a61103o0579o
61108.512632  18.303  0.403   173   70 o  0   1.80 191.76117 -24.24481  2612.77  1414.77 2.04 1.99  63.6 -0.474 17.50 18.05 02a61108o0639o
61108.539978 -19.643  0.393   -50   20 o  0   3.62 191.76117 -24.24481  2586.34  1372.03 2.08 2.01 -81.2 -0.468 18.56 19.48 02a61108o0697o
61108.543716 -18.344  0.233  -167   39 o  0   1.34 191.76117 -24.24481  2645.02  1461.16 2.07 1.99  58.5 -0.473 17.74 18.83 02a61108o0705o
61108.572383 -19.027  0.178   -89   16 o  0  10.49 191.76117 -24.24481  2648.61  1336.55 2.05 1.93  56.7 -0.475 18.88 19.75 02a61108o0766o
61109.024181 -17.940  0.062  -242   15 o  0   3.44 191.76117 -24.24481  7840.21  9206.15 2.55 2.13 -53.9 -0.407 19.21 20.23 03a61109o0615o
61109.026920 -20.859  1.036   -16   17 o  0   3.19 191.76117 -24.24481  7859.57  9246.26 2.56 2.14 -54.3 -0.414 19.17 20.19 03a61109o0621o
61109.032701 -18.901  0.130  -100   13 o  0   6.42 191.76117 -24.24481  7807.04  9166.26 2.46 2.05 -50.3 -0.418 19.22 20.15 03a61109o0633o
61109.042559 -18.962  0.164   -94   16 o  0   3.90 191.76117 -24.24481  7789.48  9282.25 2.56 2.11 -49.4 -0.408 19.13 20.06 03a61109o0654o
61110.294745 -18.486  0.184  -146   27 o  0   3.42 191.76117 -24.24481  2045.07  8914.09 2.33 1.87 -70.1 -0.439 18.92 20.10 04a61110o0627o
61110.298017 -20.283  0.755   -28   21 o  0   3.36 191.76117 -24.24481  2066.43  8951.70 2.42 1.88 -70.5 -0.437 18.95 20.19 04a61110o0634o
61110.303814  20.399  0.729    25   18 o  0   6.29 191.76117 -24.24481  2007.68  8874.44 2.34 1.88 -70.7 -0.437 18.88 20.14 04a61110o0646o
61110.323683 -18.757  0.207  -114   24 o  0   4.02 191.76117 -24.24481  1991.21  8992.76 2.35 1.82 -71.3 -0.451 18.94 20.12 04a61110o0685o
61112.016488 -20.751  0.743   -18   14 o  0   3.89 191.76117 -24.24481  7137.46  3379.79 2.20 1.94 -53.3 -0.450 19.42 20.63 03a61112o0601o
61112.042613   0.000 21.147    -0   13 o  0   9.58 191.76117 -24.24481  7160.63  3421.12 2.17 1.92 -50.5 -0.449 19.38 20.53 03a61112o0656o
61112.045324  19.994  0.370    36   14 o  0   5.62 191.76117 -24.24481  7106.63  3341.87 2.21 1.91 -58.0 -0.441 19.36 20.50 03a61112o0662o
