###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61105.097041  19.479  0.450    59   26 o  0   0.85  96.91088 -54.45669  7520.44  9112.13 2.12 1.94 -53.9 -0.395 18.64 19.48 04a61105o0012o
61105.107993 -20.932  2.333   -15   36 o  0   0.69  96.91088 -54.45669  7506.05  9231.33 2.05 1.89 -43.1 -0.427 18.60 19.47 04a61105o0035o
61106.109462 -21.842  3.553    -7   24 o  0   1.28  96.91088 -54.45669  3928.58  2627.71 2.09 2.00  70.4 -0.447 18.65 19.76 04a61106o0238o
61106.115003 -24.617 48.333    -0   25 o  0   1.16  96.91088 -54.45669  3949.23  2668.23 2.07 2.00  61.6 -0.448 18.68 19.75 04a61106o0250o
61106.117885  22.762  8.437     3   24 o  0   1.45  96.91088 -54.45669  3889.55  2589.99 2.08 2.02  67.9 -0.448 18.66 19.73 04a61106o0256o
61106.129418  20.381  0.918    26   24 o  0   1.36  96.91088 -54.45669  3869.08  2709.15 2.06 1.90  75.0 -0.445 18.63 19.71 04a61106o0281o
61106.844007 -20.938  0.863   -15   13 o  0   1.40  96.91088 -54.45669  3936.82  2639.22 2.59 2.36 -63.6 -0.409 19.16 20.40 03a61107o0225o
61106.846709  20.889  1.012    16   16 o  0   1.07  96.91088 -54.45669  3956.05  2676.70 2.81 2.57 -67.0 -0.401 19.04 20.38 03a61107o0231o
61106.852251 -21.434  1.484   -10   14 o  0   0.97  96.91088 -54.45669  3901.27  2598.57 2.55 2.30 -65.9 -0.417 19.15 20.37 03a61107o0243o
61106.862068  22.485  4.462     4   16 o  0   0.73  96.91088 -54.45669  3878.71  2715.90 2.44 2.16 -62.5 -0.423 19.18 20.31 03a61107o0264o
61109.085145  22.305  3.667     4   16 c  0   0.96  96.91088 -54.45669  7328.58  6624.81 2.48 2.19 -57.5 -0.409 19.19 21.25 04a61109o0193c
61109.090335 -21.135  1.167   -13   15 c  0   0.93  96.91088 -54.45669  7348.38  6665.15 2.59 2.22 -57.9 -0.408 19.17 21.23 04a61109o0204c
61109.093127 -20.230  0.503   -29   15 c  0   0.88  96.91088 -54.45669  7291.36  6585.57 2.49 2.20 -61.3 -0.405 19.20 21.23 04a61109o0210c
61109.097466  21.286  1.296    11   14 c  0   0.87  96.91088 -54.45669  7272.97  6702.09 2.52 2.17 -59.5 -0.411 19.17 21.20 04a61109o0219c
61109.820090  21.448  1.205    10   12 o  0   1.23  96.91088 -54.45669  1622.98  6403.09 2.22 1.94 -63.8 -0.428 19.61 21.11 03a61110o0182o
61109.822822  22.761  3.682     3   10 o  0   1.20  96.91088 -54.45669  1640.79  6441.26 2.29 2.01 -64.0 -0.424 19.58 21.12 03a61110o0188o
61109.828269  20.824  0.664    17   11 o  0   1.16  96.91088 -54.45669  1585.98  6364.79 2.30 2.00 -64.6 -0.425 19.56 21.08 03a61110o0200o
61109.838353  22.031  2.190     6   12 o  0   0.93  96.91088 -54.45669  1566.14  6481.04 2.33 2.02 -63.0 -0.423 19.53 21.03 03a61110o0222o
61111.072474 -21.023  0.747   -14   11 c  0   1.31  96.91088 -54.45669  1712.67  6454.89 2.44 2.06  90.0 -0.373 19.29 21.35 04a61111o0167c
61111.075726  21.276  1.136    11   13 c  0   1.19  96.91088 -54.45669  1730.55  6492.18 2.41 2.04 -88.9 -0.373 19.30 21.37 04a61111o0174c
61111.082247  21.750  1.810     7   13 c  0   1.04  96.91088 -54.45669  1673.05  6417.49 2.42 2.05 -88.0 -0.376 19.31 21.31 04a61111o0188c
61111.091772 -21.918  2.111    -6   13 c  0   0.90  96.91088 -54.45669  1657.06  6535.42 2.40 2.06 -85.3 -0.377 19.28 21.26 04a61111o0208c
61112.088422  20.930  0.984    15   15 c  0   1.43  96.91088 -54.45669  9164.30   880.43 2.85 2.40 -26.6 -0.367 19.19 20.96 04a61112o0204c
61112.091299  21.252  1.565    12   18 c  0   0.90  96.91088 -54.45669  9182.18   920.92 2.94 2.38 -26.1 -0.364 19.18 20.91 04a61112o0210c
61112.097851 -22.255  3.722    -5   17 c  0   0.96  96.91088 -54.45669  9123.44   840.59 2.90 2.46 -28.4 -0.359 19.12 20.94 04a61112o0224c
61112.109534  20.513  0.789    23   18 c  0   0.80  96.91088 -54.45669  9101.55   957.61 2.88 2.31 -27.6 -0.362 19.17 20.91 04a61112o0249c
