###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61104.951518 -20.495  0.816   -23   19 o  0   1.80 137.34954  -4.72527  9157.79  4497.41 2.44 2.09 -58.2 -0.398 18.78 19.40 03a61105o0463o
61104.956498 -21.269  1.855   -11   21 o  0   1.07 137.34954  -4.72527  9103.74  4419.38 2.46 2.11 -56.2 -0.403 18.74 19.38 03a61105o0474o
61104.961012  21.058  1.592    14   22 o  0   1.24 137.34954  -4.72527  9080.51  4534.45 2.43 2.02 -57.2 -0.398 18.77 19.36 03a61105o0484o
61105.414039 -20.234  0.570   -29   17 o  0   1.03 137.34954  -4.72527  9117.25  4342.21 2.44 2.40  31.8 -0.424 19.12 19.84 01a61105o0442o
61105.419526  21.766  2.148     7   15 o  0   1.22 137.34954  -4.72527  9136.56  4380.96 2.37 2.31  47.2 -0.431 19.15 19.83 01a61105o0454o
61105.425475  22.711  6.000     3   18 o  0   0.84 137.34954  -4.72527  9076.36  4302.43 2.45 2.39  59.8 -0.424 19.08 19.80 01a61105o0467o
61105.438301 -22.729  5.136    -3   15 o  0   1.25 137.34954  -4.72527  9051.52  4418.35 2.53 2.48  58.9 -0.425 19.03 19.76 01a61105o0495o
61106.412362  19.775  1.565    45   70 o  0   1.18 137.34954  -4.72527  6820.67  8018.97 2.92 2.68  -1.2 -0.384 17.10 17.49 01a61106o0430o
61106.415573  19.151  0.606    79   48 o  0   0.97 137.34954  -4.72527  6840.01  8057.65 2.87 2.75 -18.8 -0.394 17.85 18.57 01a61106o0437o
61106.425360  21.029  1.557    14   22 o  0   1.46 137.34954  -4.72527  6779.74  7981.24 2.66 2.61  69.8 -0.401 18.74 19.52 01a61106o0458o
61106.441961 -20.393  0.561   -25   14 o  0   1.63 137.34954  -4.72527  6751.69  8095.21 2.53 2.47 -84.1 -0.413 19.12 19.93 01a61106o0494o
61107.902427 -21.393  1.333   -10   13 o  0   1.22 137.34954  -4.72527  1298.55  1731.12 2.58 2.22 -62.3 -0.407 19.29 20.64 03a61108o0360o
61107.905149 -22.745  4.579    -3   13 o  0   1.57 137.34954  -4.72527  1319.14  1771.03 2.56 2.26 -58.2 -0.404 19.28 20.63 03a61108o0366o
61107.912501 -20.986  1.000   -15   15 o  0   1.13 137.34954  -4.72527  1264.74  1691.10 2.62 2.35 -62.6 -0.401 19.23 20.59 03a61108o0382o
61107.922609 -21.165  1.247   -12   16 o  0   0.91 137.34954  -4.72527  1246.05  1808.02 2.58 2.24 -63.6 -0.403 19.27 20.57 03a61108o0404o
61110.878566  22.921  3.773     2    9 o  0   1.64 137.34954  -4.72527  5183.32  1643.48 2.11 1.87 -50.5 -0.434 19.58 20.99 03a61111o0314o
61110.881736  21.296  0.979    11   11 o  0   1.30 137.34954  -4.72527  5204.66  1683.24 2.13 1.90 -52.1 -0.433 19.56 21.00 03a61111o0321o
61110.887298 -20.906  0.656   -16   10 o  0   0.98 137.34954  -4.72527  5150.87  1603.66 2.19 1.97 -51.8 -0.425 19.55 21.00 03a61111o0333o
