###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61099.258731  19.532  0.978    56   55 o  0   0.83  59.30354 -25.40338  1067.46  9332.53 2.58 2.40  80.3 -0.477 18.53 19.05 01a61099o0101o
61099.265583  20.863  1.296    16   21 o  0   1.28  59.30354 -25.40338  1007.74  9255.56 2.43 2.28  74.1 -0.476 18.85 19.34 01a61099o0116o
61099.277486  22.383  8.038     4   32 o  0   1.44  59.30354 -25.40338   977.64  9373.13 2.51 2.32  82.3 -0.485 18.50 19.11 01a61099o0142o
61102.797575 -19.746  0.651   -46   30 o  0   0.88  59.30354 -25.40338  5006.76  7581.60 2.59 2.24 -45.5 -0.381 18.52 19.14 03a61103o0116o
61102.800775 -20.342  0.951   -26   25 o  0   1.04  59.30354 -25.40338  5024.09  7620.77 2.56 2.25 -48.3 -0.402 18.51 19.12 03a61103o0123o
61102.806262 -19.900  1.355   -40   54 o  0   1.16  59.30354 -25.40338  4969.84  7542.02 2.77 2.43 -40.7 -0.386 17.78 18.39 03a61103o0135o
61102.830015  20.903  1.476    16   23 o  0   1.51  59.30354 -25.40338  4949.26  7657.44 2.52 2.16 -44.7 -0.392 18.48 18.89 03a61103o0186o
61104.034898 -21.747  4.200    -7   30 o  0   1.03  59.30354 -25.40338  3294.14  3688.62 2.21 2.18  47.5 -0.414 18.26 19.26 04a61104o0078o
61104.039960 -19.109  0.398   -82   33 o  0   1.19  59.30354 -25.40338  3315.41  3727.42 2.24 2.22 -58.4 -0.502 18.31 19.22 04a61104o0089o
61104.046434 -22.996 12.833    -2   30 o  0   1.25  59.30354 -25.40338  3253.74  3649.31 2.15 2.10  77.7 -0.420 18.26 19.08 04a61104o0103o
61104.057466  20.605  1.545    21   32 o  0   1.02  59.30354 -25.40338  3234.83  3767.27 2.14 2.09  71.0 -0.404 18.26 19.07 04a61104o0127o
61105.237857 -20.573  0.656   -21   14 o  0   1.24  59.30354 -25.40338  3196.15  3725.99 2.65 2.21  48.7 -0.430 19.26 20.25 01a61105o0058o
61105.242892 -20.588  0.629   -21   13 o  0   1.34  59.30354 -25.40338  3217.08  3764.17 2.91 2.31  45.2 -0.405 19.25 20.24 01a61105o0069o
61105.250239 -23.250  7.917    -2   14 o  0   1.21  59.30354 -25.40338  3151.37  3687.12 2.88 2.38  49.2 -0.408 19.21 20.23 01a61105o0085o
61105.253903 -20.890  1.029   -16   16 o  0   1.21  59.30354 -25.40338  3131.99  3805.51 2.91 2.41  47.3 -0.397 19.15 20.20 01a61105o0093o
61107.225764 -19.295  0.485   -70   34 o  0   0.98  59.30354 -25.40338  1637.60  3119.16 2.97 2.82 -69.5 -0.404 18.31 19.34 02a61107o0027o
61107.228969  21.030  1.823    14   26 o  0   0.83  59.30354 -25.40338  1616.79  3079.18 2.92 2.78 -75.2 -0.415 18.53 19.79 02a61107o0034o
61107.234930  20.627  1.046    20   21 o  0   1.10  59.30354 -25.40338  1675.38  3158.21 2.63 2.50 -60.5 -0.424 18.85 20.14 02a61107o0047o
61107.249719  23.006 11.667     2   27 o  0   0.94  59.30354 -25.40338  1701.66  3043.87 2.99 2.90 -73.4 -0.431 18.69 20.13 02a61107o0079o
61108.250792 -20.490  0.830   -23   19 c  0   0.88  59.30354 -25.40338  6619.11  9379.88 2.73 2.64 -69.1 -0.398 19.07 20.81 02a61108o0083c
61108.253993  19.909  0.452    40   18 c  0   1.04  59.30354 -25.40338  6601.81  9340.75 2.87 2.69 -53.6 -0.400 19.02 20.79 02a61108o0090c
61108.259441 -20.829  0.976   -17   16 c  0   1.70  59.30354 -25.40338  6660.66  9419.04 2.70 2.58 -57.1 -0.405 19.01 20.75 02a61108o0102c
61108.269442 -21.806  2.719    -7   19 c  0   1.05  59.30354 -25.40338  6681.26  9301.56 2.76 2.54 -48.9 -0.411 18.94 20.66 02a61108o0124c
61108.755124 -20.574  0.842   -21   18 o  0   1.14  59.30354 -25.40338  4019.23  1180.90 2.49 2.27 -52.3 -0.387 19.00 20.09 03a61109o0039o
61108.760181 -20.719  0.891   -19   17 o  0   0.78  59.30354 -25.40338  4037.42  1221.23 2.59 2.40 -50.0 -0.395 19.26 20.68 03a61109o0050o
61108.762912  22.089  2.800     5   15 o  0   0.83  59.30354 -25.40338  3982.70  1141.96 2.46 2.24 -52.5 -0.396 19.34 20.83 03a61109o0056o
61108.775402 -23.670  9.000    -1   11 o  0   1.57  59.30354 -25.40338  3957.72  1257.90 2.45 2.25 -53.4 -0.400 19.42 20.99 03a61109o0083o
61110.031558 -22.664  5.308    -3   17 c  0   0.98  59.30354 -25.40338  7936.82   987.37 2.79 2.33 -28.5 -0.374 19.12 20.96 04a61110o0082c
61110.041266 -20.597  0.901   -21   19 c  0   0.86  59.30354 -25.40338  7957.61  1028.95 2.65 2.31 -29.0 -0.387 19.12 20.96 04a61110o0103c
61110.051879  21.224  1.400    12   16 c  0   1.07  59.30354 -25.40338  7895.45   949.36 2.69 2.26 -26.7 -0.386 19.06 20.92 04a61110o0126c
61110.057443  23.241  8.750     2   16 c  0   1.20  59.30354 -25.40338  7875.67  1067.93 2.66 2.22 -25.2 -0.391 19.06 20.90 04a61110o0138c
61111.762359  18.973  1.195    94  112 o  0   0.91  59.30354 -25.40338  5303.95  5601.68 2.36 2.14 -52.0 -0.401 19.02 20.86 03a61112o0061o
61111.768344 -21.302  1.625   -11   18 o  0   0.58  59.30354 -25.40338  5249.23  5523.22 2.36 2.11 -57.3 -0.402 19.11 20.55 03a61112o0074o
