###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61094.178023  19.816  0.953    43   41 o  0   1.60 144.15083 -63.94839  5707.79   601.28 2.14 2.02 -11.4 -0.474 19.03 20.51 04a61094o0363o
61094.183624  18.876  0.395   102   40 o  0   2.58 144.15083 -63.94839  5645.45   522.28 2.07 1.99  -9.9 -0.478 19.04 20.52 04a61094o0375o
61094.193849 -21.323  5.450   -11   58 o  0   1.61 144.15083 -63.94839  5622.89   638.92 2.09 1.99   3.7 -0.480 19.05 20.62 04a61094o0397o
61096.171865  20.767  3.815    18   68 o  0   0.75 144.15083 -63.94839  5523.36  8795.51 2.45 1.90 -67.0 -0.498 18.96 20.58 04a61096o0352o
61096.174461 -19.723  1.698   -47   80 o  0   2.14 144.15083 -63.94839  5541.62  8834.79 2.47 1.88 -67.6 -0.494 18.97 20.61 04a61096o0357o
61096.181540  19.496  0.833    58   48 o  0   2.86 144.15083 -63.94839  5488.48  8756.11 2.51 1.91 -66.6 -0.495 18.97 20.65 04a61096o0371o
61096.193139 -19.307  0.562   -69   39 o  0   3.01 144.15083 -63.94839  5470.94  8873.27 2.52 1.92 -64.4 -0.488 18.93 20.62 04a61096o0396o
61097.171244 -19.139  0.562   -80   45 o  0   1.84 144.15083 -63.94839  5523.47  8795.81 2.53 1.94 -66.7 -0.486 18.77 20.01 04a61097o0239o
61097.174038  14.435  0.006  6110   34 o  0 1724.19 144.15083 -63.94839  5542.56  8834.36 2.55 1.96 -70.0 -0.468 18.76 20.03 04a61097o0245o
61097.180057  19.393  1.041    64   66 o  0   0.83 144.15083 -63.94839  5489.39  8757.41 2.48 1.93 -70.5 -0.477 18.77 20.09 04a61097o0258o
61097.190799 -19.639  0.972   -51   49 o  0   1.52 144.15083 -63.94839  5472.32  8873.73 2.56 1.99 -66.5 -0.470 18.78 20.19 04a61097o0280o
61097.915219  20.396  1.026    25   26 o  0  10.59 144.15083 -63.94839  3879.56  2527.57 2.28 2.11 -50.9 -0.445 19.14 20.31 03a61098o0304o
61097.918063 -20.740  1.486   -18   27 o  0   1.54 144.15083 -63.94839  3899.03  2566.46 2.25 2.05 -54.9 -0.454 19.18 20.33 03a61098o0310o
61097.924618  20.326  0.975    27   26 o  0   4.19 144.15083 -63.94839  3842.49  2487.90 2.25 2.09 -55.1 -0.459 19.18 20.37 03a61098o0324o
61097.933981 -20.325  0.926   -27   25 o  0  12.89 144.15083 -63.94839  3822.81  2604.04 2.26 2.09 -54.5 -0.443 19.16 20.34 03a61098o0344o
61099.166400 -20.087  2.188   -34   73 o  0   0.79 144.15083 -63.94839  3853.85  2517.36 2.16 2.09  62.3 -0.456 18.58 19.61 04a61099o0349o
61099.169170 -20.485  2.024   -23   47 o  0   2.75 144.15083 -63.94839  3873.59  2556.21 2.14 2.07  39.6 -0.464 18.56 19.62 04a61099o0355o
61099.174346 -19.483  0.769   -58   45 o  0   1.49 144.15083 -63.94839  3814.29  2479.68 2.10 2.02  28.5 -0.457 18.57 19.65 04a61099o0366o
61099.184697  19.402  0.870    63   55 o  0   2.60 144.15083 -63.94839  3795.43  2596.94 2.11 2.08  21.6 -0.454 18.59 19.61 04a61099o0388o
61100.179281  20.004  1.481    36   54 o  0   1.35 144.15083 -63.94839  1841.36  6952.96 2.39 2.02 -74.8 -0.403 18.53 19.49 04a61100o0377o
