###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
61099.556510 -19.530  0.897   -56   50 o  0   2.31 210.91275 -33.97850  9280.55  4965.81 2.52 2.42  19.9 -0.427 17.93 18.08 01a61099o0747o
61099.562961  17.688  0.247   305   75 o  0   1.49 210.91275 -33.97850  9340.04  5041.13 2.57 2.53  17.2 -0.434 17.56 17.67 01a61099o0761o
61099.568918  18.798  0.615   110   68 o  0   1.68 210.91275 -33.97850  9360.88  4924.71 2.52 2.47   6.6 -0.440 17.61 17.75 01a61099o0774o
61102.994331  17.710  0.226   299   68 o  0   1.28 210.91275 -33.97850  1154.41  6555.18 2.50 2.19 -59.8 -0.411 17.54 17.60 03a61103o0521o
61102.997920  20.420  2.397    25   59 o  0   3.31 210.91275 -33.97850  1135.60  6516.12 2.42 2.08 -61.1 -0.415 17.97 17.96 03a61103o0527o
61103.005299 -17.713  0.482  -298  144 o  0   1.11 210.91275 -33.97850  1193.46  6596.56 2.46 2.16 -63.8 -0.419 17.07 16.76 03a61103o0542o
61103.017939  17.729  0.400   294  118 o  0   1.72 210.91275 -33.97850  1220.34  6477.82 2.45 2.09 -62.6 -0.423 16.83 16.57 03a61103o0567o
61108.525646  18.298  0.260   174   45 o  0   4.04 210.91275 -33.97850  7380.99  7645.11 2.13 2.03  46.0 -0.448 18.24 19.10 02a61108o0667o
61108.527489  18.144  0.142   201   28 o  0   8.78 210.91275 -33.97850  7399.55  7683.85 2.09 2.01  47.1 -0.449 18.68 19.27 02a61108o0671o
61108.530667  17.877  0.137   256   35 o  0   3.26 210.91275 -33.97850  7336.76  7606.78 2.15 2.00  42.1 -0.444 18.64 19.24 02a61108o0678o
61108.546442  18.616  0.288   130   38 o  0   3.73 210.91275 -33.97850  3229.23  2827.25 2.22 1.97  29.5 -0.446 18.33 19.05 02a61108o0711o
61109.061642  20.362  0.917    26   24 o  0  14.68 210.91275 -33.97850  7316.50  7701.02 2.31 1.99 -50.6 -0.421 18.97 19.57 03a61109o0695o
61109.064664  18.371  0.147   163   24 o  0  11.54 210.91275 -33.97850  7335.87  7740.96 2.27 1.94 -58.1 -0.429 18.96 19.56 03a61109o0701o
61109.095904 -17.904  0.095  -250   24 o  0   9.00 210.91275 -33.97850  7285.60  7660.32 2.52 2.15 -26.0 -0.402 18.89 19.64 03a61109o0768o
61109.101203  20.048  0.630    35   22 o  0   9.88 210.91275 -33.97850  7266.39  7776.99 2.36 2.11 -36.3 -0.407 19.00 19.68 03a61109o0779o
61110.262719 -18.695  0.261  -121   32 o  0   5.64 210.91275 -33.97850  9079.94  3086.84 2.41 2.28 -41.9 -0.413 18.70 19.93 04a61110o0560o
61110.264074 -19.402  0.505   -63   32 o  0   5.17 210.91275 -33.97850  9059.91  3049.73 2.42 2.16 -32.7 -0.420 18.70 19.95 04a61110o0563o
61110.267886  20.968  1.944    15   29 o  0   6.65 210.91275 -33.97850  9118.01  3126.62 2.44 2.22 -33.2 -0.406 18.73 19.94 04a61110o0571o
61110.304707 -18.354  0.188  -165   31 o  0   5.75 210.91275 -33.97850  9135.33  3014.65 2.31 2.14 -29.2 -0.421 18.85 20.10 04a61110o0647o
61111.988525 -21.453  2.448   -10   23 o  0   9.73 210.91275 -33.97850  5061.26  8710.78 2.51 2.11 -47.0 -0.398 19.43 20.76 03a61112o0541o
61111.991275  18.061  0.095   217   20 o  0  13.29 210.91275 -33.97850  5042.62  8672.34 2.47 2.07 -47.8 -0.395 19.41 20.71 03a61112o0547o
61111.997096  19.587  0.386    53   20 o  0  14.16 210.91275 -33.97850  5100.71  8751.15 2.47 2.05 -49.7 -0.405 19.39 20.66 03a61112o0559o
