U_tjo TJO_MEIA.U.dat 13 TJO MEIA U-band
B_tjo TJO_MEIA.B.dat 13 TJO MEIA B-band
V_tjo TJO_MEIA.V.dat 13 TJO MEIA V-band
I_tjo TJO_MEIA.Ic.dat 13 TJO MEIA Ic-band
