name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2021cgu,165.765458,5.098169,0.026,HST,kpc,21.272369951712736,0.029659552364631726,14.091718314447714,0.384949912716699,24.144779834944362
