name,ra,dec,redshift,survey,ap_units,r_1,r_1_err,r_1_flux,r_1_flux_err,r_2,r_2_err,r_2_flux,r_2_flux_err,r_3,r_3_err,r_3_flux,r_3_flux_err,r_zeropoint
SN2013ef,28.83629166666666,6.609811111111111,0.017251,PanSTARRS,kpc,19.05111642013654,0.05447402983603167,239.6367560547064,12.02315971589247,17.511481916531675,0.02909631530673756,989.4804852750004,26.516787469419175,16.469984677116845,0.020276848865604952,2582.2966340636835,48.22611454384923,25
