name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2009nr,197.7456208333333,11.491469444444444,0.011224,HST,kpc,,0.11300661719551083,-10.595901441975851,1.102852583203186,24.143557377354657
