name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2008bt,162.57033333333334,-12.108888888888888,0.015431,HST,kpc,20.709866568596002,0.03232206618318282,23.660088507740035,0.7043542835688152,24.144907480859086
