name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_2,WFC3_UVIS_F275W_2_err,WFC3_UVIS_F275W_2_flux,WFC3_UVIS_F275W_2_flux_err,WFC3_UVIS_F275W_3,WFC3_UVIS_F275W_3_err,WFC3_UVIS_F275W_3_flux,WFC3_UVIS_F275W_3_flux_err,WFC3_UVIS_F275W_zeropoint
SN2013dl,19.674,-7.444361111111111,0.017731,HST,kpc,23.79205037876634,0.3915975527814373,1.3848194748034863,0.4994693140014866,22.15676210791132,0.17390779670400414,6.244655301448675,1.000237663524213,20.790135690921478,0.07426878437307885,21.986648709877926,1.5039764401006812,24.145533284818672
