name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_2,WFC3_UVIS_F275W_2_err,WFC3_UVIS_F275W_2_flux,WFC3_UVIS_F275W_2_flux_err,WFC3_UVIS_F275W_3,WFC3_UVIS_F275W_3_err,WFC3_UVIS_F275W_3_flux,WFC3_UVIS_F275W_3_flux_err,WFC3_UVIS_F275W_zeropoint
SN2013da,206.4008708333333,-7.325719444444444,0.024245,HST,kpc,19.190165521709805,0.007169236718829135,95.79448059250029,0.5203330027853519,17.968235940791313,0.00486394971803024,295.1972581415001,1.087850864112921,17.04883633055005,0.0033818303532321117,688.4496182357734,1.7639730522135628,24.143516739153693
