name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
LSQ12hnx,38.82420833333333,-30.963744444444444,0.156433,HST,kpc,26.631812042724768,0.7566481514980392,0.10103390776229035,0.07041039914846589,24.142979919822654
