name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2013bz,201.71382916666664,-10.025611111111113,0.019384,HST,kpc,21.911186173429982,0.06722394207939927,7.830693237360515,0.48484159073164157,24.145686701127
