name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2008fl,294.18682916666666,-37.551249999999996,0.020429,HST,kpc,22.74663668734313,0.13577249331126018,3.6248650834780745,0.4532933212910458,24.14486630454763
