file,Supernova,RA(degrees),DEC(degrees),z,status,message,rband_survey,rband_filter,rband_fits_file,name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_2,WFC3_UVIS_F275W_2_err,WFC3_UVIS_F275W_2_flux,WFC3_UVIS_F275W_2_flux_err,WFC3_UVIS_F275W_3,WFC3_UVIS_F275W_3_err,WFC3_UVIS_F275W_3_flux,WFC3_UVIS_F275W_3_flux_err,WFC3_UVIS_F275W_zeropoint,rband_name,rband_ra,rband_dec,rband_redshift,rband_ap_units,rband_r_1,rband_r_1_err,rband_r_1_flux,rband_r_1_flux_err,rband_r_2,rband_r_2_err,rband_r_2_flux,rband_r_2_flux_err,rband_r_3,rband_r_3_err,rband_r_3_flux,rband_r_3_flux_err,rband_r_zeropoint,hst_1_snr,hst_1_is_upper_limit,hst_1_flux_upper_limit,hst_1_snr_threshold,hst_1_mag_upper_limit,rband_1_snr,rband_1_is_upper_limit,rband_1_flux_upper_limit,rband_1_snr_threshold,rband_1_mag_upper_limit,hst_2_snr,hst_2_is_upper_limit,hst_2_flux_upper_limit,hst_2_snr_threshold,hst_2_mag_upper_limit,rband_2_snr,rband_2_is_upper_limit,rband_2_flux_upper_limit,rband_2_snr_threshold,rband_2_mag_upper_limit,hst_3_snr,hst_3_is_upper_limit,hst_3_flux_upper_limit,hst_3_snr_threshold,hst_3_mag_upper_limit,rband_3_snr,rband_3_is_upper_limit,rband_3_flux_upper_limit,rband_3_snr_threshold,rband_3_mag_upper_limit,distance_modulus,WFC3_UVIS_F275W_1_abs,WFC3_UVIS_F275W_2_abs,WFC3_UVIS_F275W_3_abs,hst_1_mag_upper_limit_abs,hst_2_mag_upper_limit_abs,hst_3_mag_upper_limit_abs,rband_1_mag_upper_limit_abs,rband_2_mag_upper_limit_abs,rband_3_mag_upper_limit_abs,rband_r_1_abs,rband_r_2_abs,rband_r_3_abs
/Users/lluisgalbany/Downloads/HST_UV/17176/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g01010_drc.fits,SN2013da,206.401,-7.32572,0.024245,ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2013da/PanSTARRS/PanSTARRS_r.fits,SN2013da,206.401,-7.32572,0.024245,HST,kpc,19.1902,0.00716924,95.7945,0.520333,17.9682,0.00486395,295.197,1.08785,17.0488,0.00338183,688.45,1.76397,24.1435,SN2013da,206.401,-7.32572,0.024245,kpc,17.5269,0.0185084,975.538,15.3652,16.0039,0.015214,3966.98,51.3601,14.9323,0.0143921,10643.1,130.353,25,184.102,False,,3,,63.4902,False,,3,,271.358,False,,3,,77.2385,False,,3,,390.284,False,,3,,81.6489,False,,3,,35.1435,-15.9534,-17.1753,-18.0947,,,,,,,-17.6166,-19.1397,-20.2112
