file,Supernova,RA(degrees),DEC(degrees),z,status,message,rband_survey,rband_filter,rband_fits_file,name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_2,WFC3_UVIS_F275W_2_err,WFC3_UVIS_F275W_2_flux,WFC3_UVIS_F275W_2_flux_err,WFC3_UVIS_F275W_3,WFC3_UVIS_F275W_3_err,WFC3_UVIS_F275W_3_flux,WFC3_UVIS_F275W_3_flux_err,WFC3_UVIS_F275W_zeropoint,rband_name,rband_ra,rband_dec,rband_redshift,rband_ap_units,rband_r_1,rband_r_1_err,rband_r_1_flux,rband_r_1_flux_err,rband_r_2,rband_r_2_err,rband_r_2_flux,rband_r_2_flux_err,rband_r_3,rband_r_3_err,rband_r_3_flux,rband_r_3_flux_err,rband_r_zeropoint,hst_1_snr,hst_1_is_upper_limit,hst_1_flux_upper_limit,hst_1_snr_threshold,hst_1_mag_upper_limit,rband_1_snr,rband_1_is_upper_limit,rband_1_flux_upper_limit,rband_1_snr_threshold,rband_1_mag_upper_limit,hst_2_snr,hst_2_is_upper_limit,hst_2_flux_upper_limit,hst_2_snr_threshold,hst_2_mag_upper_limit,rband_2_snr,rband_2_is_upper_limit,rband_2_flux_upper_limit,rband_2_snr_threshold,rband_2_mag_upper_limit,hst_3_snr,hst_3_is_upper_limit,hst_3_flux_upper_limit,hst_3_snr_threshold,hst_3_mag_upper_limit,rband_3_snr,rband_3_is_upper_limit,rband_3_flux_upper_limit,rband_3_snr_threshold,rband_3_mag_upper_limit,distance_modulus,WFC3_UVIS_F275W_1_abs,WFC3_UVIS_F275W_2_abs,WFC3_UVIS_F275W_3_abs,hst_1_mag_upper_limit_abs,hst_2_mag_upper_limit_abs,hst_3_mag_upper_limit_abs,rband_1_mag_upper_limit_abs,rband_2_mag_upper_limit_abs,rband_3_mag_upper_limit_abs,rband_r_1_abs,rband_r_2_abs,rband_r_3_abs,rband_error,des_file,des_status,des_message,des_rband_survey,des_rband_filter,des_rband_fits_file,des_rband_name,des_rband_ra,des_rband_dec,des_rband_redshift,des_rband_ap_units,des_rband_r_1,des_rband_r_1_err,des_rband_r_1_flux,des_rband_r_1_flux_err,des_rband_r_2,des_rband_r_2_err,des_rband_r_2_flux,des_rband_r_2_flux_err,des_rband_r_3,des_rband_r_3_err,des_rband_r_3_flux,des_rband_r_3_flux_err,des_rband_r_zeropoint,des_rband_1_snr,des_rband_1_is_upper_limit,des_rband_1_flux_upper_limit,des_rband_1_snr_threshold,des_rband_1_mag_upper_limit,des_rband_2_snr,des_rband_2_is_upper_limit,des_rband_2_flux_upper_limit,des_rband_2_snr_threshold,des_rband_2_mag_upper_limit,des_rband_3_snr,des_rband_3_is_upper_limit,des_rband_3_flux_upper_limit,des_rband_3_snr_threshold,des_rband_3_mag_upper_limit,des_rband_1_mag_upper_limit_abs,des_rband_2_mag_upper_limit_abs,des_rband_3_mag_upper_limit_abs,des_rband_r_1_abs,des_rband_r_2_abs,des_rband_r_3_abs,panstarrs_file,panstarrs_status,panstarrs_message,panstarrs_rband_survey,panstarrs_rband_filter,panstarrs_rband_fits_file,panstarrs_rband_name,panstarrs_rband_ra,panstarrs_rband_dec,panstarrs_rband_redshift,panstarrs_rband_ap_units,panstarrs_rband_r_1,panstarrs_rband_r_1_err,panstarrs_rband_r_1_flux,panstarrs_rband_r_1_flux_err,panstarrs_rband_r_2,panstarrs_rband_r_2_err,panstarrs_rband_r_2_flux,panstarrs_rband_r_2_flux_err,panstarrs_rband_r_3,panstarrs_rband_r_3_err,panstarrs_rband_r_3_flux,panstarrs_rband_r_3_flux_err,panstarrs_rband_r_zeropoint,panstarrs_rband_1_snr,panstarrs_rband_1_is_upper_limit,panstarrs_rband_1_flux_upper_limit,panstarrs_rband_1_snr_threshold,panstarrs_rband_1_mag_upper_limit,panstarrs_rband_2_snr,panstarrs_rband_2_is_upper_limit,panstarrs_rband_2_flux_upper_limit,panstarrs_rband_2_snr_threshold,panstarrs_rband_2_mag_upper_limit,panstarrs_rband_3_snr,panstarrs_rband_3_is_upper_limit,panstarrs_rband_3_flux_upper_limit,panstarrs_rband_3_snr_threshold,panstarrs_rband_3_mag_upper_limit,panstarrs_rband_1_mag_upper_limit_abs,panstarrs_rband_2_mag_upper_limit_abs,panstarrs_rband_3_mag_upper_limit_abs,panstarrs_rband_r_1_abs,panstarrs_rband_r_2_abs,panstarrs_rband_r_3_abs,skymapper_file,skymapper_status,skymapper_message,skymapper_rband_survey,skymapper_rband_filter,skymapper_rband_fits_file,skymapper_rband_name,skymapper_rband_ra,skymapper_rband_dec,skymapper_rband_redshift,skymapper_rband_ap_units,skymapper_rband_r_1,skymapper_rband_r_1_err,skymapper_rband_r_1_flux,skymapper_rband_r_1_flux_err,skymapper_rband_r_2,skymapper_rband_r_2_err,skymapper_rband_r_2_flux,skymapper_rband_r_2_flux_err,skymapper_rband_r_3,skymapper_rband_r_3_err,skymapper_rband_r_3_flux,skymapper_rband_r_3_flux_err,skymapper_rband_r_zeropoint,skymapper_rband_1_snr,skymapper_rband_1_is_upper_limit,skymapper_rband_1_flux_upper_limit,skymapper_rband_1_snr_threshold,skymapper_rband_1_mag_upper_limit,skymapper_rband_2_snr,skymapper_rband_2_is_upper_limit,skymapper_rband_2_flux_upper_limit,skymapper_rband_2_snr_threshold,skymapper_rband_2_mag_upper_limit,skymapper_rband_3_snr,skymapper_rband_3_is_upper_limit,skymapper_rband_3_flux_upper_limit,skymapper_rband_3_snr_threshold,skymapper_rband_3_mag_upper_limit,skymapper_rband_1_mag_upper_limit_abs,skymapper_rband_2_mag_upper_limit_abs,skymapper_rband_3_mag_upper_limit_abs,skymapper_rband_r_1_abs,skymapper_rband_r_2_abs,skymapper_rband_r_3_abs
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0w010_drc.fits,PTF12iiq,42.5323,-0.265111,0.029754,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/LegacySurvey/LegacySurvey_r.fits,PTF12iiq,42.5323,-0.265111,0.029754,HST,kpc,,,0.763659,0.421115,22.8544,0.277161,3.28464,0.838485,21.4919,0.11818,11.5205,1.25399,24.1456,PTF12iiq,42.5323,-0.265111,0.029754,kpc,19.3415,0.842354,18.3398,14.2287,17.7516,0.392758,79.3151,28.6917,16.6993,0.227628,209.061,43.8304,22.5,1.81342,True,1.26334,3,23.8918,1.28893,False,,3,,3.91735,False,,3,,2.76439,False,,3,,9.18712,False,,3,,4.76978,False,,3,,35.5972,,-12.7428,-14.1052,-11.7054,,,,,,-16.2557,-17.8456,-18.8979,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/DES/DES_r.fits,rband_only_ok,,DES,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/DES/DES_r.fits,PTF12iiq,42.5323,-0.265111,0.029754,kpc,19.3681,0.0101739,17895.8,149.836,17.7754,0.0064106,77595.0,409.366,16.7208,0.00545099,204967.0,919.473,30.0,119.436,False,,3,,189.549,False,,3,,222.918,False,,3,,,,,-16.2291,-17.8218,-18.8764,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/PanSTARRS/PanSTARRS_r.fits,PTF12iiq,42.5323,-0.265111,0.029754,kpc,19.2378,0.0186926,201.773,3.08565,17.6633,0.0151565,860.374,10.6684,16.6099,0.0143856,2270.06,26.7165,25.0,65.3908,False,,3,,80.647,False,,3,,84.9685,False,,3,,,,,-16.3594,-17.9339,-18.9873,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12iiq/SkyMapper/SkyMapper_r.fits,PTF12iiq,42.5323,-0.265111,0.029754,kpc,19.4266,0.111589,3040.82,312.528,17.8237,0.0590523,13308.1,723.816,16.7576,0.0432,35529.4,1413.67,28.134,9.72974,False,,3.0,,18.386,False,,3.0,,25.1328,False,,3.0,,,,,-16.1706,-17.7734,-18.8396
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g2x010_drc.fits,PTF12jgb,63.756,-15.3483,0.028229,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12jgb/LegacySurvey/LegacySurvey_r.fits,PTF12jgb,63.756,-15.3483,0.028229,HST,kpc,20.3407,0.0165616,33.216,0.50667,19.2139,0.0115114,93.7739,0.994228,18.7383,0.0109207,145.318,1.46166,24.1441,PTF12jgb,63.756,-15.3483,0.028229,kpc,18.336,0.397827,46.3011,16.9653,17.2078,0.266019,130.884,32.0683,16.7405,0.247345,201.288,45.8562,22.5,65.5575,False,,3,,2.72917,False,,3,,94.3183,False,,3,,4.08142,False,,3,,99.4198,False,,3,,4.38956,False,,3,,35.4804,-15.1397,-16.2666,-16.7421,,,,,,,-17.1444,-18.2727,-18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12jgb/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12jgb/PanSTARRS/PanSTARRS_r.fits,PTF12jgb,63.756,-15.3483,0.028229,kpc,18.3851,0.0167003,442.537,6.80692,17.2534,0.0153725,1254.97,17.7686,16.7819,0.0152772,1937.55,27.2628,25.0,65.0128,False,,3,,70.6286,False,,3,,71.0691,False,,3,,,,,-17.0953,-18.227,-18.6986,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12jgb/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/PTF12jgb/SkyMapper/SkyMapper_r.fits,PTF12jgb,63.756,-15.3483,0.028229,kpc,18.626,0.0197943,10388.3,189.391,17.4193,0.014579,31566.0,423.861,16.916,0.0137441,50181.1,635.232,28.6673,54.851,False,,3.0,,74.4725,False,,3.0,,78.9966,False,,3.0,,,,,-16.8545,-18.0612,-18.5645
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0x010_drc.fits,SN1986G,201.402,-43.0317,0.00183,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1986G/LegacySurvey/LegacySurvey_r.fits,SN1986G,201.402,-43.0317,0.00183,HST,kpc,,,-2152.3,12.0594,,,-3120.47,23.1222,,,,,24.1464,SN1986G,201.402,-43.0317,0.00183,kpc,13.2004,0.0519796,5246.03,251.153,11.4384,0.021385,26585.0,523.626,10.6793,0.0159409,53490.9,785.359,22.5,-178.475,True,36.1782,3,20.2503,20.8877,False,,3,,-134.955,True,69.3667,3,19.5435,50.7709,False,,3,,,,,3,,68.1101,False,,3,,29.4952,,,,-9.24493,-9.95169,,,,,-16.2948,-18.0568,-18.8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1986G/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1986G/SkyMapper/SkyMapper_r.fits,SN1986G,201.402,-43.0317,0.00183,kpc,,,-886179.0,,12.7213,0.0146373,7830700.0,105570.0,10.9578,0.00865552,39739600.0,316805.0,29.9558,,,,3.0,,74.1757,False,,3.0,,125.439,False,,3.0,,,,,,-16.7739,-18.5374
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g32010_drc.fits,SN1991bj,55.377,-4.66378,0.01814,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1991bj/LegacySurvey/LegacySurvey_r.fits,SN1991bj,55.377,-4.66378,0.01814,HST,kpc,20.1572,0.0200259,39.334,0.725496,18.6305,0.00983606,160.487,1.4539,17.9473,0.00783133,301.103,2.17183,24.1441,SN1991bj,55.377,-4.66378,0.01814,kpc,18.4549,0.586709,41.5006,22.426,16.9693,0.29822,163.038,44.7819,16.1555,0.210296,344.975,66.8181,22.5,54.2167,False,,3,,1.85055,False,,3,,110.383,False,,3,,3.64072,False,,3,,138.64,False,,3,,5.1629,False,,3,,34.5035,-14.3463,-15.873,-16.5562,,,,,,,-16.0486,-17.5342,-18.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1991bj/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1991bj/PanSTARRS/PanSTARRS_r.fits,SN1991bj,55.377,-4.66378,0.01814,kpc,18.5173,0.0174204,391.819,5.66256,17.0417,0.0149554,1525.19,18.923,16.2202,0.0144636,3250.32,39.0006,25.0,69.1947,False,,3,,80.5998,False,,3,,83.3403,False,,3,,,,,-15.9862,-17.4618,-18.2833,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1991bj/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN1991bj/SkyMapper/SkyMapper_r.fits,SN1991bj,55.377,-4.66378,0.01814,kpc,18.5628,0.0251686,11861.3,274.957,17.0959,0.0157462,45803.5,664.278,16.2825,0.0133229,96890.3,1188.93,28.7482,43.1386,False,,3.0,,68.9523,False,,3.0,,81.494,False,,3.0,,,,,-15.9407,-17.4076,-18.2211
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo0z010_drc.fits,SN2001da,358.387,8.11739,0.017234,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001da/LegacySurvey/LegacySurvey_r.fits,SN2001da,358.387,8.11739,0.017234,HST,kpc,21.4427,0.0655975,12.0666,0.729035,20.3375,0.0471156,33.3935,1.44911,19.7355,0.040399,58.1388,2.16328,24.1467,SN2001da,358.387,8.11739,0.017234,kpc,17.8656,0.380693,71.4072,25.0376,16.3133,0.183293,298.325,50.3631,15.2496,0.105722,794.653,77.3778,22.5,16.5515,False,,3,,2.852,False,,3,,23.0441,False,,3,,5.92349,False,,3,,26.8753,False,,3,,10.2698,False,,3,,34.3908,-12.9481,-14.0532,-14.6553,,,,,,,-16.5251,-18.0775,-19.1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001da/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001da/PanSTARRS/PanSTARRS_r.fits,SN2001da,358.387,8.11739,0.017234,kpc,18.0635,0.0251241,595.133,13.7714,16.4999,0.0169485,2512.11,39.2144,15.4329,0.014895,6711.89,92.0789,25.0,43.215,False,,3,,64.061,False,,3,,72.8928,False,,3,,,,,-16.3273,-17.8909,-18.9579,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001da/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001da/SkyMapper/SkyMapper_r.fits,SN2001da,358.387,8.11739,0.017234,kpc,17.9699,0.123892,972.246,110.942,16.4926,0.0656328,3790.66,229.146,15.434,0.0407455,10049.8,377.149,25.4393,8.76359,False,,3.0,,16.5426,False,,3.0,,26.6468,False,,3.0,,,,,-16.4208,-17.8982,-18.9568
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1a010_drc.fits,SN2001el,56.1274,-44.6399,0.003669,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001el/LegacySurvey/LegacySurvey_r.fits,SN2001el,56.1274,-44.6399,0.003669,HST,kpc,17.7732,0.0108791,354.259,3.54969,16.3249,0.00588702,1344.75,7.29141,15.2856,0.00368872,3502.09,11.8981,24.1465,SN2001el,56.1274,-44.6399,0.003669,kpc,14.7659,0.0918968,1240.6,105.005,12.5489,0.026587,9559.48,234.088,11.5852,0.0169268,23223.9,362.064,22.5,99.7999,False,,3,,11.8147,False,,3,,184.429,False,,3,,40.8371,False,,3,,294.34,False,,3,,64.143,False,,3,,31.0088,-13.2356,-14.6839,-15.7231,,,,,,,-16.2429,-18.4599,-19.4236,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001el/DES/DES_r.fits,rband_only_ok,,DES,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001el/DES/DES_r.fits,SN2001el,56.1274,-44.6399,0.003669,kpc,14.8711,0.00849682,1126100.0,8812.71,12.6087,0.00540235,9047550.0,45018.3,11.6402,0.0051185,22075900.0,104073.0,30.0,127.782,False,,3,,200.975,False,,3,,212.12,False,,3,,,,,-16.1377,-18.4001,-19.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001el/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2001el/SkyMapper/SkyMapper_r.fits,SN2001el,56.1274,-44.6399,0.003669,kpc,15.2917,0.0146277,248657.0,3350.06,12.9131,0.0111071,2223560.0,22746.9,11.9036,0.0109535,5634480.0,56843.9,28.7807,74.2246,False,,3.0,,97.7518,False,,3.0,,99.122,False,,3.0,,,,,-15.7171,-18.0957,-19.1052
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo2g010_drc.fits,SN2002ha,311.827,0.312669,0.013774,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002ha/LegacySurvey/LegacySurvey_r.fits,SN2002ha,311.827,0.312669,0.013774,HST,kpc,,,-0.417751,1.31277,,,-0.23685,2.6277,,,5.6377,3.96788,24.1462,SN2002ha,311.827,0.312669,0.013774,kpc,17.9255,0.513697,67.5764,31.9726,16.4461,0.262546,263.963,63.8297,15.5633,0.174696,595.242,95.7749,22.5,-0.318221,True,3.9383,3,22.6579,2.11357,False,,3,,-0.0901358,True,7.88311,3,21.9045,4.13542,False,,3,,1.42083,True,11.9037,3,21.457,6.21501,False,,3,,33.8984,,,,-11.2404,-11.9939,-12.4413,,,,-15.9728,-17.4522,-18.3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002ha/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002ha/PanSTARRS/PanSTARRS_r.fits,SN2002ha,311.827,0.312669,0.013774,kpc,18.2662,0.027712,493.763,10.2467,16.8114,0.018699,1885.53,26.4029,15.9422,0.0162601,4198.63,51.1245,25.0,48.1875,False,,3,,71.4137,False,,3,,82.1256,False,,3,,,,,-15.6322,-17.087,-17.9562,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002ha/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002ha/SkyMapper/SkyMapper_r.fits,SN2002ha,311.827,0.312669,0.013774,kpc,19.1543,0.0715469,7916.86,521.698,17.6953,0.0377974,30351.9,1056.63,16.805,0.025558,68909.2,1622.11,28.9007,15.1752,False,,3.0,,28.7252,False,,3.0,,42.4813,False,,3.0,,,,,-14.744,-16.2031,-17.0933
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1c010_drc.fits,SN2002jg,334.87,29.3846,0.015207,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002jg/LegacySurvey/LegacySurvey_r.fits,SN2002jg,334.87,29.3846,0.015207,HST,kpc,19.6612,0.0199545,62.253,1.14413,18.2565,0.0109801,227.027,2.29595,17.6295,0.00923129,404.462,3.43887,24.1466,SN2002jg,334.87,29.3846,0.015207,kpc,17.4526,0.303486,104.461,29.1991,16.0987,0.171264,363.527,57.3428,15.3925,0.131563,696.631,84.4132,22.5,54.4107,False,,3,,3.57754,False,,3,,98.8818,False,,3,,6.33954,False,,3,,117.615,False,,3,,8.25263,False,,3,,34.1157,-14.4544,-15.8592,-16.4862,,,,,,,-16.6631,-18.017,-18.7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002jg/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2002jg/PanSTARRS/PanSTARRS_r.fits,SN2002jg,334.87,29.3846,0.015207,kpc,17.5861,0.0169647,923.732,14.4333,16.2133,0.0150682,3270.98,45.3956,15.5051,0.0147124,6279.82,85.0956,25.0,63.9998,False,,3,,72.055,False,,3,,73.7972,False,,3,,,,,-16.5295,-17.9024,-18.6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/17179/drc/MAST_2025-08-10T09_44_38.398Z/HST/if0g37010_drc.fits,SN2004cs,267.56,14.2832,0.01403,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004cs/LegacySurvey/LegacySurvey_r.fits,SN2004cs,267.56,14.2832,0.01403,HST,kpc,18.51,0.00761117,179.454,1.258,17.6543,0.00672222,394.66,2.4435,17.1583,0.00630067,623.199,3.61651,24.1449,SN2004cs,267.56,14.2832,0.01403,kpc,16.7995,0.202351,190.636,35.5293,15.6097,0.128982,570.325,67.7528,14.9001,0.0984679,1096.36,99.4315,22.5,142.65,False,,3,,5.36561,False,,3,,161.514,False,,3,,8.41774,False,,3,,172.321,False,,3,,11.0263,False,,3,,33.9388,-15.4288,-16.2845,-16.7805,,,,,,,-17.1393,-18.3291,-19.0387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,3,,,,,,,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004cs/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004cs/PanSTARRS/PanSTARRS_r.fits,SN2004cs,267.56,14.2832,0.01403,kpc,16.8752,0.0155038,1777.99,25.3888,15.6627,0.0146543,5431.7,73.3121,14.9644,0.0144058,10333.6,137.108,25.0,70.0305,False,,3,,74.0901,False,,3,,75.368,False,,3,,,,,-17.0636,-18.2761,-18.9744,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004cs/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004cs/SkyMapper/SkyMapper_r.fits,SN2004cs,267.56,14.2832,0.01403,kpc,17.2238,0.10839,1775.83,177.283,15.9142,0.066708,5932.31,364.483,15.1753,0.0523551,11715.8,564.947,25.3473,10.017,False,,3.0,,16.276,False,,3.0,,20.7379,False,,3.0,,,,,-16.715,-18.0246,-18.7634
/Users/lluisgalbany/Downloads/HST_UV/data/hst_programs/16741/drc/MAST_2025-09-30T10_42_02.034Z/HST/iepo1e010_drc.fits,SN2004ey,327.283,0.444219,0.015855,ok,,LegacySurvey,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/LegacySurvey/LegacySurvey_r.fits,SN2004ey,327.283,0.444219,0.015855,HST,kpc,19.8612,0.02579,51.7375,1.22895,18.3784,0.0132415,202.733,2.4725,17.7429,0.0110422,364.026,3.70222,24.1457,SN2004ey,327.283,0.444219,0.015855,kpc,17.9997,0.518699,63.1113,30.1508,16.5378,0.268945,242.597,60.0931,15.7156,0.188332,517.333,89.7365,22.5,42.0991,False,,3,,2.09319,False,,3,,81.995,False,,3,,4.03703,False,,3,,98.3263,False,,3,,5.76502,False,,3,,34.2074,-14.3462,-15.829,-16.4645,,,,,,,-16.2076,-17.6696,-18.4918,,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/DES/DES_r.fits,rband_only_ok,,DES,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/DES/DES_r.fits,SN2004ey,327.283,0.444219,0.015855,kpc,18.033,0.00848074,61207.5,367.005,16.5715,0.00610905,235171.0,1015.76,15.7511,0.0055529,500660.0,1965.61,30.0,166.776,False,,3,,231.522,False,,3,,254.71,False,,3,,,,,-16.1744,-17.6359,-18.4563,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/PanSTARRS/PanSTARRS_r.fits,rband_only_ok,,PanSTARRS,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/PanSTARRS/PanSTARRS_r.fits,SN2004ey,327.283,0.444219,0.015855,kpc,18.0937,0.0168252,578.81,6.79056,16.6376,0.0148503,2212.98,22.9152,15.8288,0.0144512,4660.87,46.9656,25.0,85.2374,False,,3,,96.5726,False,,3,,99.2401,False,,3,,,,,-16.1137,-17.5698,-18.3786,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/SkyMapper/SkyMapper_r.fits,rband_only_ok,,SkyMapper,r,/Users/lluisgalbany/Downloads/HST_UV/outputs/images/SN2004ey/SkyMapper/SkyMapper_r.fits,SN2004ey,327.283,0.444219,0.015855,kpc,18.1601,0.0261002,14042.6,337.573,16.7294,0.0154505,52445.1,746.316,15.8978,0.012174,112812.0,1264.92,28.5287,41.5988,False,,3.0,,70.2719,False,,3.0,,89.1851,False,,3.0,,,,,-16.0473,-17.4779,-18.3096
