sn_name,sample_name,source_file,status,fit_message,max_status,max_fit_message,ebv2_status,ebv2_fit_message,z,sample_redshift,sample_rasn,sample_decsn,sample_sntype,sample_redshift_source,max_Tmax,max_e_Tmax,max_sBV,max_e_sBV,max_st,max_e_st,ebv2_Tmax,ebv2_e_Tmax,ebv2_sBV,ebv2_e_sBV,ebv2_st,ebv2_e_st,ebv2_EBVhost,ebv2_e_EBVhost,B_Tmax,B_e_Tmax,g_Tmax,g_e_Tmax,r_Tmax,r_e_Tmax,B_Mmax,B_e_Mmax,g_Mmax,g_e_Mmax,r_Mmax,r_e_Mmax,B_Mcorr,B_kcor,g_Mcorr,g_kcor,r_Mcorr,r_kcor,EBVgal,max_rchisq,ebv2_rchisq,bands_available,max_bands_used,max_fit_attempts,ebv2_bands_used,ebv2_fit_attempts,k_version,stype,max_plot_file,ebv2_plot_file,max_fit_file,ebv2_fit_file,B_source,g_source,r_source
SN2005bs,SN2005bs,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005bs_raw.txt,ok,,ok,,ok,,0.052189,0.052189,20:10:14.110,-56:38:43.58,Ia,corez_zobs,53472.20169526393,4.584916273867052,,,1.8085136738092449,0.3363497425140147,53481.07282464173,0.4739051042393457,,,0.7671906498060371,0.11186600096388279,0.016610668887959243,0.07671288958089341,53472.62109375,,53472.765625,,,,17.542156219482422,0.13458512723445892,17.403900146484375,0.08984807878732681,,,17.549541250478875,-0.007385030996451222,17.467913772190347,-0.06401362570597179,,,0.0,,,"B,V,g,u","B,V,g,u","B,V,g,u","B,V,g,u","B,V,g,u",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005bs_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005bs_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005bs_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005bs_ebvmodel2.snpy,B,g,
SN2005cf,SN2005cf,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005cf_raw.txt,failed,'filter ID J-2mass not found',import_failed,'filter ID J-2mass not found',import_failed,'filter ID J-2mass not found',,0.006687,15:21:32.210,-07:24:47.48,-,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,
SN2005dm,SN2005dm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005dm_raw.txt,failed,'filter ID R not found',import_failed,'filter ID R not found',import_failed,'filter ID R not found',,0.016847,02:18:39.250,-06:54:10.80,Ia-91bg,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,
SN2005el,SN2005el,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005el_raw.txt,ok,,ok,,ok,,0.0149,0.014818,05:11:48.72,+05:11:39.40,Ia,corez_zobs,53646.54329082317,0.5027078384276926,0.8522356006642099,0.00965434891685457,0.8665671947760148,0.0028915811865131424,53646.503641493386,0.06582367158851365,0.8537758170509557,0.014381451392337607,0.8636995391566804,0.004438243083130567,0.09634552382477347,0.005350030475398972,53646.53125,,53646.765625,,53647.87109375,,15.27733039855957,0.008460534736514091,15.17695140838623,0.009983754716813564,15.302525520324707,0.009964659810066223,15.29325034274374,-0.015919944184169914,15.202870698439314,-0.02591929005308459,15.34177805104522,-0.03925253072051291,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005el_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005el_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005el_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005el_ebvmodel2.snpy,B,g,r
SN2005gj,SN2005gj,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005gj_raw.txt,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.0616,0.061661,03:01:11.950,-00:33:13.90,Ia-CSM,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw",,"B,g,i,H,K,J,r,u,V,Y,Ydw | B,g,i,r,u,V",,"B,g,i,H,K,J,r,u,V,Y,Ydw | B,g,i,r,u,V",H3,st,,,,,,,
SN2005hj,SN2005hj,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005hj_raw.txt,ok,,ok,,ok,,0.057967,0.05739,01:26:48.269,-01:14:16.80,Ia,corez_zobs,53674.18441262634,0.14826653926784786,1.1655853745479259,0.12835917947470518,1.1210884389367224,0.0266324945273957,53673.28908648962,0.27112757069609206,1.1480726581926495,0.06929158787359876,1.300062560327809,0.012232993322369915,-0.0094720917985079,0.010947420480496886,53674.18359375,,53674.453125,,53676.15234375,,17.85240364074707,0.01048271730542183,17.70647621154785,0.009561825543642044,17.719160079956055,0.012772972695529461,17.89564491546011,-0.04324127471303844,17.77728018865934,-0.07080397711148699,17.85365486267728,-0.13449478272122736,0.0,,,"B,g,i,J,r,u,V,Y","B,g,i,J,r,u,V,Y","B,g,i,J,r,u,V,Y","B,g,i,J,r,u,V,Y","B,g,i,J,r,u,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005hj_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005hj_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005hj_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005hj_ebvmodel2.snpy,B,g,r
SN2005hk,SN2005hk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005hk_raw.txt,ok,,ok,,ok,,0.012983,0.013015,00:27:50.870,-01:11:52.51,Ia-02cx,corez_zobs,53686.731734971756,0.14438710702157434,0.6755574316144949,0.09612588286899944,0.5167022386410173,0.015735347155834675,53686.77043950706,0.15565136184747236,0.674283815791872,0.03922304733173144,0.506352378298155,0.014584884345632189,0.03658064110608693,0.02612028975504855,53686.63671875,,53686.8515625,,53689.22265625,,15.873311996459961,0.02868451178073883,15.708196640014648,0.029902108013629913,15.5164794921875,0.03511679545044899,15.8771333939095,-0.0038213974495381045,15.720485215096081,-0.012288575081433321,15.53692875687173,-0.02044926468422878,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005hk_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005hk_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005hk_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005hk_ebvmodel2.snpy,B,g,r
SN2005ir,SN2005ir,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005ir_raw.txt,ok,,ok,,ok,,0.076307,0.076199,01:16:43.759,+00:47:40.42,Ia,corez_zobs,53684.96446336923,0.17723841411259222,0.990696602630797,0.09693223315203102,1.0126754539637035,0.015801334220300157,53684.388289076254,0.21054823087109897,1.0085407769842525,0.04668365215790079,1.129713740179365,0.02803593495345668,0.0927896362083622,0.01563534153928884,53684.9609375,,53685.234375,,53686.5,,18.509897232055664,0.01085952389985323,18.444398880004883,0.009160014800727367,18.387182235717773,0.009933283552527428,18.50168781850744,0.008209413548225089,18.458083502535118,-0.013684622530236652,18.586317707691403,-0.19913547197362835,0.0,,,"B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ir_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ir_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ir_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ir_ebvmodel2.snpy,B,g,r
SN2005ke,SN2005ke,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005ke_raw.txt,ok,,ok,,ok,,0.004877,0.004947,03:35:04.351,-24:56:38.80,Ia-91bg,corez_zobs,53698.9764999257,0.11050910264377542,0.44616329700381574,0.00894723021018201,0.45431838635269733,0.004982796431797564,53699.113709810044,0.09167647616873754,0.4416118316887522,0.008861562445489338,0.481865723539373,0.007011921469342383,0.25525938731143916,0.01441963090593957,53698.84375,,53699.12890625,,53702.05859375,,14.891962051391602,0.008832726627588272,14.519828796386719,0.008286304771900177,14.013903617858887,0.011842841282486916,14.880822611636999,0.011139439754603372,14.513905764909232,0.005923031477486726,14.021590431693888,-0.007686813835000316,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,r,u,V","B,g,i,H,K,J,r,u,V,Y,Ydw | B,g,i,r,u,V","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ke_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ke_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ke_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ke_ebvmodel2.snpy,B,g,r
SN2005ki,SN2005ki,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005ki_raw.txt,ok,,ok,,ok,,0.019193,0.019606,10:40:28.219,+09:12:08.39,Ia,corez_zobs,53705.37136404485,0.07030386721022927,0.8542627110364762,0.01788965790551684,0.8404471511651522,0.003602773610149538,53705.39337249971,0.05349311490595779,0.8535429109965204,0.0178907428257448,0.8415612733454494,0.005422189719550562,0.011747563277485946,0.004712610135292953,53705.359375,,53705.58203125,,53706.703125,,15.669544219970703,0.005554575007408857,15.592897415161133,0.004978814162313938,15.71234130859375,0.005919799208641052,15.693317871681195,-0.02377365171049267,15.636837684029853,-0.043940268868719504,15.766041087082483,-0.05369977848873376,0.0,,,"B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ki_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ki_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ki_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ki_ebvmodel2.snpy,B,g,r
SN2005ku,SN2005ku,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005ku_raw.txt,ok,,ok,,ok,,0.045407,0.04534,22:59:42.610,-00:00:49.28,Ia,corez_zobs,53698.87311730401,0.8700107493455276,,,0.9598121177605945,0.034704526896876246,53698.37018664494,0.5664517504866524,,,0.980711831514,0.028100690178302187,0.2623220714560922,0.016799734936627578,53698.87890625,,53699.13671875,,53700.2890625,,17.75095558166504,0.0606701523065567,17.672119140625,0.038154374808073044,17.517112731933594,0.03955754637718201,17.724486738757008,0.026468842908031778,17.691015911391197,-0.018896770766197384,17.614332124432124,-0.09721939249853204,0.0,,,"B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ku_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005ku_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ku_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005ku_ebvmodel2.snpy,B,g,r
SN2005lu,SN2005lu,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005lu_raw.txt,ok,,ok,,ok,,0.031987,0.031989,02:36:03.710,-17:15:50.00,Ia,corez_zobs,53710.61738029864,0.701500176549187,1.1117053519945097,0.04985227032435817,1.0982105835906268,0.03485817348773164,53710.89656056466,0.23582248180771498,1.1026877879482804,0.036048299687615644,1.1058844264103347,0.019734880220100157,0.28882013406715173,0.01448804657450118,53710.6015625,,53710.8828125,,53712.46875,,17.335205078125,0.05935443937778473,17.115312576293945,0.03403693437576294,17.013080596923828,0.034207552671432495,17.31102421249768,0.02418086562731972,17.11199417919451,0.0033183970994347845,17.095106222375474,-0.08202562545164682,0.0,,,"B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y","B,g,i,r,u,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005lu_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005lu_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005lu_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005lu_ebvmodel2.snpy,B,g,r
SN2005na,SN2005na,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2005na_raw.txt,ok,,ok,,ok,,0.026303,0.026356,07:01:36.619,+14:07:59.70,Ia,corez_zobs,53740.15826228358,0.17550631740700098,1.0640656346303385,0.04608855774128126,0.9700084939143008,0.005149814978089733,53740.27412334953,0.24942847117541203,1.0619539019741262,0.057764304719021296,0.9704227079319314,0.01171023543339701,0.04909427946112439,0.009052253608874489,53740.1640625,,53740.42578125,,53741.59375,,16.241945266723633,0.006594987120479345,16.154726028442383,0.006125337444245815,16.217403411865234,0.006923444103449583,16.285783835971937,-0.043838569248303934,16.214546256322986,-0.05982022788060333,16.285203068942263,-0.06779965707702655,0.0,,,"B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005na_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2005na_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005na_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2005na_ebvmodel2.snpy,B,g,r
SN2006E,SN2006E,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006E_raw.txt,failed,'filter ID J-2mass not found',import_failed,'filter ID J-2mass not found',import_failed,'filter ID J-2mass not found',,0.002643,13:53:28.649,+05:12:22.79,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,
SN2006X,SN2006X,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006X_raw.txt,ok,,ok,,ok,,0.005237,0.005237,185.724958,15.809194,,CSPII_SNooPy_raw,53786.03415891862,0.05392336714442974,1.0086218234161353,0.03524613056118997,0.9716687004525832,0.004611983265722424,53785.91148558159,0.13564233343988558,1.0596383103043636,0.025270884178779596,0.9596910929324033,0.01111056387167213,1.3745269470518897,0.01054433554512406,53786.0390625,,53786.30078125,,53787.47265625,,15.359643936157227,0.008325660601258278,14.78236198425293,0.007977687753736973,13.619399070739746,0.010201888158917427,15.332179039807698,0.027464896349527874,14.758952326897926,0.023409657355002833,13.622504182431626,-0.00310511169188056,0.0,,,"B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw","B,g,i,H,K,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006X_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006X_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006X_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006X_ebvmodel2.snpy,B,g,r
SN2006bh,SN2006bh,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006bh_raw.txt,ok,,ok,,ok,,0.01084,0.010847,22:40:16.099,-66:29:06.29,Ia,corez_zobs,53833.23999192613,0.10636008133561294,0.8433784426629545,0.014736839150980915,0.8280277232550165,0.0032724468240383554,53833.36375466142,0.05256212782829804,0.8392972581929642,0.014658709346203782,0.8224034623625054,0.004966879607643732,0.03447268858266023,0.00439390089866136,53833.23046875,,53833.4453125,,53834.58203125,,14.449618339538574,0.004477917682379484,14.375452041625977,0.004659533500671387,14.459940910339355,0.005427160300314426,14.462372197087285,-0.01275385754871092,14.39961924847823,-0.02416720685225329,14.490733626216793,-0.030792715877437978,0.0,,,"B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006bh_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006bh_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006bh_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006bh_ebvmodel2.snpy,B,g,r
SN2006br,SN2006br,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006br_raw.txt,partial,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter g are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.024573,0.024773,13:30:01.800,+13:24:56.81,Ia,corez_zobs,0.0,0.0,,,,,53850.19098547856,0.7225569263510022,,,1.0100694473107514,0.036873245219258666,1.0625269894059568,0.023969691777430545,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,H,J,r,V,Y",,"B,g,i,H,J,r,V,Y | B,g,i,r,V","B,g,i,H,J,r,V,Y","B,g,i,H,J,r,V,Y",H3,st,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006br_ebvmodel2_plot.jpg,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006br_ebvmodel2.snpy,,,
SN2006bt,SN2006bt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006bt_raw.txt,ok,,ok,,ok,,0.032178,0.032229,15:56:30.530,+20:02:45.60,Ia-06bt,corez_zobs,53858.24970676479,0.27741717128041826,,,1.0044699616932495,0.02662578552151407,53858.440999289094,0.33305530221873025,,,0.984633254239715,0.030163560838298697,0.37930305621737015,0.01985935893097269,53858.25,,53858.51953125,,53859.76171875,,17.206632614135742,0.07583100348711014,16.9613037109375,0.021172286942601204,16.852853775024414,0.025226103141903877,17.18464306660334,0.021989547532403078,16.98699533645641,-0.025691625518908655,16.912695423461432,-0.05984164843701708,0.0,,,"B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006bt_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006bt_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006bt_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006bt_ebvmodel2.snpy,B,g,r
SN2006cm,SN2006cm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006cm_raw.txt,partial,All weights for filter Bk are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,failed,All weights for filter Bk are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.016341,0.01637,21:20:17.460,-01:41:02.69,Ia,corez_zobs,53884.54890727562,0.2959296432200725,1.4742159257261738,0.143773100131294,1.0013514027479686,0.01761560799177386,0.0,0.0,,,,,,0.0,53884.546875,,,,53886.0546875,,18.199081420898438,0.016626954078674316,,,16.81557846069336,0.011275061406195164,18.103623400335543,0.09545802056289363,,,16.793710478027812,0.021867982665549204,0.0,,,"Bk,Vk,ik,rk","Bk,Vk,ik,rk","Bk,Vk,ik,rk",,"Bk,Vk,ik,rk",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006cm_maxmodel_plot.jpg,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006cm_maxmodel.snpy,,Bk,,rk
SN2006dd,SN2006dd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006dd_raw.txt,partial,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter B are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,ok,,0.005867,0.005879,03:22:41.621,-37:12:13.00,Ia,corez_zobs,0.0,0.0,,,,,53925.53903919757,0.00030985037688148384,5.462286494560086,0.01033523965271079,1.2301013569294763,0.011150255639683674,-0.09478670076554264,0.014950876702507606,,,,,,,,,,,,,,,,,,,0.0,,,"B,g,i,r,u,V,Y",,"B,g,i,r,u,V,Y | B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V,Y | B,g,i,r,u,V",H3,st,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006dd_ebvmodel2_plot.jpg,,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006dd_ebvmodel2.snpy,,,
SN2006ef,SN2006ef,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006ef_raw.txt,ok,,ok,,ok,,0.01787,0.017823,02:04:19.510,-08:43:42.20,Ia,corez_zobs,53969.30328968091,0.7006804021056828,0.9493199274069575,0.03635416649134367,0.8608685360480798,0.019781963714168585,53969.25112337131,0.23871222759636523,0.9510282762006993,0.05758950947531587,0.8618493421690434,0.006033846112283171,0.013706914673501868,0.010774912997662372,53969.29296875,,53969.5234375,,53970.62890625,,15.474238395690918,0.06601046770811081,15.383916854858398,0.04091602936387062,15.536765098571777,0.03401993587613106,15.469740899858296,0.004497495832622345,15.388059013580566,-0.0041421587221684136,15.617880094687868,-0.08111499611609116,0.0,,,"B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V","B,g,i,r,u,V",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006ef_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006ef_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006ef_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006ef_ebvmodel2.snpy,B,g,r
SN2006ej,SN2006ej,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006ej_raw.txt,ok,,ok,,ok,,0.020437,0.020501,00:38:59.770,-09:00:56.59,Ia,corez_zobs,53976.00960012059,0.17001282403125076,0.8766136469823231,0.03768105400005099,0.8456391002917848,0.018791914446181255,53976.59121437014,0.18343066573267983,0.8576147850714215,0.037964191700799246,0.8278240674500835,0.011575683679788172,0.10324295427773918,0.007997133867675312,53975.99609375,,53976.22265625,,53977.33984375,,15.855110168457031,0.04941849410533905,15.75538444519043,0.026277201250195503,15.815963745117188,0.03169435262680054,15.856373293621115,-0.0012631251640837554,15.787565929530937,-0.03218148434050692,15.903721913776987,-0.08775816865980023,0.0,,,"B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y","B,g,i,H,J,r,u,V,Y",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006ej_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006ej_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006ej_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006ej_ebvmodel2.snpy,B,g,r
SN2006eq,SN2006eq,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2006eq_raw.txt,ok,,ok,,ok,,0.049467,0.049537,21:28:37.130,+01:13:41.20,Ia,corez_zobs,53978.73779964153,0.26325118034747064,0.6810703880307278,0.04216573311723748,0.65625206061694,0.02230576752481886,53978.49616880972,0.1735101804939784,0.6900506936296769,0.05711413791446276,0.6691441317099119,0.007129595337269363,0.28221922165965807,0.014887554807633768,53978.8046875,,53978.88671875,,53980.484375,,18.808839797973633,0.05989529564976692,18.542980194091797,0.03610076755285263,18.2945556640625,0.033038120716810226,18.717327886171027,0.09151191180260611,18.522308132705774,0.020672061386021012,18.352092654043126,-0.057536989980626646,0.0,,,"B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw","B,g,i,H,J,r,u,V,Y,Ydw",H3,st,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006eq_maxmodel_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_plots/SN2006eq_ebvmodel2_plot.jpg,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006eq_maxmodel.snpy,/Users/lluisgalbany/Downloads/HST_UV/outputs/snpy_fits/SN2006eq_ebvmodel2.snpy,B,g,r
