filename,supernova,needs_revision,paper_candidate,reviewed,updated_at_utc
ASASSN-14jg_plot.png,ASASSN-14jg,True,False,True,2026-03-15T19:26:15+00:00
ASASSN-14mg_plot.png,ASASSN-14mg,True,False,True,2026-03-15T19:26:19+00:00
ASASSN-15be_plot.png,ASASSN-15be,True,False,True,2026-03-15T19:26:22+00:00
CSP13aay_plot.png,CSP13aay,True,False,True,2026-03-15T19:26:27+00:00
LSQ13dsm_plot.png,LSQ13dsm,True,False,True,2026-03-15T19:26:40+00:00
LSQ14foj_plot.png,LSQ14foj,True,False,True,2026-03-15T19:26:42+00:00
LSQ14ghv_plot.png,LSQ14ghv,True,False,True,2026-03-15T19:26:43+00:00
LSQ15alq_plot.png,LSQ15alq,True,False,True,2026-03-15T19:26:45+00:00
PTF14gnl_plot.png,PTF14gnl,True,False,True,2026-03-15T19:26:51+00:00
SN1986G_plot.png,SN1986G,True,False,True,2026-03-15T19:26:53+00:00
SN2018hnq_plot.png,SN2018hnq,True,False,True,2026-03-15T19:27:28+00:00
