sn_name,sample_name,source_file,status,fit_message,max_status,max_fit_message,ebv2_status,ebv2_fit_message,z,sample_redshift,sample_rasn,sample_decsn,sample_sntype,sample_redshift_source,max_Tmax,max_e_Tmax,max_sBV,max_e_sBV,max_st,max_e_st,ebv2_Tmax,ebv2_e_Tmax,ebv2_sBV,ebv2_e_sBV,ebv2_st,ebv2_e_st,ebv2_EBVhost,ebv2_e_EBVhost,B_Tmax,B_e_Tmax,g_Tmax,g_e_Tmax,r_Tmax,r_e_Tmax,B_Mmax,B_e_Mmax,g_Mmax,g_e_Mmax,r_Mmax,r_e_Mmax,B_Mcorr,B_kcor,g_Mcorr,g_kcor,r_Mcorr,r_kcor,EBVgal,max_rchisq,ebv2_rchisq,bands_available,max_bands_used,max_fit_attempts,ebv2_bands_used,ebv2_fit_attempts,k_version,stype,max_plot_file,ebv2_plot_file,max_fit_file,ebv2_fit_file,B_source,g_source,r_source,failure_group
SN2010ev,SN2010ev,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2010ev_raw.txt,failed,'filter ID B_prompt not found',import_failed,'filter ID B_prompt not found',import_failed,'filter ID B_prompt not found',,0.009206,10:25:28.990,-39:49:51.20,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2010ko,SN2010ko,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2010ko_raw.txt,failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',,0.048177,05:32:49.440,-14:05:45.89,Ia-91bg,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011Z,SN2011Z,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011Z_raw.txt,failed,'filter ID I not found',import_failed,'filter ID I not found',import_failed,'filter ID I not found',,0.018361,13:30:43.039,-20:57:14.00,Ia-91bg,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011gf,SN2011gf,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011gf_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.027647,21:12:24.269,-07:48:52.09,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011ha,SN2011ha,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011ha_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.093963,03:57:40.870,+10:09:55.19,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011hb,SN2011hb,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011hb_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.029135,23:27:55.510,+08:46:45.70,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011hk,SN2011hk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011hk_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.017326,02:18:45.790,-06:38:30.08,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2011io,SN2011io,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2011io_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.041409,23:02:47.599,+08:48:09.79,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2012Z,SN2012Z,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2012Z_raw.txt,failed,'filter ID B_Keplercam not found',import_failed,'filter ID B_Keplercam not found',import_failed,'filter ID B_Keplercam not found',,0.007093,03:22:05.350,-15:23:15.61,Ia-02cx,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2012fk,SN2012fk,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2012fk_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.031669,02:30:52.039,+22:28:45.91,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2013cs,SN2013cs,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2013cs_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.00922,13:15:14.810,-17:57:55.58,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2013ex,SN2013ex,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2013ex_raw.txt,failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',,0.010242,05:32:46.620,-14:02:45.38,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2014dm,SN2014dm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2014dm_raw.txt,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.03327,0.03327,04:08:07.130,-08:49:37.20,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATri,ztfg,ztfr",,"ATri,ztfg,ztfr",,"ATri,ztfg,ztfr",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2014dt,SN2014dt,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2014dt_raw.txt,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ps1_r are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.005224,0.005224,185.48988,4.4718060,Ia-02cx,saints_photometry,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1",,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1 | ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,Bkait",,"ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,UVM2,Bkait,UVW2,UVW1 | ps1_r,Rkait,U_UVOT,ps1_w,V_UVOT,Vkait,ps1_y,Ikait,B_UVOT,ps1_i,Bkait",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2015H,SN2015H,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2015H_raw.txt,failed,'filter ID H-2mass not found',import_failed,'filter ID H-2mass not found',import_failed,'filter ID H-2mass not found',,0.012436,10:54:42.161,-21:04:13.80,Ia-02cx,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2016ecm,SN2016ecm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2016ecm_raw.txt,failed,"Improper input: func input vector length N=3 must not exceed func output vector length M=1 | Error:  to solve for EBVhost, you need to fit more than one filter",failed,Improper input: func input vector length N=3 must not exceed func output vector length M=1,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.059606,0.059606,02:20:14.500,-40:53:05.10,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATri,,ATri,,ATri,H3,st,,,,,,,,too sparse / insufficient filters
SN2017cbv,SN2017cbv,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2017cbv_raw.txt,failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',import_failed,'filter ID B_swift not found',,0.003939,14:32:34.420,-44:08:02.74,-,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2017dps,SN2017dps,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2017dps_raw.txt,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.012493,0.012493,13:36:40.039,-33:58:01.29,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATgr,ATri",,"ATgr,ATri",,"ATgr,ATri",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2018djd,SN2018djd,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2018djd_raw.txt,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.026401,0.026401,02:14:33.830,-00:45:56.77,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATri,ztfr",,"ATri,ztfr",,"ATri,ztfr",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2018zz,SN2018zz,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2018zz_raw.txt,failed,"All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | Error:  to solve for EBVhost, you need to fit more than one filter",failed,All weights for filter ATri are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.013935,0.013935,14:03:39.060,-33:58:42.60,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATri,,ATri,,ATri,H3,st,,,,,,,,too sparse / insufficient filters
SN2020ejm,SN2020ejm,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2020ejm_raw.txt,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data. | All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,failed,All weights for filter ATgr are zero. The fitter is in a part of parameter space where the model is not valid or there is no useful data.,0.009716,0.009716,10:16:18.850,-33:33:49.17,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,"ATgr,ATri",,"ATgr,ATri",,"ATgr,ATri",H3,st,,,,,,,,too sparse / no useful data in required bands
SN2020nvb,SN2020nvb,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2020nvb_raw.txt,failed,'filter ID atlas_o not found',import_failed,'filter ID atlas_o not found',import_failed,'filter ID atlas_o not found',,0.0029013445787122,187.244917,3.572781,Ia,saints_photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
SN2020xyw,SN2020xyw,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/SN2020xyw_raw.txt,failed,"Improper input: func input vector length N=3 must not exceed func output vector length M=2 | Error:  to solve for EBVhost, you need to fit more than one filter",failed,Improper input: func input vector length N=3 must not exceed func output vector length M=2,failed,"Error:  to solve for EBVhost, you need to fit more than one filter",0.010807,0.010807,07:28:08.020,-62:21:28.91,Ia,corez_zobs,0.0,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,ATgr,,ATgr,,ATgr,H3,st,,,,,,,,too sparse / insufficient filters
iPTF13dge,iPTF13dge,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/iPTF13dge_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.015892,05:03:35.08,+01:34:17.40,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
iPTF13dkl,iPTF13dkl,/Users/lluisgalbany/Downloads/HST_UV/data/light_curves/SNooPy/iPTF13dkl_raw.txt,failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',import_failed,'filter ID H_WHIRC not found',,0.051757,23:44:57.99,+03:23:40.30,Ia,corez_zobs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,import/filter-definition problem
