file,base_name,ra_deg,dec_deg,nearest_missing_sample,nearest_missing_ra,nearest_missing_dec,sep_arcsec,within_2arcsec,within_5arcsec,within_10arcsec
ZTF18abuuimf_LC.csv,ZTF18abuuimf,357.45112,-14.11975,SN2019fkq,359.101625,-29.023781,53935.938577441135,False,False,False
ZTF18abuuqgn_LC.csv,ZTF18abuuqgn,346.62669,10.30527,SN2000ey,349.85499999999996,5.905861111111111,19574.274072522832,False,False,False
ZTF18abuxjrd_LC.csv,ZTF18abuxjrd,25.01799,15.07106,SN2013ef,28.83629166666666,6.609811111111111,33312.72112617667,False,False,False
ZTF18abuykiu_LC.csv,ZTF18abuykiu,52.39314,-19.69464,SN2021aess,53.450583,-19.4957,3657.1303411406925,False,False,False
ZTF18abuykiz_LC.csv,ZTF18abuykiz,48.38897,-15.25533,SN2021aess,53.450583,-19.4957,23135.622815808867,False,False,False
ZTF18abvbayb_LC.csv,ZTF18abvbayb,262.80111,79.05426,SN2022epu,228.691862,31.223633,179837.4671051536,False,False,False
ZTF18abvbpku_LC.csv,ZTF18abvbpku,328.40391,7.23515,LSQ14fmg,334.1920833333333,15.353916666666667,35651.04506090015,False,False,False
ZTF18abvejbm_LC.csv,ZTF18abvejbm,14.2609,-0.87389,SN2010jo,14.398249999999997,-1.392611111111111,1931.7249304993236,False,False,False
ZTF18abvglon_LC.csv,ZTF18abvglon,153.58432,56.32122,SN2019np,157.341583,29.510639,96991.37009119747,False,False,False
ZTF18abvkhul_LC.csv,ZTF18abvkhul,20.34092,30.71858,SN1995Y,17.748329166666664,33.14463888888889,11789.764553957599,False,False,False
ZTF18abvkswd_LC.csv,ZTF18abvkswd,32.5092,37.03842,SN2004fd,40.813541666666666,32.42378055555555,29639.338201669532,False,False,False
ZTF18abvkszn_LC.csv,ZTF18abvkszn,28.65147,46.43654,SN1995Y,17.748329166666664,33.14463888888889,56441.17098658472,False,False,False
ZTF18abvlchy_LC.csv,ZTF18abvlchy,22.77987,-14.71617,LSQ14gde,15.177041666666666,-14.992583333333332,26472.884787271112,False,False,False
ZTF18abvnqkx_LC.csv,ZTF18abvnqkx,258.71341,21.33342,SN2004cs,267.5599208333333,14.28318888888889,39520.70809135712,False,False,False
ZTF18abvrzqj_LC.csv,ZTF18abvrzqj,17.3303,-15.59478,LSQ14gde,15.177041666666666,-14.992583333333332,7785.079912438392,False,False,False
ZTF18abvsvjs_LC.csv,ZTF18abvsvjs,37.74118,13.43942,SN2013hk,45.54520833333333,15.927438888888888,28611.177435566537,False,False,False
ZTF18abvtcoe_LC.csv,ZTF18abvtcoe,39.5476,26.0192,SN2021afkk,37.4998676863,28.6341857571,11467.328309436023,False,False,False
ZTF18abvtcts_LC.csv,ZTF18abvtcts,62.03422,-8.83344,SN2014dm,62.02970833333334,-8.827,28.197235098469683,False,False,False
ZTF18abvtcyi_LC.csv,ZTF18abvtcyi,67.38019,-11.031,PTF12jgb,63.75599999999999,-15.34825,20070.598354510268,False,False,False
ZTF18abvtiko_LC.csv,ZTF18abvtiko,71.88474,-2.3069,iPTF13dyt,75.45108333333333,2.697138888888889,22119.0562508394,False,False,False
ZTF18abvtltw_LC.csv,ZTF18abvtltw,55.30477,-19.28292,SN2021aess,53.450583,-19.4957,6342.882562810279,False,False,False
ZTF18abvtrnc_LC.csv,ZTF18abvtrnc,92.84834,43.73497,PSNJ07250042+2347030,111.25175,23.784166666666668,90066.56843188257,False,False,False
ZTF18abvuceu_LC.csv,ZTF18abvuceu,334.99557,40.07291,LSQ14fmg,334.1920833333333,15.353916666666667,89024.15868934827,False,False,False
ZTF18abvwstm_LC.csv,ZTF18abvwstm,327.8203,-14.46023,LSQ12dbr,314.71620833333327,-2.9741944444444446,62258.401361344,False,False,False
ZTF18abvxqtp_LC.csv,ZTF18abvxqtp,359.37013,-6.60384,SN2021adxd,9.84546011341,2.80403574116,50640.16258894642,False,False,False
ZTF18abwbaim_LC.csv,ZTF18abwbaim,53.35833,-18.83558,SN2021aess,53.450583,-19.4957,2397.047592129163,False,False,False
