###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
60004.111690  20.834  1.192    17   20 o  0   1.04 116.30992 -71.40390 10189.31  7671.94 2.53 2.09  -8.4 -0.453 19.12 20.24 04a60004o0250o
60004.117114 -24.061 21.333    -1   18 o  0   1.03 116.30992 -71.40390  1663.60  7454.09 2.54 2.08 -87.1 -0.379 19.14 20.29 04a60004o0262o
60006.960126 -22.042  3.610    -6   20 o  0   0.88 116.30992 -71.40390  4251.46  5002.36 2.37 2.10 -59.0 -0.391 18.94 19.74 03a60007o0198o
60006.963761 -20.295  0.624   -28   17 o  0   1.64 116.30992 -71.40390  4195.82  4924.80 2.26 1.97 -57.9 -0.395 18.99 19.77 03a60007o0206o
60006.976284 -22.399  5.483    -4   22 o  0   1.07 116.30992 -71.40390  4171.09  5040.89 2.41 2.08 -55.7 -0.382 18.87 19.66 03a60007o0232o
60008.133267  19.488  0.500    58   29 o  0   0.91 116.30992 -71.40390 10225.41  7587.38 2.72 2.21  -7.6 -0.427 18.81 19.53 04a60008o0196o
60008.136885  22.597  7.524     3   25 o  0   0.97 116.30992 -71.40390 10241.60  7627.22 2.54 2.19  -5.4 -0.436 18.83 19.51 04a60008o0204o
60008.142778 -21.214  1.795   -12   21 o  0   1.83 116.30992 -71.40390 10186.85  7538.31 2.38 1.99  -1.7 -0.443 18.81 19.49 04a60008o0217o
60008.144145  20.678  1.136    19   22 o  0   0.65 116.30992 -71.40390  1699.57  7348.58 2.41 1.93 -83.9 -0.381 18.86 19.57 04a60008o0220o
60008.147348  20.553  0.840    22   18 o  0   1.80 116.30992 -71.40390  1714.33  7384.73 2.52 1.97 -79.5 -0.372 18.83 19.55 04a60008o0227o
60008.153419  23.301 15.000     2   26 o  0   1.12 116.30992 -71.40390 10158.88  7649.31 2.36 2.03  -2.9 -0.478 18.85 19.51 04a60008o0240o
60008.154772  21.480  2.347     9   22 o  0   0.78 116.30992 -71.40390  1655.93  7308.85 2.40 1.89 -80.3 -0.381 18.85 19.56 04a60008o0243o
60008.167086  20.112  0.674    33   22 o  0   1.01 116.30992 -71.40390  1628.75  7422.67 2.37 1.88 -82.8 -0.382 18.89 19.54 04a60008o0270o
60012.080067  23.065 10.375     2   22 o  0   1.29 116.30992 -71.40390  4354.83  3366.30 2.14 2.07 -20.1 -0.465 18.71 19.34 04a60012o0171o
60012.082770  20.975  1.639    15   24 o  0   0.93 116.30992 -71.40390  4372.49  3402.84 2.04 1.98 -19.8 -0.463 18.73 19.35 04a60012o0177o
60012.089134 -21.025  1.746   -14   25 o  0   0.97 116.30992 -71.40390  4308.70  3322.24 2.05 2.00 -18.1 -0.461 18.71 19.37 04a60012o0190o
60012.099710  20.260  0.807    29   23 o  0   1.30 116.30992 -71.40390  4282.00  3433.86 2.17 2.14  -6.9 -0.451 18.68 19.34 04a60012o0213o
60014.860934  20.428  0.778    24   19 o  0   0.90 116.30992 -71.40390  7921.94  9166.43 2.68 2.22 -45.6 -0.407 19.14 20.11 03a60015o0272o
60014.864618  21.632  2.275     8   18 o  0   1.30 116.30992 -71.40390  7938.51  9207.38 2.75 2.22 -44.4 -0.406 19.11 20.09 03a60015o0280o
60014.870076  22.941  9.000     2   22 o  0   0.82 116.30992 -71.40390  7887.07  9121.64 2.79 2.22 -45.5 -0.408 19.10 20.08 03a60015o0292o
60014.881157  22.693  5.944     3   18 o  0   1.07 116.30992 -71.40390  7865.10  9234.77 2.88 2.27 -43.2 -0.398 19.09 20.05 03a60015o0316o
60016.146437  22.145  4.022     5   20 o  0   0.52 116.30992 -71.40390  4310.84  3333.52 1.95 1.84  69.1 -0.450 19.00 20.06 04a60016o0316o
60016.149641  19.835  0.342    42   14 o  0   1.67 116.30992 -71.40390  4329.17  3370.74 1.98 1.86  56.4 -0.442 19.04 20.02 04a60016o0323o
60016.160770 -21.419  1.989   -10   20 o  0   0.67 116.30992 -71.40390  4262.03  3292.00 1.96 1.82  61.4 -0.447 19.02 19.98 04a60016o0347o
60016.166216 -21.471  1.379    -9   13 o  0   1.73 116.30992 -71.40390  4236.30  3407.19 1.91 1.80  72.5 -0.461 19.02 19.95 04a60016o0359o
60020.117116 -20.816  0.961   -17   16 o  0   0.65 116.30992 -71.40390  7223.58  6979.63 2.20 2.06 -42.8 -0.437 19.28 20.73 04a60020o0288o
60020.120751 -20.151  0.419   -32   13 o  0   1.41 116.30992 -71.40390  7239.79  7018.42 2.21 2.09 -27.6 -0.437 19.29 20.76 04a60020o0296o
60020.127281  22.377  3.536     4   14 o  0   1.09 116.30992 -71.40390  7181.58  6935.44 2.32 2.15 -17.1 -0.425 19.23 20.70 04a60020o0305o
60020.140906  21.044  0.927    14   13 o  0   1.44 116.30992 -71.40390  7155.13  7046.11 2.26 2.15 -33.9 -0.432 19.27 20.72 04a60020o0335o
60022.796015  21.708  1.370     8   10 c  0   1.11 116.30992 -71.40390  3241.50  8728.83 2.54 2.25 -46.8 -0.378 19.77 21.69 03a60023o0143c
60022.800100 -23.205  5.615    -2   11 c  0   0.90 116.30992 -71.40390  3256.12  8766.91 2.54 2.25 -49.4 -0.379 19.62 21.51 03a60023o0152c
60022.805563  24.297 12.600     1    9 c  0   1.49 116.30992 -71.40390  3205.68  8689.46 2.53 2.26 -46.5 -0.379 19.75 21.67 03a60023o0164c
60022.816139 -22.790  3.750    -3   10 c  0   0.98 116.30992 -71.40390  3182.12  8805.77 2.47 2.22 -50.1 -0.384 19.76 21.62 03a60023o0187c
60024.102815  21.368  1.622    10   17 o  0   0.86 116.30992 -71.40390  7224.93  6980.43 2.25 2.05 -48.5 -0.432 19.15 20.48 04a60024o0219o
60024.127142  21.097  1.414    13   19 o  0   1.19 116.30992 -71.40390  7229.44  7012.48 2.30 2.13 -41.6 -0.449 19.05 20.49 04a60024o0233o
60024.130306  21.962  3.324     6   20 o  0   0.80 116.30992 -71.40390  7173.05  6931.24 2.45 2.22 -47.6 -0.407 19.06 20.48 04a60024o0240o
60024.135742  21.802  2.426     7   17 o  0   0.91 116.30992 -71.40390  7150.49  7045.28 2.18 2.05 -51.9 -0.433 19.15 20.45 04a60024o0252o
60028.071573 -20.160  0.577   -31   18 o  0   1.08 116.30992 -71.40390  4408.87  1112.59 3.09 2.79  38.0 -0.373 18.93 20.59 04a60028o0047o
60028.075711  20.199  0.670    30   20 o  0   0.92 116.30992 -71.40390  4427.58  1149.46 3.31 2.91  44.8 -0.369 18.84 20.58 04a60028o0056o
60028.082162 -21.065  1.456   -14   20 o  0   0.92 116.30992 -71.40390  4358.56  1069.58 3.01 2.78  50.8 -0.387 18.91 20.61 04a60028o0070o
60028.092055 -20.898  1.343   -16   21 o  0   0.84 116.30992 -71.40390  4329.38  1182.87 2.96 2.67  47.5 -0.399 18.96 20.59 04a60028o0091o
60030.860448  22.076  1.512     5    8 c  0   1.32 116.30992 -71.40390  8335.90  3407.73 2.45 2.14 -56.8 -0.403 19.68 21.63 03a60031o0268c
60030.863292  21.760  1.232     7    9 c  0   1.42 116.30992 -71.40390  8353.90  3448.24 2.42 2.11 -55.3 -0.408 19.72 21.65 03a60031o0274c
60030.870860  21.225  0.806    12   10 c  0   1.32 116.30992 -71.40390  8294.28  3361.68 2.39 2.09 -55.2 -0.411 19.71 21.68 03a60031o0290c
60030.880917  22.975  4.278     2   10 c  0   0.94 116.30992 -71.40390  8265.55  3472.93 2.42 2.13 -54.4 -0.409 19.72 21.67 03a60031o0311c
60032.116699  20.909  1.165    16   18 o  0   0.84 116.30992 -71.40390  4373.78  1095.55 2.05 1.90  49.4 -0.460 19.18 20.39 04a60032o0297o
60032.119929  20.686  0.907    19   18 o  0   0.56 116.30992 -71.40390  4391.79  1133.24 2.16 1.88  52.0 -0.453 19.19 20.36 04a60032o0304o
60032.142327  20.310  0.620    27   17 o  0   0.83 116.30992 -71.40390  4311.05  1053.85 2.04 1.83  57.4 -0.453 19.22 20.42 04a60032o0351o
60032.147446 -21.677  1.712    -8   13 o  0   1.17 116.30992 -71.40390  4286.16  1170.32 1.91 1.75  59.9 -0.457 19.26 20.43 04a60032o0362o
60035.043301  19.469  0.316    59   19 o  0   1.49 116.30992 -71.40390  2237.98  1306.04 2.52 1.93  42.6 -0.455 18.95 19.91 04a60035o0157o
60035.046537  20.142  0.695    32   22 o  0   0.89 116.30992 -71.40390  2256.52  1341.74 2.45 1.89  41.4 -0.458 18.93 19.92 04a60035o0164o
60035.052974 -21.307  1.806   -11   20 o  0   1.34 116.30992 -71.40390  2188.79  1264.13 2.46 1.88  44.9 -0.462 18.93 19.91 04a60035o0178o
60035.063696  21.005  1.371    14   20 o  0   1.13 116.30992 -71.40390  2158.96  1378.75 2.48 1.93  43.8 -0.457 18.90 19.92 04a60035o0201o
60036.853910  21.696  3.432     8   26 o  0   1.22 116.30992 -71.40390 10028.58  7724.92 2.92 2.21 -52.8 -0.398 18.70 19.38 03a60037o0147o
60036.860868 -19.725  0.598   -47   28 o  0   1.18 116.30992 -71.40390 10044.49  7764.57 2.82 2.18 -53.0 -0.395 18.56 19.14 03a60037o0161o
60036.881039  22.394  7.190     4   29 o  0   1.34 116.30992 -71.40390  9970.62  7783.50 3.00 2.40 -52.7 -0.386 18.59 19.31 03a60037o0203o
60036.883430  18.643  2.326   127  295 o  0   1.42 116.30992 -71.40390  1516.39  7263.43 2.66 2.35 -51.8 -0.414 18.30 19.48 03a60037o0208o
60036.892287  21.769  4.641     7   33 o  0   0.95 116.30992 -71.40390  1479.82  7227.22 2.66 2.34 -60.1 -0.386 18.39 19.91 03a60037o0227o
60036.902835 -24.051 30.600    -1   27 o  0   0.84 116.30992 -71.40390  1457.15  7346.26 2.73 2.37 -54.9 -0.376 18.78 19.47 03a60037o0249o
60039.813399 -20.175  0.853   -31   26 o  0   0.95 116.30992 -71.40390  4395.20  9126.31 2.29 2.04 -59.1 -0.391 18.77 19.10 03a60040o0215o
60039.817193  19.895  0.704    40   28 o  0   0.93 116.30992 -71.40390  4411.11  9164.72 2.64 2.26 -44.3 -0.352 18.69 19.09 03a60040o0223o
60039.824170 -19.973  0.622   -37   23 o  0   1.03 116.30992 -71.40390  4360.59  9087.10 2.32 2.02 -55.3 -0.382 18.79 19.07 03a60040o0237o
60039.833868 -21.090  1.760   -13   23 o  0   1.42 116.30992 -71.40390  4338.04  9201.45 2.43 2.08 -53.3 -0.379 18.71 19.05 03a60040o0258o
60041.071500  19.281  0.449    70   32 o  0   1.00 116.30992 -71.40390  4606.24  9139.63 2.68 2.06 -76.7 -0.412 18.48 19.15 04a60041o0205o
60041.074367  20.411  1.294    25   32 o  0   0.99 116.30992 -71.40390  4620.44  9177.59 2.80 2.12 -77.7 -0.397 18.44 19.11 04a60041o0211o
60041.080040 -19.830  0.879   -42   37 o  0   1.03 116.30992 -71.40390  4567.49  9098.45 2.37 1.89 -73.4 -0.464 18.50 19.08 04a60041o0223o
60041.091792 -24.353 48.000    -1   32 o  0   1.21 116.30992 -71.40390  4544.04  9213.17 2.34 1.89 -76.5 -0.461 18.54 19.08 04a60041o0247o
60042.825234  20.366  0.868    26   22 o  0   1.18 116.30992 -71.40390  7940.81  1612.93 2.95 2.61 -55.3 -0.407 18.60 19.60 03a60043o0221o
60042.829102 -21.337  2.367   -11   25 o  0   0.85 116.30992 -71.40390  7959.99  1652.96 2.78 2.44 -52.7 -0.407 18.68 19.59 03a60043o0229o
60042.834598  20.158  0.876    31   28 o  0   1.10 116.30992 -71.40390  7898.00  1566.40 3.93 3.48 -57.9 -0.322 18.31 19.58 03a60043o0240o
60045.826932  19.986  0.303    37   11 o  0   0.96 116.30992 -71.40390  3216.36  2946.00 2.39 2.12 -64.7 -0.413 19.45 20.93 03a60046o0243o
60045.830927  20.412  0.546    25   14 o  0   0.99 116.30992 -71.40390  3234.52  2984.87 2.33 2.07 -63.2 -0.414 19.44 20.91 03a60046o0251o
60045.836524 -22.124  2.452    -5   13 o  0   0.79 116.30992 -71.40390  3174.45  2909.70 2.21 2.04 -63.6 -0.425 19.46 20.79 03a60046o0262o
60045.846419  20.973  0.944    15   14 o  0   1.25 116.30992 -71.40390  3148.15  3027.00 2.42 2.15 -65.9 -0.403 19.29 20.61 03a60046o0282o
60047.079859 -22.079  2.205    -5   12 c  0   0.87 116.30992 -71.40390  3252.06  2974.97 2.30 2.08  45.4 -0.387 19.39 21.29 04a60047o0243c
60047.103285  21.910  1.592     6   10 c  0   1.22 116.30992 -71.40390  3259.75  3012.66 2.20 2.01  44.1 -0.390 19.40 21.22 04a60047o0290c
60047.109606  20.414  0.480    25   12 c  0   1.26 116.30992 -71.40390  3195.56  2938.70 2.26 2.04  55.7 -0.387 19.31 21.25 04a60047o0303c
60047.119373  20.587  0.629    21   13 c  0   0.80 116.30992 -71.40390  3169.85  3057.82 2.14 1.98  42.6 -0.393 19.43 21.26 04a60047o0322c
60048.777166 -20.724  0.839   -19   16 o  0   1.07 116.30992 -71.40390  8906.89  7158.72 2.70 2.26 -52.4 -0.402 19.34 20.73 03a60049o0149o
60048.780505  21.155  1.293    12   16 o  0   1.12 116.30992 -71.40390  8923.66  7198.83 2.82 2.30 -52.2 -0.398 19.32 20.75 03a60049o0156o
60048.803544 -21.677  1.940    -8   15 o  0   0.81 116.30992 -71.40390  8870.72  7114.56 2.71 2.23 -51.8 -0.397 19.39 20.91 03a60049o0202o
60048.813357  20.850  0.827    17   14 o  0   1.06 116.30992 -71.40390  8846.95  7225.90 2.75 2.24 -48.3 -0.401 19.43 20.91 03a60049o0222o
60048.826257  21.974  2.481     6   15 o  0   1.09 116.30992 -71.40390   385.44  6957.09 3.03 2.78 -66.4 -0.392 19.34 20.98 03a60049o0249o
60048.829186  20.676  0.784    20   15 o  0   1.16 116.30992 -71.40390   401.89  6994.12 3.07 2.80 -68.4 -0.390 19.29 20.97 03a60049o0255o
60048.835086  25.625 85.000     0   17 o  0   0.79 116.30992 -71.40390   347.49  6922.05 2.95 2.67 -69.1 -0.391 19.31 20.95 03a60049o0267o
60048.845376  21.317  1.686    11   18 o  0   0.72 116.30992 -71.40390   322.51  7041.88 3.04 2.70 -66.1 -0.383 19.28 20.97 03a60049o0288o
60051.803713 -21.428  1.147   -10   11 o  0   0.75 116.30992 -71.40390  9190.36  5552.92 2.52 2.04 -58.3 -0.384 19.43 20.74 03a60052o0193o
60051.815114 -20.897  0.817   -16   13 o  0   0.95 116.30992 -71.40390  9205.97  5592.55 2.46 1.99 -57.9 -0.392 19.48 20.85 03a60052o0215o
60051.818237  21.696  1.645     8   12 o  0   1.19 116.30992 -71.40390  9150.42  5505.96 2.42 1.98 -57.9 -0.388 19.47 20.89 03a60052o0221o
60051.823161  21.693  1.944     8   15 o  0   0.85 116.30992 -71.40390   336.15  5323.07 2.55 2.15 -74.0 -0.395 19.54 20.96 03a60052o0231o
60051.823690  21.401  1.036    10   10 o  0   1.43 116.30992 -71.40390  9126.40  5616.81 2.35 1.95 -57.3 -0.399 19.52 20.91 03a60052o0232o
60051.827115  20.319  0.412    27   11 o  0   1.20 116.30992 -71.40390   353.68  5361.17 2.33 1.99 -70.6 -0.415 19.56 20.99 03a60052o0239o
60051.834293  21.661  1.790     8   14 o  0   1.13 116.30992 -71.40390   297.58  5288.66 2.40 2.01 -73.0 -0.405 19.59 21.07 03a60052o0253o
60051.844336  22.476  3.107     4   12 o  0   1.27 116.30992 -71.40390   271.61  5407.53 2.45 2.06 -71.4 -0.407 19.58 21.08 03a60052o0273o
60053.012545 -23.085  6.273    -2   13 c  0   1.04 116.30992 -71.40390  9326.52  5438.85 2.93 2.27 -15.5 -0.387 19.33 21.13 04a60053o0114c
60053.015759  20.898  0.831    16   13 c  0   1.15 116.30992 -71.40390  9343.75  5478.41 2.99 2.39 -14.9 -0.381 19.33 21.12 04a60053o0121c
60053.036010 -25.747 66.000    -0   12 c  0   0.96 116.30992 -71.40390  9272.84  5388.06 2.80 2.25 -16.4 -0.385 19.34 21.13 04a60053o0164c
60053.041154 -21.571  1.739    -8   15 c  0   1.00 116.30992 -71.40390  9251.06  5499.91 2.76 2.37 -16.2 -0.375 19.35 21.15 04a60053o0175c
60053.063448 -20.610  0.710   -21   15 c  0   0.77 116.30992 -71.40390   440.38  5437.33 2.64 2.26  62.1 -0.356 19.35 21.18 04a60053o0222c
60053.066642  20.317  0.503    27   14 c  0   0.90 116.30992 -71.40390   456.55  5472.90 2.63 2.25  64.1 -0.358 19.32 21.14 04a60053o0229c
60053.071805  21.629  1.686     8   14 c  0   1.17 116.30992 -71.40390   397.75  5399.37 2.58 2.20  54.6 -0.358 19.35 21.13 04a60053o0240c
60053.082970  22.255  2.704     5   12 c  0   0.93 116.30992 -71.40390   369.64  5518.53 2.62 2.26  59.0 -0.365 19.37 21.14 04a60053o0263c
60060.792637  20.607  1.221    21   25 o  0   0.94 116.30992 -71.40390  3228.24  8746.08 2.54 2.17 -49.3 -0.377 18.89 20.09 03a60061o0192o
60060.795995  20.375  0.831    26   21 o  0   0.92 116.30992 -71.40390  3244.44  8784.91 2.41 2.06 -50.0 -0.382 18.96 20.03 03a60061o0199o
60060.812209 -20.188  1.937   -30   59 o  0   0.65 116.30992 -71.40390  3193.61  8712.01 2.45 2.09 -50.3 -0.383 18.16 19.06 03a60061o0231o
60060.823308 -17.467  0.485  -374  182 o  0   0.85 116.30992 -71.40390  3171.01  8826.43 2.58 2.17 -44.9 -0.366 16.95 17.76 03a60061o0253o
60063.783392 -20.992  1.250   -15   18 o  0   1.07 116.30992 -71.40390 10029.38  7726.74 2.84 2.25 -50.2 -0.393 19.11 20.20 03a60064o0189o
60063.799348 -22.319  4.462    -4   19 o  0   0.84 116.30992 -71.40390 10046.24  7764.03 2.83 2.25 -52.3 -0.399 19.09 20.19 03a60064o0222o
60063.804657  20.580  0.872    21   19 o  0   0.96 116.30992 -71.40390  9991.64  7673.87 2.75 2.25 -53.0 -0.394 19.08 20.16 03a60064o0233o
60063.807708 -19.912  0.425   -39   17 o  0   1.13 116.30992 -71.40390  9970.12  7784.58 3.00 2.29 -50.1 -0.394 19.06 20.16 03a60064o0239o
60063.810098 -20.343  0.656   -26   17 o  0   1.05 116.30992 -71.40390  1515.90  7265.51 3.01 2.66 -65.5 -0.392 19.03 20.25 03a60064o0244o
60063.813322 -23.291 13.167    -2   23 o  0   0.91 116.30992 -71.40390  1532.64  7302.67 3.64 3.22 -66.8 -0.373 18.82 20.26 03a60064o0251o
60063.819994 -23.747 19.333    -1   22 o  0   0.79 116.30992 -71.40390  1479.38  7230.61 2.88 2.56 -57.2 -0.400 19.04 20.27 03a60064o0265o
60063.830042  20.199  0.629    30   19 o  0   1.12 116.30992 -71.40390  1457.02  7350.79 2.82 2.47 -57.4 -0.398 19.15 20.28 03a60064o0286o
60066.749785 -22.919  7.684    -2   19 o  0   1.18 116.30992 -71.40390  4243.63  3331.59 2.36 2.10 -60.6 -0.416 18.87 19.61 03a60067o0122o
60066.752978 -23.044  8.882    -2   20 o  0   1.04 116.30992 -71.40390  4262.95  3371.02 2.40 2.08 -62.1 -0.413 18.87 19.60 03a60067o0129o
60066.758488  21.404  1.835    10   18 o  0   1.33 116.30992 -71.40390  4203.22  3292.29 2.33 2.06 -59.3 -0.417 18.91 19.60 03a60067o0141o
60066.773686  25.394 76.500     0   19 o  0   1.43 116.30992 -71.40390  4174.46  3408.67 2.34 2.06 -59.6 -0.415 18.85 19.53 03a60067o0173o
60069.816418 -17.122  0.571  -514  293 o  0   1.07 116.30992 -71.40390  4375.60  1146.78 2.48 2.18 -53.5 -0.385 16.18 15.91 03a60070o0267o
60069.819269  19.613  2.273    52  118 o  0   0.81 116.30992 -71.40390  4312.37  1067.72 2.47 2.25 -56.7 -0.389 17.07 17.15 03a60070o0273o
60069.832724  22.455 36.357     4  138 o  0   1.27 116.30992 -71.40390  4281.17  1184.15 2.39 2.14 -54.4 -0.405 17.03 17.08 03a60070o0301o
60071.019237 -23.315 18.444    -2   32 o  0   1.05 116.30992 -71.40390  4361.41  1097.55 2.56 2.40  64.9 -0.436 18.28 18.94 04a60071o0062o
60071.042177 -20.022  0.991   -36   35 o  0   0.63 116.30992 -71.40390  4369.41  1134.79 2.18 2.05  55.7 -0.444 18.40 18.92 04a60071o0111o
60071.044970  22.162  5.774     5   29 o  0   1.18 116.30992 -71.40390  4302.69  1055.54 2.33 2.19  55.9 -0.440 18.38 18.91 04a60071o0117o
60071.050527  20.509  1.401    23   32 o  0   0.64 116.30992 -71.40390  4275.46  1172.63 2.29 2.07  55.6 -0.442 18.42 18.89 04a60071o0129o
60072.793490 -21.867  2.941    -6   19 o  0   1.11 116.30992 -71.40390  2185.70  1238.86 2.26 2.05 -62.5 -0.398 18.85 19.51 03a60073o0221o
60072.796929 -21.812  2.574    -7   18 o  0   1.20 116.30992 -71.40390  2204.76  1275.22 2.32 2.09 -64.7 -0.398 18.87 19.60 03a60073o0228o
60072.807073  21.212  1.804    12   21 o  0   0.84 116.30992 -71.40390  2138.35  1204.96 2.28 2.05 -67.0 -0.394 18.88 19.57 03a60073o0249o
60072.817776  20.978  1.344    15   20 o  0   1.18 116.30992 -71.40390  2109.08  1324.23 2.19 1.98 -60.6 -0.406 18.94 19.54 03a60073o0271o
60075.773524  21.023  1.417    14   20 c  0   1.04 116.30992 -71.40390  6152.04  9111.65 2.97 2.45 -41.4 -0.376 18.88 20.49 03a60076o0173c
60075.783628  20.039  0.900    35   32 c  0   1.13 116.30992 -71.40390  6169.41  9151.70 2.97 2.41 -39.7 -0.385 19.04 20.67 03a60076o0194c
60075.786552 -19.951  0.720   -38   27 c  0   1.03 116.30992 -71.40390  6118.42  9067.54 3.09 2.46 -37.6 -0.374 18.49 20.12 03a60076o0200c
60075.791895  20.323  0.702    27   19 c  0   0.82 116.30992 -71.40390  6097.69  9182.31 3.14 2.58 -39.4 -0.364 19.09 20.78 03a60076o0211c
60077.009514  20.752  1.389    18   25 o  0   0.77 116.30992 -71.40390  6343.09  9055.54 2.46 2.08 -77.5 -0.455 18.99 20.19 04a60077o0135o
60077.034613  19.976  0.629    37   23 o  0   1.00 116.30992 -71.40390  6294.87  9014.84 2.29 1.95 -78.2 -0.461 18.99 20.08 04a60077o0177o
60077.044013  23.686 13.125     1   16 o  0   0.91 116.30992 -71.40390  6276.18  9130.15 2.44 1.93 -80.3 -0.433 19.05 20.19 04a60077o0197o
60083.013547 -20.920  2.341   -16   36 o  0   1.25 116.30992 -71.40390  3501.02  7119.38 2.76 2.46 -74.9 -0.395 18.03 19.18 04a60083o0155o
60083.016819 -18.545  1.204  -139  167 o  0   1.13 116.30992 -71.40390  3516.68  7157.22 2.65 2.24 -87.9 -0.403 16.47 17.57 04a60083o0162o
60083.029545  20.554  1.953    22   43 o  0   0.97 116.30992 -71.40390  3453.96  7081.66 2.68 2.39 -85.8 -0.385 18.01 19.18 04a60083o0189o
60083.034705  19.022  0.794    89   71 o  0   0.76 116.30992 -71.40390  3432.95  7198.78 2.60 2.21 -81.9 -0.393 17.56 18.64 04a60083o0200o
60084.743604 -20.674  0.663   -20   13 c  0   1.23 116.30992 -71.40390 10364.64  3607.25 2.54 2.14 -60.7 -0.378 18.95 20.76 03a60085o0122c
60084.751443  19.676  3.933    49  192 c  0   1.09 116.30992 -71.40390 10381.84  3646.38 2.48 2.17 -58.1 -0.435 16.52 18.28 03a60085o0138c
60084.754823  21.233  3.143    12   37 c  0   1.38 116.30992 -71.40390 10322.07  3553.13 2.52 2.03 -59.9 -0.371 17.45 19.21 03a60085o0145c
60084.758720 -17.637  0.563  -320  180 c  0   0.95 116.30992 -71.40390  1144.82  3143.54 2.59 2.34 -55.0 -0.393 16.34 18.19 03a60085o0153c
60084.772804  21.686  1.210     8    9 c  0   1.12 116.30992 -71.40390 10292.62  3662.66 2.42 2.07 -59.9 -0.369 19.61 21.43 03a60085o0182c
60084.777592  21.197  0.753    12    9 c  0   1.82 116.30992 -71.40390  1158.61  3184.43 2.44 2.22 -60.6 -0.400 19.63 21.51 03a60085o0192c
60084.780534 -21.448  0.944   -10    9 c  0   1.49 116.30992 -71.40390  1098.37  3110.80 2.42 2.19 -60.4 -0.402 19.67 21.51 03a60085o0198c
60084.793355  23.458  6.100     2    9 c  0   1.43 116.30992 -71.40390  1070.72  3231.64 2.52 2.33 -57.2 -0.397 19.59 21.58 03a60085o0225c
60087.726491  22.085  1.795     5   10 c  0   1.48 116.30992 -71.40390  7251.14  5428.19 2.51 2.17 -53.2 -0.403 19.60 21.31 03a60088o0087c
60087.729825  20.943  0.694    15   11 c  0   1.26 116.30992 -71.40390  7267.99  5467.20 2.57 2.19 -54.7 -0.400 19.57 21.31 03a60088o0094c
60087.741305  21.737  1.558     7   11 c  0   0.93 116.30992 -71.40390  7212.30  5386.59 2.53 2.21 -53.6 -0.402 19.60 21.28 03a60088o0118c
60087.747711  21.109  0.888    13   12 c  0   1.20 116.30992 -71.40390  7187.05  5493.27 2.62 2.21 -53.4 -0.392 19.52 21.30 03a60088o0132c
60089.066178  19.783  0.590    44   26 o  0   0.94 116.30992 -71.40390  4787.94  8769.13 2.61 2.07 -79.0 -0.419 18.74 19.82 04a60089o0021o
60089.069451 -24.926 56.000    -0   22 o  0   1.15 116.30992 -71.40390  4805.86  8803.84 2.63 2.00 -78.3 -0.427 18.73 19.80 04a60089o0028o
60089.074714 -20.304  0.846   -27   23 o  0   1.24 116.30992 -71.40390  4764.39  8721.68 2.52 1.98 -76.7 -0.440 18.66 19.69 04a60089o0039o
60089.094943 -21.200  1.800   -12   22 o  0   1.38 116.30992 -71.40390  4768.94  8819.89 2.65 2.01 -81.2 -0.412 18.78 19.97 04a60089o0082o
60090.762202  20.623  0.972    20   20 o  0   0.91 116.30992 -71.40390  4394.99  9136.08 3.00 2.53 -38.0 -0.370 19.00 20.11 03a60091o0169o
60090.766530 -19.798  0.470   -44   20 o  0   0.78 116.30992 -71.40390  4411.37  9174.15 3.01 2.49 -37.9 -0.366 19.02 20.08 03a60091o0178o
60090.773699  24.302 32.667     1   23 o  0   0.94 116.30992 -71.40390  4361.71  9094.42 3.27 2.84 -35.5 -0.348 18.88 20.08 03a60091o0193o
60090.787693 -19.695  0.482   -48   23 o  0   0.94 116.30992 -71.40390  4340.52  9210.36 3.14 2.65 -36.2 -0.369 18.95 20.04 03a60091o0222o
60100.986961  21.720  2.881     7   22 o  0   1.25 116.30992 -71.40390  6494.90  1019.98 2.33 2.25 -51.7 -0.464 18.73 19.64 04a60101o0106o
60101.007853  19.884  0.741    40   30 o  0   0.74 116.30992 -71.40390  6501.99  1063.75 2.19 2.10 -32.2 -0.464 18.46 19.61 04a60101o0151o
60101.011129 -21.810  5.639    -7   39 o  0   0.99 116.30992 -71.40390  6436.61   981.88 2.18 2.09 -49.9 -0.454 18.46 19.05 04a60101o0158o
60101.016189 -19.953  2.121   -38   80 o  0   0.84 116.30992 -71.40390  6410.22  1099.83 2.28 2.13 -34.5 -0.439 17.30 18.22 04a60101o0169o
60105.696385 -20.377  1.196   -26   31 o  0   1.16 116.30992 -71.40390  4245.38  5019.18 2.45 2.24 -53.8 -0.395 18.40 18.61 03a60106o0033o
60105.702529  22.518  6.200     4   22 o  0   0.60 116.30992 -71.40390  4189.03  4938.93 2.46 2.19 -53.6 -0.401 18.99 19.85 03a60106o0046o
60105.717034  24.574 26.000     0   14 o  0   0.96 116.30992 -71.40390  4161.92  5056.64 2.34 2.12 -54.8 -0.417 19.38 20.62 03a60106o0077o
60106.968222  21.423  1.429    10   14 c  0   1.14 116.30992 -71.40390  4289.48  4967.58 2.52 2.40 -77.9 -0.387 19.11 21.07 04a60107o0064c
