name,ra,dec,redshift,survey,ap_units,WFC3_UVIS_F275W_1,WFC3_UVIS_F275W_1_err,WFC3_UVIS_F275W_1_flux,WFC3_UVIS_F275W_1_flux_err,WFC3_UVIS_F275W_zeropoint
SN2006bh,340.06707916666664,-66.48508055555556,0.010847,HST,kpc,21.658942912991403,0.11050164060190766,9.88341486304014,1.0058921792688214,24.146210476873573
